channel_id,forecast_cogs,forecast_net_sales,forecast_opex,forecast_trade_spend,forecast_units,forecast_version,sku_id,snapshot_month,target_month
MT,2100269,4121283,0,99069,205,LE1,SKU020,2024-09-01,2024-09-01
GT,1722070,3379156,0,81230,164,LE1,SKU020,2024-09-01,2024-09-01
EC,1839221,3609038,0,86756,194,LE1,SKU020,2024-09-01,2024-09-01
CV,1970595,3866827,0,92953,194,LE1,SKU020,2024-09-01,2024-09-01
FS,1748392,3430807,0,82471,169,LE1,SKU020,2024-09-01,2024-09-01
MT,1437275,3476200,0,83562,148,LE1,SKU021,2024-09-01,2024-09-01
GT,1467375,3549000,0,85312,148,LE1,SKU021,2024-09-01,2024-09-01
EC,1729310,4182516,0,100541,258,LE1,SKU021,2024-09-01,2024-09-01
CV,1747305,4226040,0,101588,182,LE1,SKU021,2024-09-01,2024-09-01
FS,1711669,4139850,0,99516,175,LE1,SKU021,2024-09-01,2024-09-01
MT,2154893,4925279,0,118396,184,LE1,SKU022,2024-09-01,2024-09-01
GT,1845995,4219254,0,101424,155,LE1,SKU022,2024-09-01,2024-09-01
EC,1875795,4287367,0,103062,174,LE1,SKU022,2024-09-01,2024-09-01
CV,2205857,5041764,0,121196,191,LE1,SKU022,2024-09-01,2024-09-01
FS,2377683,5434494,0,130637,201,LE1,SKU022,2024-09-01,2024-09-01
MT,3227136,6992128,0,168080,233,LE1,SKU023,2024-09-01,2024-09-01
GT,2500992,5418816,0,130260,177,LE1,SKU023,2024-09-01,2024-09-01
EC,2804337,6076063,0,146059,219,LE1,SKU023,2024-09-01,2024-09-01
CV,2336947,5063386,0,121716,171,LE1,SKU023,2024-09-01,2024-09-01
FS,2653210,5748621,0,138188,190,LE1,SKU023,2024-09-01,2024-09-01
MT,3783794,7792150,0,187311,234,LE1,SKU024,2024-09-01,2024-09-01
GT,3530920,7271394,0,174793,214,LE1,SKU024,2024-09-01,2024-09-01
EC,3051812,6284744,0,151076,205,LE1,SKU024,2024-09-01,2024-09-01
CV,3151205,6489428,0,155996,197,LE1,SKU024,2024-09-01,2024-09-01
FS,2871886,5914215,0,142169,176,LE1,SKU024,2024-09-01,2024-09-01
MT,4165108,8173043,0,196467,224,LE1,SKU025,2024-09-01,2024-09-01
GT,5239845,10281960,0,247162,276,LE1,SKU025,2024-09-01,2024-09-01
EC,3927176,7706157,0,185244,304,LE1,SKU025,2024-09-01,2024-09-01
CV,3164370,6209330,0,149263,172,LE1,SKU025,2024-09-01,2024-09-01
FS,4607653,9041432,0,217342,245,LE1,SKU025,2024-09-01,2024-09-01
MT,3158925,7640192,0,183658,192,LE1,SKU026,2024-09-01,2024-09-01
GT,4365441,10558276,0,253805,260,LE1,SKU026,2024-09-01,2024-09-01
EC,3417133,8264693,0,198670,225,LE1,SKU026,2024-09-01,2024-09-01
CV,3523054,8520876,0,204829,216,LE1,SKU026,2024-09-01,2024-09-01
FS,4179584,10108762,0,242999,251,LE1,SKU026,2024-09-01,2024-09-01
MT,4377405,10005497,0,240517,232,LE1,SKU027,2024-09-01,2024-09-01
GT,3836469,8769072,0,210795,199,LE1,SKU027,2024-09-01,2024-09-01
EC,3507449,8017027,0,192717,201,LE1,SKU027,2024-09-01,2024-09-01
CV,3817318,8725298,0,209743,205,LE1,SKU027,2024-09-01,2024-09-01
FS,4504031,10294929,0,247474,236,LE1,SKU027,2024-09-01,2024-09-01
MT,2095805,4540910,0,109156,269,LE1,SKU028,2024-09-01,2024-09-01
GT,1954368,4234464,0,101790,246,LE1,SKU028,2024-09-01,2024-09-01
EC,1341204,2905943,0,69854,187,LE1,SKU028,2024-09-01,2024-09-01
CV,2090189,4528742,0,108864,271,LE1,SKU028,2024-09-01,2024-09-01
FS,1675858,3631025,0,87284,213,LE1,SKU028,2024-09-01,2024-09-01
MT,2457545,5060850,0,121655,251,LE1,SKU029,2024-09-01,2024-09-01
GT,2424320,4992428,0,120010,243,LE1,SKU029,2024-09-01,2024-09-01
EC,2285783,4707138,0,113152,337,LE1,SKU029,2024-09-01,2024-09-01
CV,2626767,5409331,0,130032,271,LE1,SKU029,2024-09-01,2024-09-01
FS,2242286,4617564,0,110999,227,LE1,SKU029,2024-09-01,2024-09-01
MT,3960624,7771790,0,186822,332,LE1,SKU030,2024-09-01,2024-09-01
GT,2932556,5754450,0,138328,241,LE1,SKU030,2024-09-01,2024-09-01
EC,2571030,5045040,0,121275,233,LE1,SKU030,2024-09-01,2024-09-01
CV,2804760,5503680,0,132300,237,LE1,SKU030,2024-09-01,2024-09-01
FS,3580150,7025200,0,168875,297,LE1,SKU030,2024-09-01,2024-09-01
MT,2960992,7161469,0,172151,268,LE1,SKU031,2024-09-01,2024-09-01
GT,3297820,7976124,0,191734,293,LE1,SKU031,2024-09-01,2024-09-01
EC,2972450,7189182,0,172817,292,LE1,SKU031,2024-09-01,2024-09-01
CV,2814177,6806381,0,163615,258,LE1,SKU031,2024-09-01,2024-09-01
FS,3453214,8351959,0,200768,310,LE1,SKU031,2024-09-01,2024-09-01
MT,4046297,9248678,0,222324,308,LE1,SKU032,2024-09-01,2024-09-01
GT,4173624,9539712,0,229320,312,LE1,SKU032,2024-09-01,2024-09-01
EC,3377425,7719828,0,185573,279,LE1,SKU032,2024-09-01,2024-09-01
CV,4402944,10063872,0,241920,339,LE1,SKU032,2024-09-01,2024-09-01
FS,3976263,9088602,0,218476,300,LE1,SKU032,2024-09-01,2024-09-01
MT,4702955,10189735,0,244946,306,LE1,SKU033,2024-09-01,2024-09-01
GT,5283252,11447046,0,275169,337,LE1,SKU033,2024-09-01,2024-09-01
EC,3778961,8187748,0,196821,355,LE1,SKU033,2024-09-01,2024-09-01
CV,4669812,10117926,0,243219,307,LE1,SKU033,2024-09-01,2024-09-01
FS,4916637,10652713,0,256075,317,LE1,SKU033,2024-09-01,2024-09-01
MT,2181812,4493237,0,108010,123,LE1,SKU034,2024-09-01,2024-09-01
GT,3110825,6406452,0,154001,172,LE1,SKU034,2024-09-01,2024-09-01
EC,2814100,5795375,0,139312,172,LE1,SKU034,2024-09-01,2024-09-01
CV,2196189,4522846,0,108722,125,LE1,SKU034,2024-09-01,2024-09-01
FS,2527755,5205673,0,125136,141,LE1,SKU034,2024-09-01,2024-09-01
MT,3312752,6500494,0,156262,163,LE1,SKU035,2024-09-01,2024-09-01
GT,3228395,6334964,0,152283,156,LE1,SKU035,2024-09-01,2024-09-01
EC,2900589,5691722,0,136820,155,LE1,SKU035,2024-09-01,2024-09-01
CV,3001344,5889430,0,141573,149,LE1,SKU035,2024-09-01,2024-09-01
FS,3477860,6824480,0,164050,170,LE1,SKU035,2024-09-01,2024-09-01
MT,2701256,6533270,0,157050,152,LE1,SKU036,2024-09-01,2024-09-01
GT,2603542,6296940,0,151369,143,LE1,SKU036,2024-09-01,2024-09-01
EC,3053043,7384104,0,177502,186,LE1,SKU036,2024-09-01,2024-09-01
CV,2504741,6057979,0,145624,142,LE1,SKU036,2024-09-01,2024-09-01
FS,2615015,6324687,0,152036,145,LE1,SKU036,2024-09-01,2024-09-01
MT,739170,1787760,0,42975,106,LE1,SKU001,2024-10-01,2024-10-01
GT,898034,2171988,0,52211,126,LE1,SKU001,2024-10-01,2024-10-01
EC,928428,2245501,0,53978,144,LE1,SKU001,2024-10-01,2024-10-01
CV,906973,2193610,0,52731,131,LE1,SKU001,2024-10-01,2024-10-01
FS,1075550,2601331,0,62532,153,LE1,SKU001,2024-10-01,2024-10-01
MT,1205093,2754640,0,66217,137,LE1,SKU002,2024-10-01,2024-10-01
GT,1516455,3466360,0,83326,169,LE1,SKU002,2024-10-01,2024-10-01
EC,1311414,2997671,0,72059,161,LE1,SKU002,2024-10-01,2024-10-01
CV,942887,2155280,0,51810,108,LE1,SKU002,2024-10-01,2024-10-01
FS,1274350,2912950,0,70023,143,LE1,SKU002,2024-10-01,2024-10-01
MT,1730460,3749330,0,90128,160,LE1,SKU003,2024-10-01,2024-10-01
GT,2012400,4360200,0,104812,182,LE1,SKU003,2024-10-01,2024-10-01
EC,1375920,2981160,0,71662,138,LE1,SKU003,2024-10-01,2024-10-01
CV,1156680,2506140,0,60244,108,LE1,SKU003,2024-10-01,2024-10-01
FS,1690680,3663140,0,88056,155,LE1,SKU003,2024-10-01,2024-10-01
MT,1855488,3821336,0,91859,143,LE1,SKU004,2024-10-01,2024-10-01
GT,1978540,4074760,0,97951,149,LE1,SKU004,2024-10-01,2024-10-01
EC,2119855,4365794,0,104947,177,LE1,SKU004,2024-10-01,2024-10-01
CV,2502481,5153803,0,123890,195,LE1,SKU004,2024-10-01,2024-10-01
FS,2152683,4433402,0,106572,164,LE1,SKU004,2024-10-01,2024-10-01
MT,2380930,4672013,0,112308,156,LE1,SKU005,2024-10-01,2024-10-01
GT,2166216,4250688,0,102180,139,LE1,SKU005,2024-10-01,2024-10-01
EC,2213891,4344238,0,104429,157,LE1,SKU005,2024-10-01,2024-10-01
CV,2275862,4465843,0,107352,151,LE1,SKU005,2024-10-01,2024-10-01
FS,2618624,5138432,0,123520,170,LE1,SKU005,2024-10-01,2024-10-01
MT,2478273,5993962,0,144086,180,LE1,SKU006,2024-10-01,2024-10-01
GT,2827841,6839430,0,164409,201,LE1,SKU006,2024-10-01,2024-10-01
EC,1817604,4396064,0,105675,143,LE1,SKU006,2024-10-01,2024-10-01
CV,2394621,5791640,0,139222,176,LE1,SKU006,2024-10-01,2024-10-01
FS,2062302,4987892,0,119901,148,LE1,SKU006,2024-10-01,2024-10-01
MT,2728382,6236303,0,149911,171,LE1,SKU007,2024-10-01,2024-10-01
GT,2491398,5694624,0,136890,153,LE1,SKU007,2024-10-01,2024-10-01
EC,3036311,6940140,0,166830,206,LE1,SKU007,2024-10-01,2024-10-01
CV,2968117,6784268,0,163083,188,LE1,SKU007,2024-10-01,2024-10-01
FS,3099430,7084412,0,170298,192,LE1,SKU007,2024-10-01,2024-10-01
MT,2902818,6289440,0,151188,158,LE1,SKU008,2024-10-01,2024-10-01
GT,3261960,7067580,0,169894,174,LE1,SKU008,2024-10-01,2024-10-01
EC,3184726,6900239,0,165871,188,LE1,SKU008,2024-10-01,2024-10-01
CV,3527874,7643726,0,183743,194,LE1,SKU008,2024-10-01,2024-10-01
FS,3208818,6952438,0,167126,173,LE1,SKU008,2024-10-01,2024-10-01
MT,4969362,10233933,0,246008,237,LE1,SKU009,2024-10-01,2024-10-01
GT,4122164,8489208,0,204068,193,LE1,SKU009,2024-10-01,2024-10-01
EC,4835371,9957992,0,239375,250,LE1,SKU009,2024-10-01,2024-10-01
CV,3929471,8092375,0,194528,190,LE1,SKU009,2024-10-01,2024-10-01
FS,3900549,8032814,0,193096,184,LE1,SKU009,2024-10-01,2024-10-01
MT,1977022,3879439,0,93256,230,LE1,SKU010,2024-10-01,2024-10-01
GT,1674270,3285360,0,78975,191,LE1,SKU010,2024-10-01,2024-10-01
EC,1741756,3417785,0,82158,219,LE1,SKU010,2024-10-01,2024-10-01
CV,2010412,3944959,0,94831,236,LE1,SKU010,2024-10-01,2024-10-01
FS,2172640,4263293,0,102483,250,LE1,SKU010,2024-10-01,2024-10-01
MT,1924717,4655128,0,111902,231,LE1,SKU011,2024-10-01,2024-10-01
GT,1658553,4011384,0,96428,195,LE1,SKU011,2024-10-01,2024-10-01
EC,1663434,4023190,0,96711,216,LE1,SKU011,2024-10-01,2024-10-01
CV,1555101,3761176,0,90413,189,LE1,SKU011,2024-10-01,2024-10-01
FS,1837814,4444944,0,106850,218,LE1,SKU011,2024-10-01,2024-10-01
MT,2237804,5114980,0,122956,218,LE1,SKU012,2024-10-01,2024-10-01
GT,2184853,4993950,0,120047,209,LE1,SKU012,2024-10-01,2024-10-01
EC,1695535,3875508,0,93161,179,LE1,SKU012,2024-10-01,2024-10-01
CV,2300366,5257980,0,126394,227,LE1,SKU012,2024-10-01,2024-10-01
FS,2425889,5544890,0,133291,234,LE1,SKU012,2024-10-01,2024-10-01
MT,2560622,5548015,0,133366,208,LE1,SKU013,2024-10-01,2024-10-01
GT,2640924,5722002,0,137548,210,LE1,SKU013,2024-10-01,2024-10-01
EC,3100900,6718617,0,161505,272,LE1,SKU013,2024-10-01,2024-10-01
CV,2598448,5629970,0,135336,213,LE1,SKU013,2024-10-01,2024-10-01
FS,2838258,6149558,0,147826,228,LE1,SKU013,2024-10-01,2024-10-01
MT,3858200,7945600,0,191000,265,LE1,SKU014,2024-10-01,2024-10-01
GT,3308760,6814080,0,163800,223,LE1,SKU014,2024-10-01,2024-10-01
EC,3292471,6780534,0,162994,245,LE1,SKU014,2024-10-01,2024-10-01
CV,3008426,6195571,0,148932,209,LE1,SKU014,2024-10-01,2024-10-01
FS,3321607,6840538,0,164436,226,LE1,SKU014,2024-10-01,2024-10-01
MT,4330366,8497322,0,204263,255,LE1,SKU015,2024-10-01,2024-10-01
GT,3834026,7523372,0,180850,222,LE1,SKU015,2024-10-01,2024-10-01
EC,3501509,6870886,0,165166,224,LE1,SKU015,2024-10-01,2024-10-01
CV,4302802,8443235,0,202962,257,LE1,SKU015,2024-10-01,2024-10-01
FS,5083813,9975784,0,239802,297,LE1,SKU015,2024-10-01,2024-10-01
MT,4340160,10497131,0,252335,287,LE1,SKU016,2024-10-01,2024-10-01
GT,4087688,9886500,0,237656,265,LE1,SKU016,2024-10-01,2024-10-01
EC,2544076,6153114,0,147911,182,LE1,SKU016,2024-10-01,2024-10-01
CV,4659209,11268785,0,270884,312,LE1,SKU016,2024-10-01,2024-10-01
FS,4353240,10528768,0,253095,285,LE1,SKU016,2024-10-01,2024-10-01
MT,2788636,6373860,0,153218,160,LE1,SKU017,2024-10-01,2024-10-01
GT,2205983,5042116,0,121205,124,LE1,SKU017,2024-10-01,2024-10-01
EC,2336688,5340863,0,128386,145,LE1,SKU017,2024-10-01,2024-10-01
CV,2430497,5555278,0,133540,141,LE1,SKU017,2024-10-01,2024-10-01
FS,2146034,4905094,0,117911,122,LE1,SKU017,2024-10-01,2024-10-01
MT,2888837,6259146,0,150460,145,LE1,SKU018,2024-10-01,2024-10-01
GT,3100032,6716736,0,161460,153,LE1,SKU018,2024-10-01,2024-10-01
EC,2512218,5443140,0,130845,137,LE1,SKU018,2024-10-01,2024-10-01
CV,3046378,6600485,0,158666,155,LE1,SKU018,2024-10-01,2024-10-01
FS,3110851,6740178,0,162024,155,LE1,SKU018,2024-10-01,2024-10-01
MT,1215333,2502864,0,60165,148,LE1,SKU019,2024-10-01,2024-10-01
GT,1285099,2646540,0,63619,154,LE1,SKU019,2024-10-01,2024-10-01
EC,1050277,2162946,0,51994,139,LE1,SKU019,2024-10-01,2024-10-01
CV,1348638,2777393,0,66764,166,LE1,SKU019,2024-10-01,2024-10-01
FS,1149112,2366489,0,56887,139,LE1,SKU019,2024-10-01,2024-10-01
MT,1773803,3480670,0,83670,173,LE1,SKU020,2024-10-01,2024-10-01
GT,1777620,3488160,0,83850,170,LE1,SKU020,2024-10-01,2024-10-01
EC,1648264,3234329,0,77748,174,LE1,SKU020,2024-10-01,2024-10-01
CV,1378339,2704666,0,65016,136,LE1,SKU020,2024-10-01,2024-10-01
FS,1715403,3366074,0,80915,165,LE1,SKU020,2024-10-01,2024-10-01
MT,1632334,3947970,0,94903,169,LE1,SKU021,2024-10-01,2024-10-01
GT,1383525,3346200,0,80438,140,LE1,SKU021,2024-10-01,2024-10-01
EC,1346373,3256344,0,78278,151,LE1,SKU021,2024-10-01,2024-10-01
CV,1564448,3783780,0,90956,163,LE1,SKU021,2024-10-01,2024-10-01
FS,1711669,4139850,0,99516,175,LE1,SKU021,2024-10-01,2024-10-01
MT,2068201,4727135,0,113633,177,LE1,SKU022,2024-10-01,2024-10-01
GT,1656338,3785768,0,91004,139,LE1,SKU022,2024-10-01,2024-10-01
EC,1749980,3999799,0,96149,162,LE1,SKU022,2024-10-01,2024-10-01
CV,1507335,3445205,0,82817,130,LE1,SKU022,2024-10-01,2024-10-01
FS,1626836,3718338,0,89383,138,LE1,SKU022,2024-10-01,2024-10-01
MT,2214989,4799142,0,115364,160,LE1,SKU023,2024-10-01,2024-10-01
GT,2605824,5645952,0,135720,184,LE1,SKU023,2024-10-01,2024-10-01
EC,2357268,5107415,0,122774,184,LE1,SKU023,2024-10-01,2024-10-01
CV,2772403,6006874,0,144396,202,LE1,SKU023,2024-10-01,2024-10-01
FS,2401229,5202662,0,125064,172,LE1,SKU023,2024-10-01,2024-10-01
MT,3372884,6945944,0,166970,209,LE1,SKU024,2024-10-01,2024-10-01
GT,3321162,6839430,0,164409,201,LE1,SKU024,2024-10-01,2024-10-01
EC,3273187,6740632,0,162034,219,LE1,SKU024,2024-10-01,2024-10-01
CV,3151205,6489428,0,155996,197,LE1,SKU024,2024-10-01,2024-10-01
FS,3062192,6306120,0,151589,188,LE1,SKU024,2024-10-01,2024-10-01
MT,3691352,7243408,0,174120,198,LE1,SKU025,2024-10-01,2024-10-01
GT,3123754,6129630,0,147347,164,LE1,SKU025,2024-10-01,2024-10-01
EC,3190414,6260436,0,150491,186,LE1,SKU025,2024-10-01,2024-10-01
CV,3398768,6669281,0,160319,184,LE1,SKU025,2024-10-01,2024-10-01
FS,4208722,8258624,0,198525,224,LE1,SKU025,2024-10-01,2024-10-01
MT,3473072,8399988,0,201923,211,LE1,SKU026,2024-10-01,2024-10-01
GT,2957809,7153770,0,171966,176,LE1,SKU026,2024-10-01,2024-10-01
EC,3497725,8459615,0,203356,230,LE1,SKU026,2024-10-01,2024-10-01
CV,3333086,8061418,0,193784,205,LE1,SKU026,2024-10-01,2024-10-01
FS,3562346,8615906,0,207113,214,LE1,SKU026,2024-10-01,2024-10-01
MT,4017618,9183127,0,220748,213,LE1,SKU027,2024-10-01,2024-10-01
GT,3877282,8862360,0,213038,201,LE1,SKU027,2024-10-01,2024-10-01
EC,3784353,8649950,0,207932,217,LE1,SKU027,2024-10-01,2024-10-01
CV,3461299,7911540,0,190181,186,LE1,SKU027,2024-10-01,2024-10-01
FS,4483834,10248763,0,246364,235,LE1,SKU027,2024-10-01,2024-10-01
MT,2079302,4505155,0,108297,267,LE1,SKU028,2024-10-01,2024-10-01
GT,1667952,3613896,0,86872,210,LE1,SKU028,2024-10-01,2024-10-01
EC,1242138,2691300,0,64695,173,LE1,SKU028,2024-10-01,2024-10-01
CV,1461499,3166582,0,76120,190,LE1,SKU028,2024-10-01,2024-10-01
FS,1834272,3974256,0,95535,233,LE1,SKU028,2024-10-01,2024-10-01
MT,2208680,4548359,0,109336,226,LE1,SKU029,2024-10-01,2024-10-01
GT,2466666,5079632,0,122107,247,LE1,SKU029,2024-10-01,2024-10-01
EC,2020696,4161241,0,100030,224,LE1,SKU029,2024-10-01,2024-10-01
CV,2093205,4310561,0,103619,216,LE1,SKU029,2024-10-01,2024-10-01
FS,2430889,5005957,0,120336,246,LE1,SKU029,2024-10-01,2024-10-01
MT,2809132,5512260,0,132506,235,LE1,SKU030,2024-10-01,2024-10-01
GT,2984231,5855850,0,140766,245,LE1,SKU030,2024-10-01,2024-10-01
EC,2103570,4127760,0,99225,191,LE1,SKU030,2024-10-01,2024-10-01
CV,2842324,5577390,0,134072,241,LE1,SKU030,2024-10-01,2024-10-01
FS,2851334,5595070,0,134497,236,LE1,SKU030,2024-10-01,2024-10-01
MT,2949288,7133162,0,171470,267,LE1,SKU031,2024-10-01,2024-10-01
GT,3692125,8929792,0,214658,328,LE1,SKU031,2024-10-01,2024-10-01
EC,2777890,6718617,0,161505,272,LE1,SKU031,2024-10-01,2024-10-01
CV,3011054,7282548,0,175061,276,LE1,SKU031,2024-10-01,2024-10-01
FS,2637215,6378379,0,153326,236,LE1,SKU031,2024-10-01,2024-10-01
MT,3351057,7659558,0,184124,255,LE1,SKU032,2024-10-01,2024-10-01
GT,3037944,6943872,0,166920,227,LE1,SKU032,2024-10-01,2024-10-01
EC,3030693,6927299,0,166522,250,LE1,SKU032,2024-10-01,2024-10-01
CV,3027024,6918912,0,166320,233,LE1,SKU032,2024-10-01,2024-10-01
FS,3414247,7803994,0,187596,258,LE1,SKU032,2024-10-01,2024-10-01
MT,3547558,7686375,0,184769,231,LE1,SKU033,2024-10-01,2024-10-01
GT,4020588,8711274,0,209406,257,LE1,SKU033,2024-10-01,2024-10-01
EC,3802408,8238550,0,198042,268,LE1,SKU033,2024-10-01,2024-10-01
CV,4830840,10466820,0,251606,318,LE1,SKU033,2024-10-01,2024-10-01
FS,3436712,7446210,0,178995,222,LE1,SKU033,2024-10-01,2024-10-01
MT,2068960,4260828,0,102424,117,LE1,SKU034,2024-10-01,2024-10-01
GT,2419531,4982796,0,119779,134,LE1,SKU034,2024-10-01,2024-10-01
EC,1754470,3613166,0,86855,107,LE1,SKU034,2024-10-01,2024-10-01
CV,2214801,4561175,0,109644,126,LE1,SKU034,2024-10-01,2024-10-01
FS,2451732,5049112,0,121373,137,LE1,SKU034,2024-10-01,2024-10-01
MT,2796479,5487430,0,131909,138,LE1,SKU035,2024-10-01,2024-10-01
GT,2371882,4654260,0,111881,114,LE1,SKU035,2024-10-01,2024-10-01
EC,2364179,4639144,0,111518,126,LE1,SKU035,2024-10-01,2024-10-01
CV,2958771,5805890,0,139565,147,LE1,SKU035,2024-10-01,2024-10-01
FS,2673605,5246318,0,126113,130,LE1,SKU035,2024-10-01,2024-10-01
MT,2984604,7218578,0,173524,167,LE1,SKU036,2024-10-01,2024-10-01
GT,2738541,6623448,0,159218,151,LE1,SKU036,2024-10-01,2024-10-01
EC,2965813,7173130,0,172431,180,LE1,SKU036,2024-10-01,2024-10-01
CV,2392589,5786726,0,139104,136,LE1,SKU036,2024-10-01,2024-10-01
FS,2328699,5632203,0,135390,129,LE1,SKU036,2024-10-01,2024-10-01
MT,1175280,2842538,0,68330,169,LE1,SKU001,2024-11-01,2024-11-01
GT,958406,2318004,0,55721,135,LE1,SKU001,2024-11-01,2024-11-01
EC,996695,2410612,0,57947,155,LE1,SKU001,2024-11-01,2024-11-01
CV,914288,2211300,0,53156,132,LE1,SKU001,2024-11-01,2024-11-01
FS,1336969,3233599,0,77731,190,LE1,SKU001,2024-11-01,2024-11-01
MT,1728235,3950452,0,94963,196,LE1,SKU002,2024-11-01,2024-11-01
GT,1335243,3052140,0,73369,148,LE1,SKU002,2024-11-01,2024-11-01
EC,1294159,2958228,0,71111,159,LE1,SKU002,2024-11-01,2024-11-01
CV,1488282,3401962,0,81778,171,LE1,SKU002,2024-11-01,2024-11-01
FS,1463143,3344498,0,80397,164,LE1,SKU002,2024-11-01,2024-11-01
MT,2165940,4692870,0,112809,200,LE1,SKU003,2024-11-01,2024-11-01
GT,1942200,4208100,0,101156,176,LE1,SKU003,2024-11-01,2024-11-01
EC,1756944,3806712,0,91508,176,LE1,SKU003,2024-11-01,2024-11-01
CV,1848420,4004910,0,96272,173,LE1,SKU003,2024-11-01,2024-11-01
FS,1760160,3813680,0,91675,161,LE1,SKU003,2024-11-01,2024-11-01
MT,2721383,5604628,0,134727,210,LE1,SKU004,2024-11-01,2024-11-01
GT,2652086,5461912,0,131296,200,LE1,SKU004,2024-11-01,2024-11-01
EC,2348343,4836359,0,116259,196,LE1,SKU004,2024-11-01,2024-11-01
CV,2570483,5293853,0,127256,200,LE1,SKU004,2024-11-01,2024-11-01
FS,2291566,4719430,0,113448,175,LE1,SKU004,2024-11-01,2024-11-01
MT,3028802,5943309,0,142868,198,LE1,SKU005,2024-11-01,2024-11-01
GT,3042624,5970432,0,143520,195,LE1,SKU005,2024-11-01,2024-11-01
EC,2318602,4549709,0,109368,164,LE1,SKU005,2024-11-01,2024-11-01
CV,2997086,5881075,0,141372,198,LE1,SKU005,2024-11-01,2024-11-01
FS,2880486,5652275,0,135872,187,LE1,SKU005,2024-11-01,2024-11-01
MT,2842725,6875428,0,165275,207,LE1,SKU006,2024-11-01,2024-11-01
GT,2976675,7199400,0,173062,212,LE1,SKU006,2024-11-01,2024-11-01
EC,2840847,6870886,0,165166,224,LE1,SKU006,2024-11-01,2024-11-01
CV,3202444,7745447,0,186189,235,LE1,SKU006,2024-11-01,2024-11-01
FS,2769376,6698026,0,161010,199,LE1,SKU006,2024-11-01,2024-11-01
MT,3406241,7785695,0,187156,213,LE1,SKU007,2024-11-01,2024-11-01
GT,3218056,7355556,0,176816,197,LE1,SKU007,2024-11-01,2024-11-01
EC,3208473,7333654,0,176290,217,LE1,SKU007,2024-11-01,2024-11-01
CV,2968117,6784268,0,163083,188,LE1,SKU007,2024-11-01,2024-11-01
FS,4006998,9158854,0,220165,248,LE1,SKU007,2024-11-01,2024-11-01
MT,4558788,9877374,0,237437,248,LE1,SKU008,2024-11-01,2024-11-01
GT,4077450,8834476,0,212367,217,LE1,SKU008,2024-11-01,2024-11-01
EC,3778488,8186724,0,196796,223,LE1,SKU008,2024-11-01,2024-11-01
CV,4048380,8771490,0,210853,223,LE1,SKU008,2024-11-01,2024-11-01
FS,4212804,9127742,0,219417,227,LE1,SKU008,2024-11-01,2024-11-01
MT,4570038,9411563,0,226240,218,LE1,SKU009,2024-11-01,2024-11-01
GT,4507201,9282156,0,223129,211,LE1,SKU009,2024-11-01,2024-11-01
EC,4159239,8565561,0,205903,215,LE1,SKU009,2024-11-01,2024-11-01
CV,4829517,9945936,0,239085,233,LE1,SKU009,2024-11-01,2024-11-01
FS,3743631,7709655,0,185328,177,LE1,SKU009,2024-11-01,2024-11-01
MT,2241232,4397890,0,105718,261,LE1,SKU010,2024-11-01,2024-11-01
GT,2083536,4088448,0,98280,237,LE1,SKU010,2024-11-01,2024-11-01
EC,2086741,4094738,0,98431,263,LE1,SKU010,2024-11-01,2024-11-01
CV,2253825,4422600,0,106312,265,LE1,SKU010,2024-11-01,2024-11-01
FS,2209464,4335552,0,104220,254,LE1,SKU010,2024-11-01,2024-11-01
MT,2004178,4847313,0,116522,241,LE1,SKU011,2024-11-01,2024-11-01
GT,1757706,4251196,0,102192,207,LE1,SKU011,2024-11-01,2024-11-01
EC,1720513,4161241,0,100030,224,LE1,SKU011,2024-11-01,2024-11-01
CV,2035610,4923336,0,118349,247,LE1,SKU011,2024-11-01,2024-11-01
FS,2266042,5480660,0,131747,269,LE1,SKU011,2024-11-01,2024-11-01
MT,2737508,6257160,0,150412,267,LE1,SKU012,2024-11-01,2024-11-01
GT,2340122,5348850,0,128578,224,LE1,SKU012,2024-11-01,2024-11-01
EC,2799137,6398028,0,153799,296,LE1,SKU012,2024-11-01,2024-11-01
CV,2966828,6781320,0,163012,293,LE1,SKU012,2024-11-01,2024-11-01
FS,2963756,6774300,0,162844,286,LE1,SKU012,2024-11-01,2024-11-01
MT,3984642,8633392,0,207533,323,LE1,SKU013,2024-11-01,2024-11-01
GT,4214808,9132084,0,219521,335,LE1,SKU013,2024-11-01,2024-11-01
EC,3233624,7006185,0,168418,284,LE1,SKU013,2024-11-01,2024-11-01
CV,3968773,8599008,0,206707,325,LE1,SKU013,2024-11-01,2024-11-01
FS,3326702,7207855,0,173266,267,LE1,SKU013,2024-11-01,2024-11-01
MT,4166856,8581248,0,206280,286,LE1,SKU014,2024-11-01,2024-11-01
GT,4317144,8890752,0,213720,290,LE1,SKU014,2024-11-01,2024-11-01
EC,3990874,8218829,0,197568,297,LE1,SKU014,2024-11-01,2024-11-01
CV,3787258,7799501,0,187488,263,LE1,SKU014,2024-11-01,2024-11-01
FS,3789439,7803994,0,187596,258,LE1,SKU014,2024-11-01,2024-11-01
MT,5103004,10013442,0,240708,301,LE1,SKU015,2024-11-01,2024-11-01
GT,5466698,10727106,0,257863,316,LE1,SKU015,2024-11-01,2024-11-01
EC,4347845,8531621,0,205087,278,LE1,SKU015,2024-11-01,2024-11-01
CV,5725216,11234387,0,270057,341,LE1,SKU015,2024-11-01,2024-11-01
FS,4847779,9512623,0,228669,283,LE1,SKU015,2024-11-01,2024-11-01
