channel_id,commission,cost_version,freight,listing_fee,month,payment_fee,rebate,sku_id,trade_spend,writeoff
GT,182703,v1.0.0,87697,0,2024-08-01,0,0,SKU031,146162,0
EC,559801,v1.0.0,79031,0,2024-08-01,329295,0,SKU031,131718,0
CV,235659,v1.0.0,80798,0,2024-08-01,67331,0,SKU031,134662,0
FS,125961,v1.0.0,75577,0,2024-08-01,0,0,SKU031,125961,0
MT,348384,v1.0.0,104515,0,2024-08-01,156773,0,SKU032,391932,0
GT,207480,v1.0.0,99590,0,2024-08-01,0,0,SKU032,165984,0
EC,530188,v1.0.0,74850,0,2024-08-01,311875,0,SKU032,124750,0
CV,254016,v1.0.0,87091,0,2024-08-01,72576,0,SKU032,145152,0
FS,131549,v1.0.0,78929,0,2024-08-01,0,0,SKU032,131549,0
MT,366147,v1.0.0,109844,0,2024-08-01,164766,0,SKU033,411915,0
GT,248345,v1.0.0,119205,0,2024-08-01,0,0,SKU033,198676,0
EC,601484,v1.0.0,84915,0,2024-08-01,353814,0,SKU033,141526,0
CV,368687,v1.0.0,126407,0,2024-08-01,105339,0,SKU033,210678,0
FS,166491,v1.0.0,99895,0,2024-08-01,0,0,SKU033,166491,0
MT,186225,v1.0.0,55868,0,2024-08-01,83801,0,SKU034,209503,0
GT,106470,v1.0.0,51106,0,2024-08-01,0,0,SKU034,85176,0
EC,385946,v1.0.0,54486,0,2024-08-01,227027,0,SKU034,90811,0
CV,114803,v1.0.0,39361,0,2024-08-01,32801,0,SKU034,65602,0
FS,127959,v1.0.0,76775,0,2024-08-01,0,0,SKU034,127959,0
MT,259760,v1.0.0,77928,0,2024-08-01,116892,0,SKU035,292230,0
GT,147103,v1.0.0,70610,0,2024-08-01,0,0,SKU035,117682,0
EC,462003,v1.0.0,65224,0,2024-08-01,271766,0,SKU035,108706,0
CV,257241,v1.0.0,88197,0,2024-08-01,73497,0,SKU035,146995,0
FS,120577,v1.0.0,72346,0,2024-08-01,0,0,SKU035,120577,0
MT,282909,v1.0.0,84873,0,2024-08-01,127309,0,SKU036,318273,0
GT,169309,v1.0.0,81268,0,2024-08-01,0,0,SKU036,135447,0
EC,541433,v1.0.0,76438,0,2024-08-01,318490,0,SKU036,127396,0
CV,200831,v1.0.0,68856,0,2024-08-01,57380,0,SKU036,114761,0
FS,159804,v1.0.0,95882,0,2024-08-01,0,0,SKU036,159804,0
MT,113454,v1.0.0,34036,0,2024-09-01,51054,0,SKU001,127636,0
GT,70639,v1.0.0,33907,0,2024-09-01,0,0,SKU001,56511,0
EC,204598,v1.0.0,28884,0,2024-09-01,120352,0,SKU001,48141,0
CV,76800,v1.0.0,26331,0,2024-09-01,21943,0,SKU001,43886,0
FS,50373,v1.0.0,30224,0,2024-09-01,0,0,SKU001,50373,0
MT,133872,v1.0.0,40162,0,2024-09-01,60242,0,SKU002,150606,0
GT,67080,v1.0.0,32198,0,2024-09-01,0,0,SKU002,53664,0
EC,272403,v1.0.0,38457,0,2024-09-01,160237,0,SKU002,64095,0
CV,88889,v1.0.0,30476,0,2024-09-01,25397,0,SKU002,50794,0
FS,61828,v1.0.0,37097,0,2024-09-01,0,0,SKU002,61828,0
MT,169035,v1.0.0,50710,0,2024-09-01,76066,0,SKU003,190164,0
GT,106641,v1.0.0,51188,0,2024-09-01,0,0,SKU003,85312,0
EC,314874,v1.0.0,44453,0,2024-09-01,185220,0,SKU003,74088,0
CV,112455,v1.0.0,38556,0,2024-09-01,32130,0,SKU003,64260,0
FS,82025,v1.0.0,49215,0,2024-09-01,0,0,SKU003,82025,0
MT,174192,v1.0.0,52258,0,2024-09-01,78386,0,SKU004,195966,0
GT,152137,v1.0.0,73026,0,2024-09-01,0,0,SKU004,121709,0
EC,376050,v1.0.0,53089,0,2024-09-01,221206,0,SKU004,88482,0
CV,153650,v1.0.0,52680,0,2024-09-01,43900,0,SKU004,87800,0
FS,92958,v1.0.0,55775,0,2024-09-01,0,0,SKU004,92958,0
MT,163802,v1.0.0,49140,0,2024-09-01,73711,0,SKU005,184277,0
GT,108420,v1.0.0,52042,0,2024-09-01,0,0,SKU005,86736,0
EC,403343,v1.0.0,56943,0,2024-09-01,237261,0,SKU005,94904,0
CV,174636,v1.0.0,59875,0,2024-09-01,49896,0,SKU005,99792,0
FS,122285,v1.0.0,73371,0,2024-09-01,0,0,SKU005,122285,0
MT,245454,v1.0.0,73636,0,2024-09-01,110454,0,SKU006,276136,0
GT,134989,v1.0.0,64795,0,2024-09-01,0,0,SKU006,107991,0
EC,518980,v1.0.0,73268,0,2024-09-01,305282,0,SKU006,122113,0
CV,236007,v1.0.0,80917,0,2024-09-01,67430,0,SKU006,134861,0
FS,133604,v1.0.0,80163,0,2024-09-01,0,0,SKU006,133604,0
MT,271144,v1.0.0,81343,0,2024-09-01,122015,0,SKU007,305037,0
GT,209138,v1.0.0,100386,0,2024-09-01,0,0,SKU007,167310,0
EC,637395,v1.0.0,89985,0,2024-09-01,374938,0,SKU007,149975,0
CV,270884,v1.0.0,92875,0,2024-09-01,77396,0,SKU007,154791,0
FS,162583,v1.0.0,97550,0,2024-09-01,0,0,SKU007,162583,0
MT,303594,v1.0.0,91078,0,2024-09-01,136618,0,SKU008,341544,0
GT,218583,v1.0.0,104920,0,2024-09-01,0,0,SKU008,174866,0
EC,528913,v1.0.0,74670,0,2024-09-01,311126,0,SKU008,124450,0
CV,229127,v1.0.0,78558,0,2024-09-01,65465,0,SKU008,130930,0
FS,162410,v1.0.0,97446,0,2024-09-01,0,0,SKU008,162410,0
MT,404156,v1.0.0,121247,0,2024-09-01,181870,0,SKU009,454676,0
GT,234341,v1.0.0,112484,0,2024-09-01,0,0,SKU009,187473,0
EC,613456,v1.0.0,86605,0,2024-09-01,360856,0,SKU009,144342,0
CV,266254,v1.0.0,91287,0,2024-09-01,76072,0,SKU009,152145,0
FS,110975,v1.0.0,66585,0,2024-09-01,0,0,SKU009,110975,0
MT,169150,v1.0.0,50745,0,2024-09-01,76117,0,SKU010,190293,0
GT,93454,v1.0.0,44858,0,2024-09-01,0,0,SKU010,74763,0
EC,236156,v1.0.0,33340,0,2024-09-01,138915,0,SKU010,55566,0
CV,132168,v1.0.0,45315,0,2024-09-01,37762,0,SKU010,75524,0
FS,81986,v1.0.0,49192,0,2024-09-01,0,0,SKU010,81986,0
MT,192184,v1.0.0,57655,0,2024-09-01,86483,0,SKU011,216207,0
GT,114770,v1.0.0,55089,0,2024-09-01,0,0,SKU011,91816,0
EC,357832,v1.0.0,50517,0,2024-09-01,210489,0,SKU011,84196,0
CV,128000,v1.0.0,43886,0,2024-09-01,36572,0,SKU011,73143,0
FS,95853,v1.0.0,57512,0,2024-09-01,0,0,SKU011,95853,0
MT,233020,v1.0.0,69906,0,2024-09-01,104859,0,SKU012,262148,0
GT,127969,v1.0.0,61425,0,2024-09-01,0,0,SKU012,102375,0
EC,502299,v1.0.0,70913,0,2024-09-01,295470,0,SKU012,118188,0
CV,185220,v1.0.0,63504,0,2024-09-01,52920,0,SKU012,105840,0
FS,123038,v1.0.0,73822,0,2024-09-01,0,0,SKU012,123038,0
MT,276530,v1.0.0,82959,0,2024-09-01,124438,0,SKU013,311096,0
GT,162557,v1.0.0,78027,0,2024-09-01,0,0,SKU013,130046,0
EC,522805,v1.0.0,73808,0,2024-09-01,307532,0,SKU013,123013,0
CV,267709,v1.0.0,91786,0,2024-09-01,76488,0,SKU013,152977,0
FS,141363,v1.0.0,84818,0,2024-09-01,0,0,SKU013,141363,0
MT,311712,v1.0.0,93514,0,2024-09-01,140270,0,SKU014,350676,0
GT,173940,v1.0.0,83491,0,2024-09-01,0,0,SKU014,139152,0
EC,642943,v1.0.0,90768,0,2024-09-01,378202,0,SKU014,151281,0
CV,277301,v1.0.0,95075,0,2024-09-01,79229,0,SKU014,158458,0
FS,159341,v1.0.0,95604,0,2024-09-01,0,0,SKU014,159341,0
MT,366147,v1.0.0,109844,0,2024-09-01,164766,0,SKU015,411915,0
GT,211136,v1.0.0,101345,0,2024-09-01,0,0,SKU015,168909,0
EC,689312,v1.0.0,97315,0,2024-09-01,405477,0,SKU015,162191,0
CV,281799,v1.0.0,96617,0,2024-09-01,80514,0,SKU015,161028,0
FS,176769,v1.0.0,106061,0,2024-09-01,0,0,SKU015,176769,0
MT,347123,v1.0.0,104137,0,2024-09-01,156206,0,SKU016,390514,0
GT,252866,v1.0.0,121376,0,2024-09-01,0,0,SKU016,202293,0
EC,812825,v1.0.0,114752,0,2024-09-01,478132,0,SKU016,191253,0
CV,274754,v1.0.0,94201,0,2024-09-01,78501,0,SKU016,157002,0
FS,202476,v1.0.0,121486,0,2024-09-01,0,0,SKU016,202476,0
MT,251642,v1.0.0,75493,0,2024-09-01,113239,0,SKU017,283098,0
GT,164714,v1.0.0,79063,0,2024-09-01,0,0,SKU017,131771,0
EC,504601,v1.0.0,71238,0,2024-09-01,296824,0,SKU017,118730,0
CV,174305,v1.0.0,59762,0,2024-09-01,49802,0,SKU017,99603,0
FS,100891,v1.0.0,60534,0,2024-09-01,0,0,SKU017,100891,0
MT,233708,v1.0.0,70112,0,2024-09-01,105168,0,SKU018,262921,0
GT,163702,v1.0.0,78577,0,2024-09-01,0,0,SKU018,130962,0
EC,569022,v1.0.0,80333,0,2024-09-01,334719,0,SKU018,133888,0
CV,229739,v1.0.0,78768,0,2024-09-01,65640,0,SKU018,131279,0
FS,112751,v1.0.0,67650,0,2024-09-01,0,0,SKU018,112751,0
MT,121705,v1.0.0,36512,0,2024-09-01,54767,0,SKU019,136918,0
GT,67129,v1.0.0,32222,0,2024-09-01,0,0,SKU019,53703,0
EC,186225,v1.0.0,26291,0,2024-09-01,109544,0,SKU019,43818,0
CV,93470,v1.0.0,32047,0,2024-09-01,26706,0,SKU019,53411,0
FS,63227,v1.0.0,37936,0,2024-09-01,0,0,SKU019,63227,0
MT,158511,v1.0.0,47553,0,2024-09-01,71330,0,SKU020,178325,0
GT,81230,v1.0.0,38990,0,2024-09-01,0,0,SKU020,64984,0
EC,294969,v1.0.0,41643,0,2024-09-01,173511,0,SKU020,69405,0
CV,130134,v1.0.0,44617,0,2024-09-01,37181,0,SKU020,74362,0
FS,65977,v1.0.0,39586,0,2024-09-01,0,0,SKU020,65977,0
MT,133700,v1.0.0,40110,0,2024-09-01,60165,0,SKU021,150412,0
GT,85312,v1.0.0,40950,0,2024-09-01,0,0,SKU021,68250,0
EC,341840,v1.0.0,48260,0,2024-09-01,201082,0,SKU021,80433,0
CV,142222,v1.0.0,48762,0,2024-09-01,40635,0,SKU021,81270,0
FS,79612,v1.0.0,47768,0,2024-09-01,0,0,SKU021,79612,0
MT,189434,v1.0.0,56830,0,2024-09-01,85245,0,SKU022,213113,0
GT,101424,v1.0.0,48684,0,2024-09-01,0,0,SKU022,81140,0
EC,350410,v1.0.0,49470,0,2024-09-01,206123,0,SKU022,82449,0
CV,169675,v1.0.0,58174,0,2024-09-01,48478,0,SKU022,96957,0
FS,104510,v1.0.0,62706,0,2024-09-01,0,0,SKU022,104510,0
MT,268928,v1.0.0,80678,0,2024-09-01,121018,0,SKU023,302544,0
GT,130260,v1.0.0,62525,0,2024-09-01,0,0,SKU023,104208,0
EC,496601,v1.0.0,70108,0,2024-09-01,292118,0,SKU023,116847,0
CV,170402,v1.0.0,58424,0,2024-09-01,48686,0,SKU023,97373,0
FS,110550,v1.0.0,66330,0,2024-09-01,0,0,SKU023,110550,0
MT,299698,v1.0.0,89909,0,2024-09-01,134864,0,SKU024,337160,0
GT,174793,v1.0.0,83901,0,2024-09-01,0,0,SKU024,139834,0
EC,513657,v1.0.0,72516,0,2024-09-01,302151,0,SKU024,120860,0
CV,218394,v1.0.0,74878,0,2024-09-01,62398,0,SKU024,124797,0
FS,113735,v1.0.0,68241,0,2024-09-01,0,0,SKU024,113735,0
MT,314348,v1.0.0,94304,0,2024-09-01,141457,0,SKU025,353641,0
GT,247162,v1.0.0,118638,0,2024-09-01,0,0,SKU025,197730,0
EC,629830,v1.0.0,88917,0,2024-09-01,370488,0,SKU025,148195,0
CV,208968,v1.0.0,71646,0,2024-09-01,59705,0,SKU025,119410,0
FS,173874,v1.0.0,104324,0,2024-09-01,0,0,SKU025,173874,0
MT,293854,v1.0.0,88156,0,2024-09-01,132234,0,SKU026,330585,0
GT,253805,v1.0.0,121826,0,2024-09-01,0,0,SKU026,203044,0
EC,675480,v1.0.0,95362,0,2024-09-01,397341,0,SKU026,158936,0
CV,286760,v1.0.0,98318,0,2024-09-01,81932,0,SKU026,163863,0
FS,194399,v1.0.0,116640,0,2024-09-01,0,0,SKU026,194399,0
MT,384827,v1.0.0,115448,0,2024-09-01,173172,0,SKU027,432930,0
GT,210795,v1.0.0,101182,0,2024-09-01,0,0,SKU027,168636,0
EC,655238,v1.0.0,92504,0,2024-09-01,385434,0,SKU027,154174,0
CV,293640,v1.0.0,100677,0,2024-09-01,83897,0,SKU027,167794,0
FS,197979,v1.0.0,118788,0,2024-09-01,0,0,SKU027,197979,0
MT,174650,v1.0.0,52395,0,2024-09-01,78593,0,SKU028,196482,0
GT,101790,v1.0.0,48859,0,2024-09-01,0,0,SKU028,81432,0
EC,237505,v1.0.0,33530,0,2024-09-01,139709,0,SKU028,55884,0
CV,152410,v1.0.0,52255,0,2024-09-01,43546,0,SKU028,87091,0
FS,69827,v1.0.0,41896,0,2024-09-01,0,0,SKU028,69827,0
MT,194648,v1.0.0,58394,0,2024-09-01,87592,0,SKU029,218979,0
GT,120010,v1.0.0,57605,0,2024-09-01,0,0,SKU029,96008,0
EC,384718,v1.0.0,54313,0,2024-09-01,226305,0,SKU029,90522,0
CV,182045,v1.0.0,62415,0,2024-09-01,52013,0,SKU029,104026,0
FS,88799,v1.0.0,53280,0,2024-09-01,0,0,SKU029,88799,0
MT,298915,v1.0.0,89674,0,2024-09-01,134512,0,SKU030,336279,0
GT,138328,v1.0.0,66398,0,2024-09-01,0,0,SKU030,110662,0
EC,412335,v1.0.0,58212,0,2024-09-01,242550,0,SKU030,97020,0
CV,185220,v1.0.0,63504,0,2024-09-01,52920,0,SKU030,105840,0
FS,135100,v1.0.0,81060,0,2024-09-01,0,0,SKU030,135100,0
MT,275441,v1.0.0,82632,0,2024-09-01,123949,0,SKU031,309871,0
GT,191734,v1.0.0,92032,0,2024-09-01,0,0,SKU031,153387,0
EC,587577,v1.0.0,82952,0,2024-09-01,345634,0,SKU031,138254,0
CV,229061,v1.0.0,78535,0,2024-09-01,65446,0,SKU031,130892,0
FS,160615,v1.0.0,96369,0,2024-09-01,0,0,SKU031,160615,0
MT,355718,v1.0.0,106716,0,2024-09-01,160073,0,SKU032,400183,0
GT,229320,v1.0.0,110074,0,2024-09-01,0,0,SKU032,183456,0
EC,630948,v1.0.0,89075,0,2024-09-01,371146,0,SKU032,148458,0
CV,338688,v1.0.0,116122,0,2024-09-01,96768,0,SKU032,193536,0
FS,174781,v1.0.0,104868,0,2024-09-01,0,0,SKU032,174781,0
MT,391913,v1.0.0,117574,0,2024-09-01,176361,0,SKU033,440902,0
GT,275169,v1.0.0,132081,0,2024-09-01,0,0,SKU033,220136,0
EC,669191,v1.0.0,94474,0,2024-09-01,393642,0,SKU033,157457,0
CV,340507,v1.0.0,116745,0,2024-09-01,97288,0,SKU033,194576,0
FS,204860,v1.0.0,122916,0,2024-09-01,0,0,SKU033,204860,0
MT,172817,v1.0.0,51845,0,2024-09-01,77768,0,SKU034,194419,0
GT,154001,v1.0.0,73921,0,2024-09-01,0,0,SKU034,123201,0
EC,473660,v1.0.0,66870,0,2024-09-01,278624,0,SKU034,111450,0
CV,152211,v1.0.0,52187,0,2024-09-01,43489,0,SKU034,86978,0
FS,100109,v1.0.0,60065,0,2024-09-01,0,0,SKU034,100109,0
MT,250019,v1.0.0,75006,0,2024-09-01,112509,0,SKU035,281271,0
GT,152283,v1.0.0,73096,0,2024-09-01,0,0,SKU035,121826,0
EC,465189,v1.0.0,65674,0,2024-09-01,273640,0,SKU035,109456,0
CV,198202,v1.0.0,67955,0,2024-09-01,56629,0,SKU035,113258,0
FS,131240,v1.0.0,78744,0,2024-09-01,0,0,SKU035,131240,0
MT,251280,v1.0.0,75384,0,2024-09-01,113076,0,SKU036,282690,0
GT,151369,v1.0.0,72657,0,2024-09-01,0,0,SKU036,121095,0
EC,603508,v1.0.0,85201,0,2024-09-01,355005,0,SKU036,142002,0
CV,203874,v1.0.0,69900,0,2024-09-01,58250,0,SKU036,116500,0
FS,121629,v1.0.0,72977,0,2024-09-01,0,0,SKU036,121629,0
MT,68760,v1.0.0,20628,0,2024-10-01,30942,0,SKU001,77355,0
GT,52211,v1.0.0,25061,0,2024-10-01,0,0,SKU001,41769,0
EC,183527,v1.0.0,25910,0,2024-10-01,107957,0,SKU001,43183,0
CV,73823,v1.0.0,25311,0,2024-10-01,21092,0,SKU001,42185,0
FS,50026,v1.0.0,30015,0,2024-10-01,0,0,SKU001,50026,0
MT,105948,v1.0.0,31784,0,2024-10-01,47676,0,SKU002,119191,0
GT,83326,v1.0.0,39996,0,2024-10-01,0,0,SKU002,66661,0
EC,245002,v1.0.0,34589,0,2024-10-01,144119,0,SKU002,57648,0
CV,72533,v1.0.0,24869,0,2024-10-01,20724,0,SKU002,41448,0
FS,56018,v1.0.0,33611,0,2024-10-01,0,0,SKU002,56018,0
MT,144205,v1.0.0,43262,0,2024-10-01,64892,0,SKU003,162231,0
GT,104812,v1.0.0,50310,0,2024-10-01,0,0,SKU003,83850,0
EC,243653,v1.0.0,34398,0,2024-10-01,143325,0,SKU003,57330,0
CV,84341,v1.0.0,28917,0,2024-10-01,24098,0,SKU003,48195,0
FS,70445,v1.0.0,42267,0,2024-10-01,0,0,SKU003,70445,0
MT,146974,v1.0.0,44092,0,2024-10-01,66139,0,SKU004,165346,0
GT,97951,v1.0.0,47016,0,2024-10-01,0,0,SKU004,78361,0
EC,356820,v1.0.0,50375,0,2024-10-01,209894,0,SKU004,83958,0
CV,173445,v1.0.0,59467,0,2024-10-01,49556,0,SKU004,99112,0
FS,85258,v1.0.0,51155,0,2024-10-01,0,0,SKU004,85258,0
MT,179693,v1.0.0,53908,0,2024-10-01,80862,0,SKU005,202154,0
GT,102180,v1.0.0,49046,0,2024-10-01,0,0,SKU005,81744,0
EC,355058,v1.0.0,50126,0,2024-10-01,208858,0,SKU005,83543,0
CV,150293,v1.0.0,51529,0,2024-10-01,42941,0,SKU005,85882,0
FS,98816,v1.0.0,59290,0,2024-10-01,0,0,SKU005,98816,0
MT,230537,v1.0.0,69161,0,2024-10-01,103742,0,SKU006,259354,0
GT,164409,v1.0.0,78916,0,2024-10-01,0,0,SKU006,131528,0
EC,359294,v1.0.0,50724,0,2024-10-01,211349,0,SKU006,84540,0
CV,194911,v1.0.0,66827,0,2024-10-01,55689,0,SKU006,111378,0
FS,95921,v1.0.0,57553,0,2024-10-01,0,0,SKU006,95921,0
MT,239858,v1.0.0,71957,0,2024-10-01,107936,0,SKU007,269840,0
GT,136890,v1.0.0,65707,0,2024-10-01,0,0,SKU007,109512,0
EC,567223,v1.0.0,80079,0,2024-10-01,333661,0,SKU007,133464,0
CV,228317,v1.0.0,78280,0,2024-10-01,65233,0,SKU007,130467,0
FS,136239,v1.0.0,81743,0,2024-10-01,0,0,SKU007,136239,0
MT,241902,v1.0.0,72570,0,2024-10-01,108856,0,SKU008,272139,0
GT,169894,v1.0.0,81549,0,2024-10-01,0,0,SKU008,135915,0
EC,563962,v1.0.0,79618,0,2024-10-01,331742,0,SKU008,132697,0
CV,257241,v1.0.0,88197,0,2024-10-01,73497,0,SKU008,146995,0
FS,133701,v1.0.0,80220,0,2024-10-01,0,0,SKU008,133701,0
MT,393613,v1.0.0,118084,0,2024-10-01,177126,0,SKU009,442814,0
GT,204068,v1.0.0,97952,0,2024-10-01,0,0,SKU009,163254,0
EC,813874,v1.0.0,114900,0,2024-10-01,478750,0,SKU009,191500,0
CV,272340,v1.0.0,93374,0,2024-10-01,77811,0,SKU009,155623,0
FS,154477,v1.0.0,92686,0,2024-10-01,0,0,SKU009,154477,0
MT,149209,v1.0.0,44763,0,2024-10-01,67144,0,SKU010,167860,0
GT,78975,v1.0.0,37908,0,2024-10-01,0,0,SKU010,63180,0
EC,279338,v1.0.0,39436,0,2024-10-01,164317,0,SKU010,65727,0
CV,132763,v1.0.0,45519,0,2024-10-01,37932,0,SKU010,75865,0
FS,81986,v1.0.0,49192,0,2024-10-01,0,0,SKU010,81986,0
MT,179043,v1.0.0,53713,0,2024-10-01,80570,0,SKU011,201424,0
GT,96428,v1.0.0,46285,0,2024-10-01,0,0,SKU011,77142,0
EC,328818,v1.0.0,46421,0,2024-10-01,193423,0,SKU011,77369,0
CV,126578,v1.0.0,43398,0,2024-10-01,36165,0,SKU011,72330,0
FS,85480,v1.0.0,51288,0,2024-10-01,0,0,SKU011,85480,0
MT,196730,v1.0.0,59019,0,2024-10-01,88528,0,SKU012,221321,0
GT,120047,v1.0.0,57622,0,2024-10-01,0,0,SKU012,96038,0
EC,316748,v1.0.0,44717,0,2024-10-01,186322,0,SKU012,74529,0
CV,176951,v1.0.0,60669,0,2024-10-01,50558,0,SKU012,101115,0
FS,106632,v1.0.0,63980,0,2024-10-01,0,0,SKU012,106632,0
MT,213385,v1.0.0,64016,0,2024-10-01,96023,0,SKU013,240058,0
GT,137548,v1.0.0,66023,0,2024-10-01,0,0,SKU013,110038,0
EC,549118,v1.0.0,77523,0,2024-10-01,323010,0,SKU013,129204,0
CV,189470,v1.0.0,64961,0,2024-10-01,54134,0,SKU013,108269,0
FS,118261,v1.0.0,70956,0,2024-10-01,0,0,SKU013,118261,0
MT,305600,v1.0.0,91680,0,2024-10-01,137520,0,SKU014,343800,0
GT,163800,v1.0.0,78624,0,2024-10-01,0,0,SKU014,131040,0
EC,554178,v1.0.0,78237,0,2024-10-01,325987,0,SKU014,130395,0
CV,208505,v1.0.0,71487,0,2024-10-01,59573,0,SKU014,119146,0
FS,131549,v1.0.0,78929,0,2024-10-01,0,0,SKU014,131549,0
MT,326820,v1.0.0,98046,0,2024-10-01,147069,0,SKU015,367673,0
GT,180850,v1.0.0,86808,0,2024-10-01,0,0,SKU015,144680,0
EC,561563,v1.0.0,79279,0,2024-10-01,330331,0,SKU015,132132,0
CV,284147,v1.0.0,97422,0,2024-10-01,81185,0,SKU015,162370,0
FS,191842,v1.0.0,115105,0,2024-10-01,0,0,SKU015,191842,0
MT,403736,v1.0.0,121121,0,2024-10-01,181681,0,SKU016,454203,0
GT,237656,v1.0.0,114075,0,2024-10-01,0,0,SKU016,190125,0
EC,502899,v1.0.0,70997,0,2024-10-01,295823,0,SKU016,118329,0
CV,379238,v1.0.0,130024,0,2024-10-01,108354,0,SKU016,216707,0
FS,202476,v1.0.0,121486,0,2024-10-01,0,0,SKU016,202476,0
MT,245148,v1.0.0,73545,0,2024-10-01,110317,0,SKU017,275792,0
GT,121205,v1.0.0,58178,0,2024-10-01,0,0,SKU017,96964,0
EC,436513,v1.0.0,61625,0,2024-10-01,256772,0,SKU017,102709,0
CV,186956,v1.0.0,64099,0,2024-10-01,53416,0,SKU017,106832,0
FS,94329,v1.0.0,56597,0,2024-10-01,0,0,SKU017,94329,0
MT,240736,v1.0.0,72221,0,2024-10-01,108331,0,SKU018,270828,0
GT,161460,v1.0.0,77501,0,2024-10-01,0,0,SKU018,129168,0
EC,444872,v1.0.0,62805,0,2024-10-01,261689,0,SKU018,104676,0
CV,222132,v1.0.0,76159,0,2024-10-01,63466,0,SKU018,126932,0
FS,129619,v1.0.0,77771,0,2024-10-01,0,0,SKU018,129619,0
MT,96264,v1.0.0,28879,0,2024-10-01,43319,0,SKU019,108297,0
GT,63619,v1.0.0,30537,0,2024-10-01,0,0,SKU019,50895,0
EC,176779,v1.0.0,24957,0,2024-10-01,103988,0,SKU019,41595,0
CV,93470,v1.0.0,32047,0,2024-10-01,26706,0,SKU019,53411,0
FS,45509,v1.0.0,27306,0,2024-10-01,0,0,SKU019,45509,0
MT,133872,v1.0.0,40162,0,2024-10-01,60242,0,SKU020,150606,0
GT,83850,v1.0.0,40248,0,2024-10-01,0,0,SKU020,67080,0
EC,264344,v1.0.0,37319,0,2024-10-01,155497,0,SKU020,62199,0
CV,91022,v1.0.0,31208,0,2024-10-01,26006,0,SKU020,52013,0
FS,64732,v1.0.0,38839,0,2024-10-01,0,0,SKU020,64732,0
MT,151845,v1.0.0,45554,0,2024-10-01,68330,0,SKU021,170826,0
GT,80438,v1.0.0,38610,0,2024-10-01,0,0,SKU021,64350,0
EC,266144,v1.0.0,37573,0,2024-10-01,156555,0,SKU021,62622,0
CV,127339,v1.0.0,43659,0,2024-10-01,36382,0,SKU021,72765,0
FS,79612,v1.0.0,47768,0,2024-10-01,0,0,SKU021,79612,0
MT,181813,v1.0.0,54544,0,2024-10-01,81816,0,SKU022,204539,0
GT,91004,v1.0.0,43682,0,2024-10-01,0,0,SKU022,72803,0
EC,326907,v1.0.0,46152,0,2024-10-01,192298,0,SKU022,76919,0
CV,115944,v1.0.0,39752,0,2024-10-01,33127,0,SKU022,66254,0
FS,71506,v1.0.0,42904,0,2024-10-01,0,0,SKU022,71506,0
MT,184582,v1.0.0,55375,0,2024-10-01,83062,0,SKU023,207655,0
GT,135720,v1.0.0,65146,0,2024-10-01,0,0,SKU023,108576,0
EC,417433,v1.0.0,58932,0,2024-10-01,245549,0,SKU023,98220,0
CV,202154,v1.0.0,69310,0,2024-10-01,57758,0,SKU023,115517,0
FS,100051,v1.0.0,60031,0,2024-10-01,0,0,SKU023,100051,0
MT,267152,v1.0.0,80146,0,2024-10-01,120218,0,SKU024,300546,0
GT,164409,v1.0.0,78916,0,2024-10-01,0,0,SKU024,131528,0
EC,550917,v1.0.0,77777,0,2024-10-01,324069,0,SKU024,129628,0
CV,218394,v1.0.0,74878,0,2024-10-01,62398,0,SKU024,124797,0
FS,121272,v1.0.0,72763,0,2024-10-01,0,0,SKU024,121272,0
MT,278593,v1.0.0,83578,0,2024-10-01,125367,0,SKU025,313417,0
GT,147347,v1.0.0,70726,0,2024-10-01,0,0,SKU025,117878,0
EC,511670,v1.0.0,72236,0,2024-10-01,300982,0,SKU025,120393,0
CV,224447,v1.0.0,76953,0,2024-10-01,64128,0,SKU025,128255,0
FS,158820,v1.0.0,95292,0,2024-10-01,0,0,SKU025,158820,0
MT,323076,v1.0.0,96923,0,2024-10-01,145384,0,SKU026,363461,0
GT,171966,v1.0.0,82544,0,2024-10-01,0,0,SKU026,137572,0
EC,691411,v1.0.0,97611,0,2024-10-01,406712,0,SKU026,162685,0
CV,271298,v1.0.0,93016,0,2024-10-01,77514,0,SKU026,155027,0
FS,165690,v1.0.0,99414,0,2024-10-01,0,0,SKU026,165690,0
MT,353197,v1.0.0,105959,0,2024-10-01,158939,0,SKU027,397347,0
GT,213038,v1.0.0,102258,0,2024-10-01,0,0,SKU027,170430,0
EC,706967,v1.0.0,99807,0,2024-10-01,415863,0,SKU027,166345,0
CV,266254,v1.0.0,91287,0,2024-10-01,76072,0,SKU027,152145,0
FS,197092,v1.0.0,118255,0,2024-10-01,0,0,SKU027,197092,0
MT,173275,v1.0.0,51983,0,2024-10-01,77974,0,SKU028,194935,0
GT,86872,v1.0.0,41699,0,2024-10-01,0,0,SKU028,69498,0
EC,219962,v1.0.0,31053,0,2024-10-01,129389,0,SKU028,51756,0
CV,106568,v1.0.0,36537,0,2024-10-01,30448,0,SKU028,60896,0
FS,76428,v1.0.0,45857,0,2024-10-01,0,0,SKU028,76428,0
MT,174937,v1.0.0,52481,0,2024-10-01,78722,0,SKU029,196804,0
GT,122107,v1.0.0,58611,0,2024-10-01,0,0,SKU029,97685,0
EC,340101,v1.0.0,48014,0,2024-10-01,200060,0,SKU029,80024,0
