channel_id,cogs,commission,contribution_margin,customer_id,date,discount,freight,gross_sales,is_intercompany,is_stockout,line_id,month,net_sales,order_id,payment_fee,promo_id,region,returns,sku_id,trade_spend,units
CV,3007750,187701,1942183,CUST024,2024-10-01,283750,64354,5675000,False,False,LINE000003929,2024-10-01,5362875,ORD00003929,53629,,South,28375,SKU030,107258,227
FS,2954750,107598,2145371,CUST001,2024-10-01,167250,64558,5575000,False,False,LINE000003930,2024-10-01,5379875,ORD00003930,0,,North,27875,SKU030,107598,223
MT,3088260,274352,2981787,CUST003,2024-10-01,287280,82306,7182000,False,False,LINE000003931,2024-10-01,6858810,ORD00003931,123459,,South,35910,SKU031,308646,252
GT,3786795,214658,4310122,CUST004,2024-10-01,176130,103036,8806500,False,False,LINE000003932,2024-10-01,8586338,ORD00003932,0,,North,44032,SKU031,171727,309
EC,3149535,549118,2231819,CUST005,2024-10-01,732450,77523,7324500,False,False,LINE000003933,2024-10-01,6460209,ORD00003933,323010,,Central,131841,SKU031,129204,257
CV,3186300,245086,3276962,CUST006,2024-10-01,370500,84029,7410000,False,False,LINE000003934,2024-10-01,7002450,ORD00003934,70024,,South,37050,SKU031,140049,260
FS,2732865,122661,3081273,CUST007,2024-10-01,190665,73597,6355500,False,False,LINE000003935,2024-10-01,6133057,ORD00003935,0,,North,31778,SKU031,122661,223
MT,3508960,294598,3009030,CUST009,2024-10-01,308480,88380,7712000,False,False,LINE000003936,2024-10-01,7364960,ORD00003936,132569,,South,38560,SKU032,331423,241
GT,3115840,166920,3180382,CUST010,2024-10-01,136960,80122,6848000,False,False,LINE000003937,2024-10-01,6676800,ORD00003937,0,,North,34240,SKU032,133536,214
EC,3436160,566173,2112341,CUST011,2024-10-01,755200,79930,7552000,False,False,LINE000003938,2024-10-01,6660864,ORD00003938,333043,,Central,135936,SKU032,133217,236
CV,3203200,232848,2937334,CUST012,2024-10-01,352000,79834,7040000,False,False,LINE000003939,2024-10-01,6652800,ORD00003939,66528,,South,35200,SKU032,133056,220
FS,3538080,150077,3575560,CUST013,2024-10-01,233280,90046,7776000,False,False,LINE000003940,2024-10-01,7503840,ORD00003940,0,,North,38880,SKU032,150077,243
MT,4160486,295630,2380323,CUST015,2024-10-01,309560,88689,7739000,False,False,LINE000003941,2024-10-01,7390745,ORD00003941,133033,,South,38695,SKU033,332584,218
GT,4618522,209406,3280258,CUST016,2024-10-01,171820,100515,8591000,False,False,LINE000003942,2024-10-01,8376225,ORD00003942,0,,North,42955,SKU033,167524,242
EC,4828454,673343,1770308,CUST017,2024-10-01,898150,95060,8981500,False,False,LINE000003943,2024-10-01,7921683,ORD00003943,396084,,Central,161667,SKU033,158434,253
CV,5725440,352249,3563863,CUST018,2024-10-01,532500,120771,10650000,False,False,LINE000003944,2024-10-01,10064250,ORD00003944,100642,,South,53250,SKU033,201285,300
FS,3988723,143196,2798784,CUST019,2024-10-01,222585,85918,7419500,False,False,LINE000003945,2024-10-01,7159817,ORD00003945,0,,North,37098,SKU033,143196,209
MT,2166450,163878,1459351,CUST021,2024-10-01,171600,49163,4290000,False,False,LINE000003946,2024-10-01,4096950,ORD00003946,73745,,South,21450,SKU034,184363,110
GT,2481570,119779,2036484,CUST022,2024-10-01,98280,57494,4914000,False,False,LINE000003947,2024-10-01,4791150,ORD00003947,0,,North,24570,SKU034,95823,126
EC,1989195,295307,904812,CUST023,2024-10-01,393900,41690,3939000,False,False,LINE000003948,2024-10-01,3474198,ORD00003948,173710,,Central,70902,SKU034,69484,101
CV,2343705,153501,1704338,CUST024,2024-10-01,232050,52629,4641000,False,False,LINE000003949,2024-10-01,4385745,ORD00003949,43857,,South,23205,SKU034,87715,119
FS,2540655,97098,2061805,CUST001,2024-10-01,150930,58259,5031000,False,False,LINE000003950,2024-10-01,4854915,ORD00003950,0,,North,25155,SKU034,97098,129
MT,2928250,211055,1741342,CUST003,2024-10-01,221000,63316,5525000,False,False,LINE000003951,2024-10-01,5276375,ORD00003951,94975,,South,27625,SKU035,237437,130
GT,2432700,111881,1787461,CUST004,2024-10-01,91800,53703,4590000,False,False,LINE000003952,2024-10-01,4475250,ORD00003952,0,,North,22950,SKU035,89505,108
EC,2680475,379161,1035300,CUST005,2024-10-01,505750,53529,5057500,False,False,LINE000003953,2024-10-01,4460715,ORD00003953,223036,,Central,91035,SKU035,89214,119
CV,3130975,195391,2021752,CUST006,2024-10-01,295375,66991,5907500,False,False,LINE000003954,2024-10-01,5582587,ORD00003954,55826,,South,29538,SKU035,111652,139
FS,2770575,100891,2011646,CUST007,2024-10-01,156825,60534,5227500,False,False,LINE000003955,2024-10-01,5044537,ORD00003955,0,,North,26138,SKU035,100891,123
MT,3125240,277638,3017492,CUST009,2024-10-01,290720,83291,7268000,False,False,LINE000003956,2024-10-01,6940940,ORD00003956,124937,,South,36340,SKU036,312342,158
GT,2808760,159218,3196924,CUST010,2024-10-01,130640,76424,6532000,False,False,LINE000003957,2024-10-01,6368700,ORD00003957,0,,North,32660,SKU036,127374,142
EC,3362600,586265,2382801,CUST011,2024-10-01,782000,82767,7820000,False,False,LINE000003958,2024-10-01,6897240,ORD00003958,344862,,Central,140760,SKU036,137945,170
CV,2531840,194746,2603879,CUST012,2024-10-01,294400,66770,5888000,False,False,LINE000003959,2024-10-01,5564160,ORD00003959,55642,,South,29440,SKU036,111283,128
FS,2413160,108312,2720809,CUST013,2024-10-01,168360,64987,5612000,False,False,LINE000003960,2024-10-01,5415580,ORD00003960,0,,North,28060,SKU036,108312,122
MT,1378339,109328,1040552,CUST003,2024-11-01,114480,32799,2862000,False,False,LINE000003961,2024-11-01,2733210,ORD00003961,49198,,South,14310,SKU001,122994,159
GT,1100938,55721,1000868,CUST004,2024-11-01,45720,26746,2286000,False,False,LINE000003962,2024-11-01,2228850,ORD00003962,0,,North,11430,SKU001,44577,127
EC,1265645,197021,665162,CUST005,2024-11-01,262800,27815,2628000,False,False,LINE000003963,2024-11-01,2317896,ORD00003963,115895,,Central,47304,SKU001,46358,146
CV,1083600,74419,878929,CUST006,2024-11-01,112500,25515,2250000,False,False,LINE000003964,2024-11-01,2126250,ORD00003964,21262,,South,11250,SKU001,42525,125
FS,1551715,62185,1395834,CUST007,2024-11-01,96660,37311,3222000,False,False,LINE000003965,2024-11-01,3109230,ORD00003965,0,,North,16110,SKU001,62185,179
MT,1809670,151940,1552014,CUST009,2024-11-01,159100,45582,3977500,False,False,LINE000003966,2024-11-01,3798512,ORD00003966,68373,,South,19888,SKU002,170933,185
GT,1369480,73369,1397989,CUST010,2024-11-01,60200,35217,3010000,False,False,LINE000003967,2024-11-01,2934750,ORD00003967,0,,North,15050,SKU002,58695,140
EC,1467300,241778,902128,CUST011,2024-11-01,322500,34133,3225000,False,False,LINE000003968,2024-11-01,2844450,ORD00003968,142222,,Central,58050,SKU002,56889,150
CV,1574902,114489,1444340,CUST012,2024-11-01,173075,39253,3461500,False,False,LINE000003969,2024-11-01,3271117,ORD00003969,32711,,South,17308,SKU002,65422,161
FS,1516210,64317,1532429,CUST013,2024-11-01,99975,38590,3332500,False,False,LINE000003970,2024-11-01,3215863,ORD00003970,0,,North,16662,SKU002,64317,155
MT,2268000,180495,1725452,CUST015,2024-11-01,189000,54148,4725000,False,False,LINE000003971,2024-11-01,4512375,ORD00003971,81223,,South,23625,SKU003,203057,189
GT,1992000,101156,1823614,CUST016,2024-11-01,83000,48555,4150000,False,False,LINE000003972,2024-11-01,4046250,ORD00003972,0,,North,20750,SKU003,80925,166
EC,1992000,311126,1057029,CUST017,2024-11-01,415000,43924,4150000,False,False,LINE000003973,2024-11-01,3660300,ORD00003973,183015,,Central,74700,SKU003,73206,166
CV,1956000,134781,1598357,CUST018,2024-11-01,203750,46210,4075000,False,False,LINE000003974,2024-11-01,3850875,ORD00003974,38509,,South,20375,SKU003,77018,163
FS,1824000,73340,1652316,CUST019,2024-11-01,114000,44004,3800000,False,False,LINE000003975,2024-11-01,3667000,ORD00003975,0,,North,19000,SKU003,73340,152
MT,2849616,215563,1919706,CUST021,2024-11-01,225720,64669,5643000,False,False,LINE000003976,2024-11-01,5389065,ORD00003976,97003,,South,28215,SKU004,242508,198
GT,2720088,131296,2232395,CUST022,2024-11-01,107730,63022,5386500,False,False,LINE000003977,2024-11-01,5251838,ORD00003977,0,,North,26932,SKU004,105037,189
EC,2662520,395279,1211218,CUST023,2024-11-01,527250,55804,5272500,False,False,LINE000003978,2024-11-01,4650345,ORD00003978,232517,,Central,94905,SKU004,93007,185
CV,2720088,178159,1978206,CUST024,2024-11-01,269325,61083,5386500,False,False,LINE000003979,2024-11-01,5090243,ORD00003979,50902,,South,26932,SKU004,101805,189
FS,2374680,90758,1927262,CUST001,2024-11-01,141075,54455,4702500,False,False,LINE000003980,2024-11-01,4537913,ORD00003980,0,,North,23512,SKU004,90758,165
MT,3552102,228589,1505425,CUST003,2024-11-01,239360,68577,5984000,False,False,LINE000003981,2024-11-01,5714720,ORD00003981,102865,,South,29920,SKU005,257162,187
GT,3495117,143520,1918457,CUST004,2024-11-01,117760,68890,5888000,False,False,LINE000003982,2024-11-01,5740800,ORD00003982,0,,North,29440,SKU005,114816,184
EC,2944256,371851,699886,CUST005,2024-11-01,496000,52497,4960000,False,False,LINE000003983,2024-11-01,4374720,ORD00003983,218736,,Central,89280,SKU005,87494,155
CV,3552102,197921,1667351,CUST006,2024-11-01,299200,67859,5984000,False,False,LINE000003984,2024-11-01,5654880,ORD00003984,56549,,South,29920,SKU005,113098,187
FS,3343155,108698,1809110,CUST007,2024-11-01,168960,65219,5632000,False,False,LINE000003985,2024-11-01,5434880,ORD00003985,0,,North,28160,SKU005,108698,176
MT,2976675,264440,2874049,CUST009,2024-11-01,276900,79332,6922500,False,False,LINE000003986,2024-11-01,6610988,ORD00003986,118998,,South,34612,SKU006,297494,195
GT,3053000,173062,3474918,CUST010,2024-11-01,142000,83070,7100000,False,False,LINE000003987,2024-11-01,6922500,ORD00003987,0,,North,35500,SKU006,138450,200
EC,3220915,561563,2282401,CUST011,2024-11-01,749050,79279,7490500,False,False,LINE000003988,2024-11-01,6606621,ORD00003988,330331,,Central,134829,SKU006,132132,211
CV,3388830,260664,3485254,CUST012,2024-11-01,394050,89371,7881000,False,False,LINE000003989,2024-11-01,7447545,ORD00003989,74475,,South,39405,SKU006,148951,222
FS,2869820,128808,3235689,CUST013,2024-11-01,200220,77285,6674000,False,False,LINE000003990,2024-11-01,6440410,ORD00003990,0,,North,33370,SKU006,128808,188
MT,3566745,299450,3058582,CUST015,2024-11-01,313560,89835,7839000,False,False,LINE000003991,2024-11-01,7486245,ORD00003991,134752,,South,39195,SKU007,336881,201
GT,3300570,176816,3368939,CUST016,2024-11-01,145080,84872,7254000,False,False,LINE000003992,2024-11-01,7072650,ORD00003992,0,,North,36270,SKU007,141453,186
EC,3637725,599385,2236249,CUST017,2024-11-01,799500,84619,7995000,False,False,LINE000003993,2024-11-01,7051590,ORD00003993,352580,,Central,143910,SKU007,141032,205
CV,3140865,228317,2880173,CUST018,2024-11-01,345150,78280,6903000,False,False,LINE000003994,2024-11-01,6523335,ORD00003994,65233,,South,34515,SKU007,130467,177
FS,4152330,176132,4196317,CUST019,2024-11-01,273780,105679,9126000,False,False,LINE000003995,2024-11-01,8806590,ORD00003995,0,,North,45630,SKU007,176132,234
MT,4773600,379899,3631665,CUST021,2024-11-01,397800,113970,9945000,False,False,LINE000003996,2024-11-01,9497475,ORD00003996,170955,,South,49725,SKU008,427386,234
GT,4182000,212367,3828491,CUST022,2024-11-01,174250,101936,8712500,False,False,LINE000003997,2024-11-01,8494688,ORD00003997,0,,North,43562,SKU008,169894,205
EC,4284000,669107,2273252,CUST023,2024-11-01,892500,94462,8925000,False,False,LINE000003998,2024-11-01,7871850,ORD00003998,393592,,Central,160650,SKU008,157437,210
CV,4284000,295194,3500698,CUST024,2024-11-01,446250,101210,8925000,False,False,LINE000003999,2024-11-01,8434125,ORD00003999,84341,,South,44625,SKU008,168682,210
FS,4365600,175534,3954687,CUST001,2024-11-01,272850,105320,9095000,False,False,LINE000004000,2024-11-01,8776675,ORD00004000,0,,North,45475,SKU008,175534,214
MT,5359626,361983,2649253,CUST003,2024-11-01,379040,108595,9476000,False,False,LINE000004001,2024-11-01,9049580,ORD00004001,162892,,South,47380,SKU009,407231,206
GT,5177502,223129,3238914,CUST004,2024-11-01,183080,107102,9154000,False,False,LINE000004002,2024-11-01,8925150,ORD00004002,0,,North,45770,SKU009,178503,199
EC,5281573,700070,1579112,CUST005,2024-11-01,933800,98833,9338000,False,False,LINE000004003,2024-11-01,8236116,ORD00004003,411806,,Central,168084,SKU009,164722,203
CV,5723872,334719,3103146,CUST006,2024-11-01,506000,114761,10120000,False,False,LINE000004004,2024-11-01,9563400,ORD00004004,95634,,South,50600,SKU009,191268,220
FS,4344939,148263,2682707,CUST007,2024-11-01,230460,88958,7682000,False,False,LINE000004005,2024-11-01,7413130,ORD00004005,0,,North,38410,SKU009,148263,167
MT,2346840,169150,1395595,CUST009,2024-11-01,177120,50745,4428000,False,False,LINE000004006,2024-11-01,4228740,ORD00004006,76117,,South,22140,SKU010,190293,246
GT,2136960,98280,1570162,CUST010,2024-11-01,80640,47174,4032000,False,False,LINE000004007,2024-11-01,3931200,ORD00004007,0,,North,20160,SKU010,78624,224
EC,2365920,334666,913808,CUST011,2024-11-01,446400,47247,4464000,False,False,LINE000004008,2024-11-01,3937248,ORD00004008,196862,,Central,80352,SKU010,78745,248
CV,2385000,148838,1540057,CUST012,2024-11-01,225000,51030,4500000,False,False,LINE000004009,2024-11-01,4252500,ORD00004009,42525,,South,22500,SKU010,85050,250
FS,2289600,83376,1662422,CUST013,2024-11-01,129600,50026,4320000,False,False,LINE000004010,2024-11-01,4168800,ORD00004010,0,,North,21600,SKU010,83376,240
MT,2098615,186435,2026261,CUST015,2024-11-01,195220,55931,4880500,False,False,LINE000004011,2024-11-01,4660878,ORD00004011,83896,,South,24402,SKU011,209740,227
GT,1802775,102192,2051915,CUST016,2024-11-01,83850,49052,4192500,False,False,LINE000004012,2024-11-01,4087688,ORD00004012,0,,North,20962,SKU011,81754,195
EC,1950695,340101,1382299,CUST017,2024-11-01,453650,48014,4536500,False,False,LINE000004013,2024-11-01,4001193,ORD00004013,200060,,Central,81657,SKU011,80024,211
CV,2154085,165689,2215375,CUST018,2024-11-01,250475,56808,5009500,False,False,LINE000004014,2024-11-01,4733977,ORD00004014,47340,,South,25048,SKU011,94680,233
FS,2348230,105397,2647603,CUST019,2024-11-01,163830,63238,5461000,False,False,LINE000004015,2024-11-01,5269865,ORD00004015,0,,North,27305,SKU011,105397,254
MT,2866500,240660,2458103,CUST021,2024-11-01,252000,72198,6300000,False,False,LINE000004016,2024-11-01,6016500,ORD00004016,108297,,South,31500,SKU012,270742,252
GT,2400125,128578,2449842,CUST022,2024-11-01,105500,61718,5275000,False,False,LINE000004017,2024-11-01,5143125,ORD00004017,0,,North,26375,SKU012,102862,211
EC,3173625,522916,1950949,CUST023,2024-11-01,697500,73823,6975000,False,False,LINE000004018,2024-11-01,6151950,ORD00004018,307598,,Central,125550,SKU012,123039,279
CV,3139500,228218,2878921,CUST024,2024-11-01,345000,78246,6900000,False,False,LINE000004019,2024-11-01,6520500,ORD00004019,65205,,South,34500,SKU012,130410,276
FS,3071250,130275,3103785,CUST001,2024-11-01,202500,78165,6750000,False,False,LINE000004020,2024-11-01,6513750,ORD00004020,0,,North,33750,SKU012,130275,270
MT,4673088,332054,2673596,CUST003,2024-11-01,347700,99616,8692500,False,False,LINE000004021,2024-11-01,8301338,ORD00004021,149424,,South,43462,SKU013,373560,305
GT,4841626,219521,3438716,CUST004,2024-11-01,180120,105370,9006000,False,False,LINE000004022,2024-11-01,8780850,ORD00004022,0,,North,45030,SKU013,175617,316
EC,4106189,572621,1505495,CUST005,2024-11-01,763800,80841,7638000,False,False,LINE000004023,2024-11-01,6736716,ORD00004023,336836,,Central,137484,SKU013,134734,268
CV,4703731,289390,2927888,CUST006,2024-11-01,437475,99219,8749500,False,False,LINE000004024,2024-11-01,8268277,ORD00004024,82683,,South,43748,SKU013,165366,307
FS,3861043,138613,2709193,CUST007,2024-11-01,215460,83168,7182000,False,False,LINE000004025,2024-11-01,6930630,ORD00004025,0,,North,35910,SKU013,138613,252
MT,4363200,330048,2939112,CUST009,2024-11-01,345600,99014,8640000,False,False,LINE000004026,2024-11-01,8251200,ORD00004026,148522,,South,43200,SKU014,371304,270
GT,4427840,213720,3633678,CUST010,2024-11-01,175360,102586,8768000,False,False,LINE000004027,2024-11-01,8548800,ORD00004027,0,,North,43840,SKU014,170976,274
EC,4524800,671731,2058166,CUST011,2024-11-01,896000,94833,8960000,False,False,LINE000004028,2024-11-01,7902720,ORD00004028,395136,,Central,161280,SKU014,158054,280
CV,4007680,262483,2914378,CUST012,2024-11-01,396800,89994,7936000,False,False,LINE000004029,2024-11-01,7499520,ORD00004029,74995,,South,39680,SKU014,149990,248
FS,3926880,150077,3186760,CUST013,2024-11-01,233280,90046,7776000,False,False,LINE000004030,2024-11-01,7503840,ORD00004030,0,,North,38880,SKU014,150077,243
MT,5343460,385132,3177594,CUST015,2024-11-01,403280,115540,10082000,False,False,LINE000004031,2024-11-01,9628310,ORD00004031,173310,,South,50410,SKU015,433274,284
GT,5606870,257863,4119728,CUST016,2024-11-01,211580,123774,10579000,False,False,LINE000004032,2024-11-01,10314525,ORD00004032,0,,North,52895,SKU015,206290,298
EC,4929530,697296,1903970,CUST017,2024-11-01,930100,98442,9301000,False,False,LINE000004033,2024-11-01,8203482,ORD00004033,410174,,Central,167418,SKU015,164070,262
CV,6058430,378080,3912088,CUST018,2024-11-01,571550,129628,11431000,False,False,LINE000004034,2024-11-01,10802295,ORD00004034,108023,,South,57155,SKU015,216046,322
FS,5023605,182935,3647517,CUST019,2024-11-01,284355,109761,9478500,False,False,LINE000004035,2024-11-01,9146753,ORD00004035,0,,North,47392,SKU015,182935,267
MT,5349630,475246,5165192,CUST021,2024-11-01,497640,142574,12441000,False,False,LINE000004036,2024-11-01,11881155,ORD00004036,213861,,South,62205,SKU016,534652,319
GT,4779450,270928,5439959,CUST022,2024-11-01,222300,130046,11115000,False,False,LINE000004037,2024-11-01,10837125,ORD00004037,0,,North,55575,SKU016,216742,285
EC,5752110,1002874,4076052,CUST023,2024-11-01,1337700,141582,13377000,False,False,LINE000004038,2024-11-01,11798514,ORD00004038,589926,,Central,240786,SKU016,235970,343
CV,3823560,294103,3932354,CUST024,2024-11-01,444600,100835,8892000,False,False,LINE000004039,2024-11-01,8402940,ORD00004039,84029,,South,44460,SKU016,168059,228
FS,5433480,243875,6126185,CUST001,2024-11-01,379080,146325,12636000,False,False,LINE000004040,2024-11-01,12193740,ORD00004040,0,,North,63180,SKU016,243875,324
MT,3032198,227290,1996594,CUST003,2024-11-01,238000,68187,5950000,False,False,LINE000004041,2024-11-01,5682250,ORD00004041,102280,,South,29750,SKU017,255701,140
GT,2295807,109809,1846203,CUST004,2024-11-01,90100,52708,4505000,False,False,LINE000004042,2024-11-01,4392375,ORD00004042,0,,North,22525,SKU017,87848,106
EC,2945564,433327,1301036,CUST005,2024-11-01,578000,61176,5780000,False,False,LINE000004043,2024-11-01,5097960,ORD00004043,254898,,Central,104040,SKU017,101959,136
CV,3118833,202419,2219245,CUST006,2024-11-01,306000,69401,6120000,False,False,LINE000004044,2024-11-01,5783400,ORD00004044,57834,,South,30600,SKU017,115668,144
FS,2967223,112374,2359317,CUST007,2024-11-01,174675,67425,5822500,False,False,LINE000004045,2024-11-01,5618713,ORD00004045,0,,North,29112,SKU017,112374,137
MT,3864000,307510,2939658,CUST009,2024-11-01,322000,92253,8050000,False,False,LINE000004046,2024-11-01,7687750,ORD00004046,138380,,South,40250,SKU018,345949,175
GT,3378240,171551,3092673,CUST010,2024-11-01,140760,82345,7038000,False,False,LINE000004047,2024-11-01,6862050,ORD00004047,0,,North,35190,SKU018,137241,153
EC,3775680,589714,2003517,CUST011,2024-11-01,786600,83254,7866000,False,False,LINE000004048,2024-11-01,6937812,ORD00004048,346891,,Central,141588,SKU018,138756,171
CV,3400320,234303,2778592,CUST012,2024-11-01,354200,80333,7084000,False,False,LINE000004049,2024-11-01,6694380,ORD00004049,66944,,South,35420,SKU018,133888,154
FS,3841920,154477,3480300,CUST013,2024-11-01,240120,92686,8004000,False,False,LINE000004050,2024-11-01,7723860,ORD00004050,0,,North,40020,SKU018,154477,174
MT,1236240,93514,832748,CUST015,2024-11-01,97920,28054,2448000,False,False,LINE000004051,2024-11-01,2337840,ORD00004051,42081,,South,12240,SKU019,105203,136
GT,1345320,64935,1104028,CUST016,2024-11-01,53280,31169,2664000,False,False,LINE000004052,2024-11-01,2597400,ORD00004052,0,,North,13320,SKU019,51948,148
EC,1536210,228059,698765,CUST017,2024-11-01,304200,32197,3042000,False,False,LINE000004053,2024-11-01,2683044,ORD00004053,134152,,Central,54756,SKU019,53661,169
CV,1390770,91089,1011365,CUST018,2024-11-01,137700,31230,2754000,False,False,LINE000004054,2024-11-01,2602530,ORD00004054,26025,,South,13770,SKU019,52051,153
FS,1690740,64616,1372078,CUST019,2024-11-01,100440,38770,3348000,False,False,LINE000004055,2024-11-01,3230820,ORD00004055,0,,North,16740,SKU019,64616,186
MT,2222025,160154,1321371,CUST021,2024-11-01,167700,48046,4192500,False,False,LINE000004056,2024-11-01,4003838,ORD00004056,72069,,South,20962,SKU020,180173,195
GT,1743435,80182,1281013,CUST022,2024-11-01,65790,38487,3289500,False,False,LINE000004057,2024-11-01,3207262,ORD00004057,0,,North,16448,SKU020,64145,153
EC,1925755,272403,743800,CUST023,2024-11-01,363350,38457,3633500,False,False,LINE000004058,2024-11-01,3204747,ORD00004058,160237,,Central,65403,SKU020,64095,169
CV,2404345,150045,1552549,CUST024,2024-11-01,226825,51444,4536500,False,False,LINE000004059,2024-11-01,4286993,ORD00004059,42870,,South,22682,SKU020,85740,211
FS,2233420,81330,1621632,CUST001,2024-11-01,126420,48798,4214000,False,False,LINE000004060,2024-11-01,4066510,ORD00004060,0,,North,21070,SKU020,81330,196
MT,2143120,169990,1617908,CUST003,2024-11-01,178000,50997,4450000,False,False,LINE000004061,2024-11-01,4249750,ORD00004061,76496,,South,22250,SKU021,191239,178
GT,2094960,106031,1904539,CUST004,2024-11-01,87000,50895,4350000,False,False,LINE000004062,2024-11-01,4241250,ORD00004062,0,,North,21750,SKU021,84825,174
EC,1986600,309251,1044063,CUST005,2024-11-01,412500,43659,4125000,False,False,LINE000004063,2024-11-01,3638250,ORD00004063,181912,,Central,74250,SKU021,72765,165
CV,1830080,125685,1484413,CUST006,2024-11-01,190000,43092,3800000,False,False,LINE000004064,2024-11-01,3591000,ORD00004064,35910,,South,19000,SKU021,71820,152
FS,1769880,70928,1592083,CUST007,2024-11-01,110250,42556,3675000,False,False,LINE000004065,2024-11-01,3546375,ORD00004065,0,,North,18375,SKU021,70928,147
MT,2061912,173103,1767999,CUST009,2024-11-01,181260,51931,4531500,False,False,LINE000004066,2024-11-01,4327582,ORD00004066,77896,,South,22658,SKU022,194741,159
GT,2399080,128517,2448589,CUST010,2024-11-01,105450,61688,5272500,False,False,LINE000004067,2024-11-01,5140688,ORD00004067,0,,North,26362,SKU022,102814,185
EC,2269400,373913,1394945,CUST011,2024-11-01,498750,52788,4987500,False,False,LINE000004068,2024-11-01,4398975,ORD00004068,219949,,Central,89775,SKU022,87980,175
CV,2710312,197011,2485156,CUST012,2024-11-01,297825,67547,5956500,False,False,LINE000004069,2024-11-01,5628893,ORD00004069,56289,,South,29782,SKU022,112578,209
FS,2087848,88558,2109804,CUST013,2024-11-01,137655,53135,4588500,False,False,LINE000004070,2024-11-01,4427903,ORD00004070,0,,North,22942,SKU022,88558,161
MT,3425280,272595,2605888,CUST015,2024-11-01,285440,81779,7136000,False,False,LINE000004071,2024-11-01,6814880,ORD00004071,122668,,South,35680,SKU023,306670,223
GT,3148800,159900,2882628,CUST016,2024-11-01,131200,76752,6560000,False,False,LINE000004072,2024-11-01,6396000,ORD00004072,0,,North,32800,SKU023,127920,205
EC,3471360,542183,1842035,CUST017,2024-11-01,723200,76543,7232000,False,False,LINE000004073,2024-11-01,6378624,ORD00004073,318931,,Central,130176,SKU023,127572,226
CV,3210240,221206,2623267,CUST018,2024-11-01,334400,75842,6688000,False,False,LINE000004074,2024-11-01,6320160,ORD00004074,63202,,South,33440,SKU023,126403,209
FS,2826240,113638,2560221,CUST019,2024-11-01,176640,68183,5888000,False,False,LINE000004075,2024-11-01,5681920,ORD00004075,0,,North,29440,SKU023,113638,184
MT,3478032,263083,2342688,CUST021,2024-11-01,275480,78925,6887000,False,False,LINE000004076,2024-11-01,6577085,ORD00004076,118388,,South,34435,SKU024,295969,194
GT,3944160,190369,3236549,CUST022,2024-11-01,156200,91377,7810000,False,False,LINE000004077,2024-11-01,7614750,ORD00004077,0,,North,39050,SKU024,152295,220
EC,3173256,471074,1443269,CUST023,2024-11-01,628350,66505,6283500,False,False,LINE000004078,2024-11-01,5542047,ORD00004078,277102,,Central,113103,SKU024,110841,177
CV,3244968,212523,2359578,CUST024,2024-11-01,321275,72865,6425500,False,False,LINE000004079,2024-11-01,6072097,ORD00004079,60721,,South,32128,SKU024,121442,181
FS,3872448,147992,3142393,CUST001,2024-11-01,230040,88795,7668000,False,False,LINE000004080,2024-11-01,7399620,ORD00004080,0,,North,38340,SKU024,147992,216
MT,4329125,278593,1834735,CUST003,2024-11-01,291720,83578,7293000,False,False,LINE000004081,2024-11-01,6964815,ORD00004081,125367,,South,36465,SKU025,313417,187
GT,5370893,220545,2948064,CUST004,2024-11-01,180960,105862,9048000,False,False,LINE000004082,2024-11-01,8821800,ORD00004082,0,,North,45240,SKU025,176436,232
EC,3912418,494127,930030,CUST005,2024-11-01,659100,69759,6591000,False,False,LINE000004083,2024-11-01,5813262,ORD00004083,290663,,Central,118638,SKU025,116265,169
CV,4768982,265725,2238553,CUST006,2024-11-01,401700,91106,8034000,False,False,LINE000004084,2024-11-01,7592130,ORD00004084,75921,,South,40170,SKU025,151843,206
FS,4097621,133228,2217381,CUST007,2024-11-01,207090,79937,6903000,False,False,LINE000004085,2024-11-01,6661395,ORD00004085,0,,North,34515,SKU025,133228,177
MT,4678400,415616,4517104,CUST009,2024-11-01,435200,124685,10880000,False,False,LINE000004086,2024-11-01,10390400,ORD00004086,187027,,South,54400,SKU026,467568,256
GT,3709825,210295,4222514,CUST010,2024-11-01,172550,100942,8627500,False,False,LINE000004087,2024-11-01,8411812,ORD00004087,0,,North,43138,SKU026,168236,203
EC,4842875,844350,3431752,CUST011,2024-11-01,1126250,119202,11262500,False,False,LINE000004088,2024-11-01,9933525,ORD00004088,496676,,Central,202725,SKU026,198670,265
CV,4550475,350016,4679952,CUST012,2024-11-01,529125,120006,10582500,False,False,LINE000004089,2024-11-01,10000463,ORD00004089,100005,,South,52912,SKU026,200009,249
FS,3910850,175534,4409437,CUST013,2024-11-01,272850,105320,9095000,False,False,LINE000004090,2024-11-01,8776675,ORD00004090,0,,North,45475,SKU026,175534,214
MT,4458090,374284,3822934,CUST015,2024-11-01,391920,112285,9798000,False,False,LINE000004091,2024-11-01,9357090,ORD00004091,168428,,South,48990,SKU027,421069,213
GT,4520880,242190,4614527,CUST016,2024-11-01,198720,116251,9936000,False,False,LINE000004092,2024-11-01,9687600,ORD00004092,0,,North,49680,SKU027,193752,216
EC,5692960,938025,3499681,CUST017,2024-11-01,1251200,132427,12512000,False,False,LINE000004093,2024-11-01,11035584,ORD00004093,551779,,Central,225216,SKU027,220712,272
CV,4939480,359062,4529504,CUST018,2024-11-01,542800,123107,10856000,False,False,LINE000004094,2024-11-01,10258920,ORD00004094,102589,,South,54280,SKU027,205178,236
