closing_units,days_on_hand,expiry_writeoff,inventory_value,month,opening_units,receipts_units,sales_units,sku_id,stockout_flag,unit_cost,warehouse_id
801,64.4,0,8610750,2023-10-01,911,263,373,SKU021,False,10750,WH_S
0,0.0,0,0,2023-10-01,0,0,0,SKU022,False,12968,WH_N
0,0.0,0,0,2023-10-01,0,0,0,SKU022,False,12968,WH_S
0,0.0,0,0,2023-10-01,0,0,0,SKU023,False,15360,WH_N
0,0.0,0,0,2023-10-01,0,0,0,SKU023,False,15360,WH_S
0,0.0,0,0,2023-10-01,0,0,0,SKU024,False,17928,WH_N
0,0.0,0,0,2023-10-01,0,0,0,SKU024,False,17928,WH_S
0,0.0,0,0,2023-10-01,0,0,0,SKU025,False,20670,WH_N
0,0.0,0,0,2023-10-01,0,0,0,SKU025,False,20670,WH_S
0,0.0,0,0,2023-10-01,0,0,0,SKU026,False,18275,WH_N
0,0.0,0,0,2023-10-01,0,0,0,SKU026,False,18275,WH_S
0,0.0,0,0,2023-10-01,0,0,0,SKU027,False,20930,WH_N
0,0.0,0,0,2023-10-01,0,0,0,SKU027,False,20930,WH_S
0,0.0,0,0,2023-10-01,0,0,0,SKU028,False,8640,WH_N
0,0.0,0,0,2023-10-01,0,0,0,SKU028,False,8640,WH_S
0,0.0,0,0,2023-10-01,0,0,0,SKU029,False,10858,WH_N
0,0.0,0,0,2023-10-01,0,0,0,SKU029,False,10858,WH_S
0,0.0,0,0,2023-10-01,0,0,0,SKU030,False,13250,WH_N
0,0.0,0,0,2023-10-01,0,0,0,SKU030,False,13250,WH_S
0,0.0,0,0,2023-10-01,0,0,0,SKU031,False,12255,WH_N
0,0.0,0,0,2023-10-01,0,0,0,SKU031,False,12255,WH_S
0,0.0,0,0,2023-10-01,0,0,0,SKU032,False,14560,WH_N
0,0.0,0,0,2023-10-01,0,0,0,SKU032,False,14560,WH_S
0,0.0,0,0,2023-10-01,0,0,0,SKU033,False,17040,WH_N
0,0.0,0,0,2023-10-01,0,0,0,SKU033,False,17040,WH_S
1943,171.4,0,38267385,2023-10-01,1788,495,340,SKU034,False,19695,WH_N
2174,191.8,0,42816930,2023-10-01,2170,344,340,SKU034,False,19695,WH_S
1605,154.3,0,36152625,2023-10-01,1529,388,312,SKU035,False,22525,WH_N
750,72.1,0,16893750,2023-10-01,916,146,312,SKU035,False,22525,WH_S
162,14.9,0,3204360,2023-10-01,416,72,326,SKU036,False,19780,WH_N
98,9.0,0,1938440,2023-10-01,329,95,326,SKU036,False,19780,WH_S
103,8.0,0,797220,2023-11-01,423,65,385,SKU001,False,7740,WH_N
1497,116.6,0,11586780,2023-11-01,1620,262,385,SKU001,False,7740,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU002,False,9782,WH_N
51,4.2,0,498882,2023-11-01,340,76,365,SKU002,False,9782,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU003,False,12000,WH_N
0,0.0,0,0,2023-11-01,0,0,0,SKU003,False,12000,WH_S
499,34.7,0,7181608,2023-11-01,735,196,432,SKU004,False,14392,WH_N
0,0.0,0,0,2023-11-01,0,0,0,SKU004,False,14392,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU005,False,16960,WH_N
0,0.0,0,0,2023-11-01,69,20,89,SKU005,False,16960,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU006,False,15265,WH_N
0,0.0,0,0,2023-11-01,0,0,0,SKU006,False,15265,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU007,False,17745,WH_N
0,0.0,0,0,2023-11-01,0,0,0,SKU007,False,17745,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU008,False,20400,WH_N
0,0.0,0,0,2023-11-01,0,0,0,SKU008,False,20400,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU009,False,23230,WH_N
0,0.0,0,0,2023-11-01,0,0,0,SKU009,False,23230,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU010,False,9540,WH_N
0,0.0,0,0,2023-11-01,0,0,0,SKU010,False,9540,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU011,False,9245,WH_N
0,0.0,0,0,2023-11-01,0,0,0,SKU011,False,9245,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU012,False,11375,WH_N
0,0.0,0,0,2023-11-01,0,0,0,SKU012,False,11375,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU013,False,13680,WH_N
0,0.0,0,0,2023-11-01,0,0,0,SKU013,False,13680,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU014,False,16160,WH_N
0,0.0,0,0,2023-11-01,0,0,0,SKU014,False,16160,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU015,False,18815,WH_N
0,0.0,0,0,2023-11-01,0,0,0,SKU015,False,18815,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU016,False,16770,WH_N
0,0.0,0,0,2023-11-01,0,0,0,SKU016,False,16770,WH_S
1264,104.2,0,24443232,2023-11-01,1273,355,364,SKU017,False,19338,WH_N
870,71.7,0,16824060,2023-11-01,1063,171,364,SKU017,False,19338,WH_S
1657,131.9,0,36586560,2023-11-01,1601,433,377,SKU018,False,22080,WH_N
926,73.7,0,20446080,2023-11-01,1072,231,377,SKU018,False,22080,WH_S
340,25.8,0,3090600,2023-11-01,637,99,396,SKU019,False,9090,WH_N
0,0.0,0,0,2023-11-01,118,32,150,SKU019,False,9090,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU020,False,11395,WH_N
0,0.0,0,0,2023-11-01,0,0,0,SKU020,False,11395,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU021,False,10750,WH_N
567,36.0,0,6095250,2023-11-01,801,239,473,SKU021,False,10750,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU022,False,12968,WH_N
0,0.0,0,0,2023-11-01,0,0,0,SKU022,False,12968,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU023,False,15360,WH_N
0,0.0,0,0,2023-11-01,0,0,0,SKU023,False,15360,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU024,False,17928,WH_N
0,0.0,0,0,2023-11-01,0,0,0,SKU024,False,17928,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU025,False,20670,WH_N
0,0.0,0,0,2023-11-01,0,0,0,SKU025,False,20670,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU026,False,18275,WH_N
0,0.0,0,0,2023-11-01,0,0,0,SKU026,False,18275,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU027,False,20930,WH_N
0,0.0,0,0,2023-11-01,0,0,0,SKU027,False,20930,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU028,False,8640,WH_N
0,0.0,0,0,2023-11-01,0,0,0,SKU028,False,8640,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU029,False,10858,WH_N
0,0.0,0,0,2023-11-01,0,0,0,SKU029,False,10858,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU030,False,13250,WH_N
0,0.0,0,0,2023-11-01,0,0,0,SKU030,False,13250,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU031,False,12255,WH_N
0,0.0,0,0,2023-11-01,0,0,0,SKU031,False,12255,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU032,False,14560,WH_N
0,0.0,0,0,2023-11-01,0,0,0,SKU032,False,14560,WH_S
0,0.0,0,0,2023-11-01,0,0,0,SKU033,False,17040,WH_N
0,0.0,0,0,2023-11-01,0,0,0,SKU033,False,17040,WH_S
1943,150.6,0,38267385,2023-11-01,1943,387,387,SKU034,False,19695,WH_N
2158,167.3,0,42501810,2023-11-01,2174,371,387,SKU034,False,19695,WH_S
1637,124.3,0,36873425,2023-11-01,1605,427,395,SKU035,False,22525,WH_N
526,39.9,0,11848150,2023-11-01,750,171,395,SKU035,False,22525,WH_S
0,0.0,0,0,2023-11-01,162,43,205,SKU036,False,19780,WH_N
0,0.0,0,0,2023-11-01,98,23,121,SKU036,False,19780,WH_S
0,0.0,0,0,2023-12-01,103,27,130,SKU001,False,7740,WH_N
1519,115.7,0,11757060,2023-12-01,1497,416,394,SKU001,False,7740,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU002,False,9782,WH_N
0,0.0,0,0,2023-12-01,51,12,63,SKU002,False,9782,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU003,False,12000,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU003,False,12000,WH_S
127,8.2,0,1827784,2023-12-01,499,92,464,SKU004,False,14392,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU004,False,14392,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU005,False,16960,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU005,False,16960,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU006,False,15265,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU006,False,15265,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU007,False,17745,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU007,False,17745,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU008,False,20400,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU008,False,20400,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU009,False,23230,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU009,False,23230,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU010,False,9540,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU010,False,9540,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU011,False,9245,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU011,False,9245,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU012,False,11375,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU012,False,11375,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU013,False,13680,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU013,False,13680,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU014,False,16160,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU014,False,16160,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU015,False,18815,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU015,False,18815,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU016,False,16770,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU016,False,16770,WH_S
1241,100.9,0,23998458,2023-12-01,1264,346,369,SKU017,False,19338,WH_N
659,53.6,0,12743742,2023-12-01,870,158,369,SKU017,False,19338,WH_S
1705,139.4,0,37646400,2023-12-01,1657,415,367,SKU018,False,22080,WH_N
761,62.2,0,16802880,2023-12-01,926,202,367,SKU018,False,22080,WH_S
49,3.9,0,445410,2023-12-01,340,88,379,SKU019,False,9090,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU019,False,9090,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU020,False,11395,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU020,False,11395,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU021,False,10750,WH_N
243,16.0,0,2612250,2023-12-01,567,131,455,SKU021,False,10750,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU022,False,12968,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU022,False,12968,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU023,False,15360,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU023,False,15360,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU024,False,17928,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU024,False,17928,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU025,False,20670,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU025,False,20670,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU026,False,18275,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU026,False,18275,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU027,False,20930,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU027,False,20930,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU028,False,8640,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU028,False,8640,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU029,False,10858,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU029,False,10858,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU030,False,13250,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU030,False,13250,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU031,False,12255,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU031,False,12255,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU032,False,14560,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU032,False,14560,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU033,False,17040,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU033,False,17040,WH_S
1980,166.9,0,38996100,2023-12-01,1943,393,356,SKU034,False,19695,WH_N
2281,192.2,0,44924295,2023-12-01,2158,479,356,SKU034,False,19695,WH_S
1512,121.0,0,34057800,2023-12-01,1637,250,375,SKU035,False,22525,WH_N
286,22.9,0,6442150,2023-12-01,526,135,375,SKU035,False,22525,WH_S
0,0.0,0,0,2023-12-01,0,0,0,SKU036,False,19780,WH_N
0,0.0,0,0,2023-12-01,0,0,0,SKU036,False,19780,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU001,False,7740,WH_N
1453,135.0,0,11246220,2024-01-01,1519,257,323,SKU001,False,7740,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU002,False,9782,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU002,False,9782,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU003,False,12000,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU003,False,12000,WH_S
0,0.0,0,0,2024-01-01,127,30,157,SKU004,False,14392,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU004,False,14392,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU005,False,16960,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU005,False,16960,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU006,False,15265,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU006,False,15265,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU007,False,17745,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU007,False,17745,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU008,False,20400,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU008,False,20400,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU009,False,23230,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU009,False,23230,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU010,False,9540,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU010,False,9540,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU011,False,9245,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU011,False,9245,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU012,False,11375,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU012,False,11375,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU013,False,13680,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU013,False,13680,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU014,False,16160,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU014,False,16160,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU015,False,18815,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU015,False,18815,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU016,False,16770,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU016,False,16770,WH_S
1198,124.4,0,23166924,2024-01-01,1241,246,289,SKU017,False,19338,WH_N
489,50.8,0,9456282,2024-01-01,659,119,289,SKU017,False,19338,WH_S
1687,149.7,0,37248960,2024-01-01,1705,320,338,SKU018,False,22080,WH_N
605,53.7,0,13358400,2024-01-01,761,182,338,SKU018,False,22080,WH_S
0,0.0,0,0,2024-01-01,49,8,57,SKU019,False,9090,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU019,False,9090,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU020,False,11395,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU020,False,11395,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU021,False,10750,WH_N
0,0.0,0,0,2024-01-01,243,47,290,SKU021,False,10750,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU022,False,12968,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU022,False,12968,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU023,False,15360,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU023,False,15360,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU024,False,17928,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU024,False,17928,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU025,False,20670,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU025,False,20670,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU026,False,18275,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU026,False,18275,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU027,False,20930,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU027,False,20930,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU028,False,8640,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU028,False,8640,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU029,False,10858,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU029,False,10858,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU030,False,13250,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU030,False,13250,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU031,False,12255,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU031,False,12255,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU032,False,14560,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU032,False,14560,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU033,False,17040,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU033,False,17040,WH_S
2054,192.6,0,40453530,2024-01-01,1980,394,320,SKU034,False,19695,WH_N
2556,239.6,0,50340420,2024-01-01,2281,595,320,SKU034,False,19695,WH_S
1609,137.9,0,36242725,2024-01-01,1512,447,350,SKU035,False,22525,WH_N
10,0.9,0,225250,2024-01-01,286,74,350,SKU035,False,22525,WH_S
0,0.0,0,0,2024-01-01,0,0,0,SKU036,False,19780,WH_N
0,0.0,0,0,2024-01-01,0,0,0,SKU036,False,19780,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU001,False,7740,WH_N
1445,116.5,0,11184300,2024-02-01,1453,364,372,SKU001,False,7740,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU002,False,9782,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU002,False,9782,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU003,False,12000,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU003,False,12000,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU004,False,14392,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU004,False,14392,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU005,False,16960,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU005,False,16960,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU006,False,15265,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU006,False,15265,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU007,False,17745,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU007,False,17745,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU008,False,20400,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU008,False,20400,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU009,False,23230,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU009,False,23230,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU010,False,9540,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU010,False,9540,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU011,False,9245,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU011,False,9245,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU012,False,11375,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU012,False,11375,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU013,False,13680,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU013,False,13680,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU014,False,16160,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU014,False,16160,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU015,False,18815,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU015,False,18815,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU016,False,16770,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU016,False,16770,WH_S
1132,100.8,0,21890616,2024-02-01,1198,271,337,SKU017,False,19338,WH_N
260,23.1,0,5027880,2024-02-01,489,108,337,SKU017,False,19338,WH_S
1779,148.2,0,39280320,2024-02-01,1687,452,360,SKU018,False,22080,WH_N
396,33.0,0,8743680,2024-02-01,605,151,360,SKU018,False,22080,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU019,False,9090,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU019,False,9090,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU020,False,11395,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU020,False,11395,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU021,False,10750,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU021,False,10750,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU022,False,12968,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU022,False,12968,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU023,False,15360,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU023,False,15360,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU024,False,17928,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU024,False,17928,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU025,False,20670,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU025,False,20670,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU026,False,18275,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU026,False,18275,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU027,False,20930,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU027,False,20930,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU028,False,8640,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU028,False,8640,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU029,False,10858,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU029,False,10858,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU030,False,13250,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU030,False,13250,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU031,False,12255,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU031,False,12255,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU032,False,14560,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU032,False,14560,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU033,False,17040,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU033,False,17040,WH_S
2285,217.6,0,45003075,2024-02-01,2054,546,315,SKU034,False,19695,WH_N
2765,263.3,0,54456675,2024-02-01,2556,524,315,SKU034,False,19695,WH_S
1643,142.9,0,37008575,2024-02-01,1609,379,345,SKU035,False,22525,WH_N
0,0.0,0,0,2024-02-01,10,2,12,SKU035,False,22525,WH_S
0,0.0,0,0,2024-02-01,0,0,0,SKU036,False,19780,WH_N
0,0.0,0,0,2024-02-01,0,0,0,SKU036,False,19780,WH_S
0,0.0,0,0,2024-03-01,0,0,0,SKU001,False,7740,WH_N
1447,129.6,108360,11199780,2024-03-01,1445,351,335,SKU001,False,7740,WH_S
0,0.0,0,0,2024-03-01,0,0,0,SKU002,False,9782,WH_N
0,0.0,0,0,2024-03-01,0,0,0,SKU002,False,9782,WH_S
0,0.0,0,0,2024-03-01,0,0,0,SKU003,False,12000,WH_N
0,0.0,0,0,2024-03-01,0,0,0,SKU003,False,12000,WH_S
0,0.0,0,0,2024-03-01,0,0,0,SKU004,False,14392,WH_N
0,0.0,0,0,2024-03-01,0,0,0,SKU004,False,14392,WH_S
0,0.0,0,0,2024-03-01,0,0,0,SKU005,False,16960,WH_N
0,0.0,0,0,2024-03-01,0,0,0,SKU005,False,16960,WH_S
0,0.0,0,0,2024-03-01,0,0,0,SKU006,False,15265,WH_N
0,0.0,0,0,2024-03-01,0,0,0,SKU006,False,15265,WH_S
0,0.0,0,0,2024-03-01,0,0,0,SKU007,False,17745,WH_N
0,0.0,0,0,2024-03-01,0,0,0,SKU007,False,17745,WH_S
0,0.0,0,0,2024-03-01,0,0,0,SKU008,False,20400,WH_N
0,0.0,0,0,2024-03-01,0,0,0,SKU008,False,20400,WH_S
0,0.0,0,0,2024-03-01,0,0,0,SKU009,False,23230,WH_N
0,0.0,0,0,2024-03-01,0,0,0,SKU009,False,23230,WH_S
0,0.0,0,0,2024-03-01,0,0,0,SKU010,False,9540,WH_N
0,0.0,0,0,2024-03-01,0,0,0,SKU010,False,9540,WH_S
0,0.0,0,0,2024-03-01,0,0,0,SKU011,False,9245,WH_N
0,0.0,0,0,2024-03-01,0,0,0,SKU011,False,9245,WH_S
0,0.0,0,0,2024-03-01,0,0,0,SKU012,False,11375,WH_N
0,0.0,0,0,2024-03-01,0,0,0,SKU012,False,11375,WH_S
0,0.0,0,0,2024-03-01,0,0,0,SKU013,False,13680,WH_N
0,0.0,0,0,2024-03-01,0,0,0,SKU013,False,13680,WH_S
0,0.0,0,0,2024-03-01,0,0,0,SKU014,False,16160,WH_N
0,0.0,0,0,2024-03-01,0,0,0,SKU014,False,16160,WH_S
0,0.0,0,0,2024-03-01,0,0,0,SKU015,False,18815,WH_N
0,0.0,0,0,2024-03-01,0,0,0,SKU015,False,18815,WH_S
0,0.0,0,0,2024-03-01,0,0,0,SKU016,False,16770,WH_N
0,0.0,0,0,2024-03-01,0,0,0,SKU016,False,16770,WH_S
967,81.0,212718,18699846,2024-03-01,1132,204,358,SKU017,False,19338,WH_N
0,0.0,38676,0,2024-03-01,260,43,301,SKU017,False,19338,WH_S
1688,145.5,375360,37271040,2024-03-01,1779,274,348,SKU018,False,22080,WH_N
125,10.8,66240,2760000,2024-03-01,396,80,348,SKU018,False,22080,WH_S
0,0.0,0,0,2024-03-01,0,0,0,SKU019,False,9090,WH_N
0,0.0,0,0,2024-03-01,0,0,0,SKU019,False,9090,WH_S
0,0.0,0,0,2024-03-01,0,0,0,SKU020,False,11395,WH_N
0,0.0,0,0,2024-03-01,0,0,0,SKU020,False,11395,WH_S
0,0.0,0,0,2024-03-01,0,0,0,SKU021,False,10750,WH_N
0,0.0,0,0,2024-03-01,0,0,0,SKU021,False,10750,WH_S
0,0.0,0,0,2024-03-01,0,0,0,SKU022,False,12968,WH_N
