cash_collected,closing_ar,credit_note,customer_id,dso,invoiced,month,opening_ar,overdue_0_30,overdue_31_60,overdue_61_plus
43586736,77036353,0,CUST022,30,47746238,2025-04-01,72876851,42369994,19259088,15407271
47396680,63813103,0,CUST023,30,49526946,2025-04-01,61682837,35097207,15953276,12762621
48587146,78202390,0,CUST024,30,51176475,2025-04-01,75613061,43011314,19550597,15640478
32670933,566904925,0,CUST001,45,52816380,2025-05-01,546759478,311797709,141726231,113380985
0,0,0,CUST002,45,0,2025-05-01,0,0,0,0
31332727,561202639,0,CUST003,45,47246714,2025-05-01,545288652,308661452,140300660,112240528
34312388,580031701,0,CUST004,45,53561137,2025-05-01,560782952,319017436,145007925,116006340
31077492,525949202,0,CUST005,45,49533120,2025-05-01,507493574,289272061,131487301,105189840
30568975,563432674,0,CUST006,45,48712860,2025-05-01,545288789,309887971,140858169,112686535
27844946,566954790,0,CUST007,45,46366802,2025-05-01,548432934,311825135,141738698,113390958
0,0,0,CUST008,45,0,2025-05-01,0,0,0,0
23819311,163884380,0,CUST009,55,46925358,2025-05-01,140778333,90136409,40971095,32776876
22747413,171562850,0,CUST010,55,45622688,2025-05-01,148687575,94359567,42890712,34312570
39593014,75412636,0,CUST011,30,42454188,2025-05-01,72551462,41476950,18853159,15082527
44011969,79473502,0,CUST012,30,46379655,2025-05-01,77105816,43710426,19868375,15894700
39367780,81758712,0,CUST013,30,43121506,2025-05-01,78004986,44967291,20439678,16351742
0,0,0,CUST014,30,0,2025-05-01,0,0,0,0
46708817,71671532,0,CUST015,30,51347008,2025-05-01,67033342,39419343,17917883,14334306
47329910,84155875,0,CUST016,30,50965200,2025-05-01,80520585,46285731,21038969,16831175
43867524,69227256,0,CUST017,7,48120597,2025-05-01,64974183,38074991,17306814,13845451
48759227,88806633,0,CUST018,7,50048146,2025-05-01,87517714,48843648,22201658,17761327
49114396,102584506,0,CUST019,7,51806507,2025-05-01,99892395,56421478,25646126,20516901
0,0,0,CUST020,7,0,2025-05-01,0,0,0,0
51447107,67488292,0,CUST021,7,53394050,2025-05-01,65541348,37118560,16872073,13497658
55737406,77610071,0,CUST022,30,56311124,2025-05-01,77036353,42685539,19402518,15522014
46508652,65733307,0,CUST023,30,48428856,2025-05-01,63813103,36153319,16433327,13146661
50800184,80271648,0,CUST024,30,52869442,2025-05-01,78202390,44149406,20067912,16054330
31724614,584273722,0,CUST001,45,49093411,2025-06-01,566904925,321350547,146068431,116854744
0,0,0,CUST002,45,0,2025-06-01,0,0,0,0
32141329,581485558,0,CUST003,45,52424248,2025-06-01,561202639,319817057,145371390,116297112
32770589,596639987,0,CUST004,45,49378874,2025-06-01,580031701,328151993,149159997,119327997
29616895,542890441,0,CUST005,45,46558134,2025-06-01,525949202,298589743,135722610,108578088
34457494,581289908,0,CUST006,45,52314728,2025-06-01,563432674,319709450,145322477,116257982
32331992,588400801,0,CUST007,45,53778003,2025-06-01,566954790,323620441,147100200,117680160
0,0,0,CUST008,45,0,2025-06-01,0,0,0,0
28865623,190338564,0,CUST009,55,55319807,2025-06-01,163884380,104686210,47584641,38067713
26492526,198993186,0,CUST010,55,53922863,2025-06-01,171562850,109446253,49748297,39798637
49768192,77116640,0,CUST011,30,51472197,2025-06-01,75412636,42414152,19279160,15423328
45415825,82996392,0,CUST012,30,48938715,2025-06-01,79473502,45648016,20749098,16599278
51620221,85371231,0,CUST013,30,55232740,2025-06-01,81758712,46954177,21342808,17074246
0,0,0,CUST014,30,0,2025-06-01,0,0,0,0
51045839,73111538,0,CUST015,30,52485845,2025-06-01,71671532,40211346,18277885,14622308
50905114,86967412,0,CUST016,30,53716651,2025-06-01,84155875,47832077,21741853,17393482
48053495,72085447,0,CUST017,7,50911686,2025-06-01,69227256,39646996,18021362,14417089
47416575,92278307,0,CUST018,7,50888249,2025-06-01,88806633,50753069,23069577,18455661
53768583,104047697,0,CUST019,7,55231775,2025-06-01,102584506,57226234,26011924,20809539
0,0,0,CUST020,7,0,2025-06-01,0,0,0,0
42304390,72155577,0,CUST021,7,46971675,2025-06-01,67488292,39685567,18038894,14431115
44415542,81004141,0,CUST022,30,47809613,2025-06-01,77610071,44552278,20251035,16200828
43051436,66590919,0,CUST023,30,43909047,2025-06-01,65733307,36625005,16647730,13318184
46113616,81223757,0,CUST024,30,47065725,2025-06-01,80271648,44673067,20305939,16244751
35075470,604125570,0,CUST001,45,54927318,2025-07-01,584273722,332269064,151031393,120825114
0,0,0,CUST002,45,0,2025-07-01,0,0,0,0
33802822,602951452,0,CUST003,45,55268716,2025-07-01,581485558,331623299,150737863,120590290
30947259,617144451,0,CUST004,45,51451724,2025-07-01,596639987,339429448,154286113,123428890
31026786,559087258,0,CUST005,45,47223603,2025-07-01,542890441,307497992,139771814,111817452
33481156,601679422,0,CUST006,45,53870670,2025-07-01,581289908,330923682,150419856,120335884
31805434,608243614,0,CUST007,45,51648247,2025-07-01,588400801,334533988,152060904,121648723
0,0,0,CUST008,45,0,2025-07-01,0,0,0,0
27594005,214836467,0,CUST009,55,52091908,2025-07-01,190338564,118160057,53709117,42967293
25516154,220968795,0,CUST010,55,47491763,2025-07-01,198993186,121532838,55242199,44193759
45452738,80105547,0,CUST011,30,48441645,2025-07-01,77116640,44058051,20026387,16021109
48502644,83656900,0,CUST012,30,49163152,2025-07-01,82996392,46011295,20914225,16731380
47190823,88010112,0,CUST013,30,49829705,2025-07-01,85371231,48405562,22002528,17602022
0,0,0,CUST014,30,0,2025-07-01,0,0,0,0
51738048,74925591,0,CUST015,30,53552101,2025-07-01,73111538,41209075,18731398,14985118
52272048,87126477,0,CUST016,30,52431113,2025-07-01,86967412,47919562,21781619,17425295
43050391,75212166,0,CUST017,7,46177110,2025-07-01,72085447,41366691,18803042,15042433
49059794,96617155,0,CUST018,7,53398642,2025-07-01,92278307,53139435,24154289,19323431
47011252,108305448,0,CUST019,7,51269003,2025-07-01,104047697,59567997,27076362,21661090
0,0,0,CUST020,7,0,2025-07-01,0,0,0,0
52223992,72205420,0,CUST021,7,52273835,2025-07-01,72155577,39712981,18051355,14441084
55312983,81857983,0,CUST022,30,56166825,2025-07-01,81004141,45021891,20464496,16371597
46111688,68162356,0,CUST023,30,47683125,2025-07-01,66590919,37489296,17040589,13632471
48412001,84254723,0,CUST024,30,51442966,2025-07-01,81223757,46340097,21063681,16850945
32553862,621279825,0,CUST001,45,49708117,2025-08-01,604125570,341703904,155319956,124255965
0,0,0,CUST002,45,0,2025-08-01,0,0,0,0
35614333,624152934,0,CUST003,45,56815815,2025-08-01,602951452,343284114,156038233,124830587
33657276,637349587,0,CUST004,45,53862412,2025-08-01,617144451,350542273,159337397,127469917
31613189,577464947,0,CUST005,45,49990878,2025-08-01,559087258,317605721,144366237,115492989
33037468,621299718,0,CUST006,45,52657763,2025-08-01,601679422,341714845,155324929,124259944
34360581,626905442,0,CUST007,45,53022408,2025-08-01,608243614,344797993,156726360,125381088
0,0,0,CUST008,45,0,2025-08-01,0,0,0,0
28149730,241284562,0,CUST009,55,54597826,2025-08-01,214836467,132706509,60321141,48256912
30164569,252222889,0,CUST010,55,61418663,2025-08-01,220968795,138722589,63055722,50444578
45804573,85117845,0,CUST011,30,50816871,2025-08-01,80105547,46814815,21279461,17023569
55309602,86929265,0,CUST012,30,58581967,2025-08-01,83656900,47811096,21732316,17385853
50264137,89460325,0,CUST013,30,51714349,2025-08-01,88010112,49203179,22365081,17892065
0,0,0,CUST014,30,0,2025-08-01,0,0,0,0
50042553,78206895,0,CUST015,30,53323857,2025-08-01,74925591,43013792,19551724,15641379
52658664,88783600,0,CUST016,30,54315787,2025-08-01,87126477,48830980,22195900,17756720
44898891,78576756,0,CUST017,7,48263481,2025-08-01,75212166,43217216,19644189,15715351
51160522,98486725,0,CUST018,7,53030092,2025-08-01,96617155,54167699,24621681,19697345
54717474,112794585,0,CUST019,7,59206611,2025-08-01,108305448,62037022,28198646,22558917
0,0,0,CUST020,7,0,2025-08-01,0,0,0,0
44624470,73031310,0,CUST021,7,45450360,2025-08-01,72205420,40167220,18257827,14606262
51969433,81980850,0,CUST022,30,52092300,2025-08-01,81857983,45089468,20495213,16396170
45116170,71121801,0,CUST023,30,48075615,2025-08-01,68162356,39116990,17780450,14224360
46435180,88164418,0,CUST024,30,50344875,2025-08-01,84254723,48490430,22041104,17632884
36883108,642906596,0,CUST001,45,58509879,2025-09-01,621279825,353598628,160726649,128581319
0,0,0,CUST002,45,0,2025-09-01,0,0,0,0
34133764,645140336,0,CUST003,45,55121166,2025-09-01,624152934,354827185,161285084,129028067
37988407,656776981,0,CUST004,45,57415801,2025-09-01,637349587,361227340,164194245,131355396
32189446,597266755,0,CUST005,45,51991254,2025-09-01,577464947,328496715,149316689,119453351
36902906,642757177,0,CUST006,45,58360365,2025-09-01,621299718,353516447,160689294,128551435
37679577,650558370,0,CUST007,45,61332505,2025-09-01,626905442,357807103,162639592,130111674
0,0,0,CUST008,45,0,2025-09-01,0,0,0,0
27135576,266797659,0,CUST009,55,52648673,2025-09-01,241284562,146738713,66699415,53359532
28207216,279688173,0,CUST010,55,55672500,2025-09-01,252222889,153828495,69922043,55937635
46976771,87667580,0,CUST011,30,49526505,2025-09-01,85117845,48217169,21916895,17533516
47089811,89311622,0,CUST012,30,49472168,2025-09-01,86929265,49121392,22327905,17862324
44802600,94189245,0,CUST013,30,49531520,2025-09-01,89460325,51804085,23547311,18837849
0,0,0,CUST014,30,0,2025-09-01,0,0,0,0
50625764,82398610,0,CUST015,30,54817479,2025-09-01,78206895,45319235,20599652,16479722
57047204,90329995,0,CUST016,30,58593599,2025-09-01,88783600,49681497,22582499,18065999
50758931,78849022,0,CUST017,7,51031197,2025-09-01,78576756,43366962,19712255,15769804
50086912,102833230,0,CUST018,7,54433417,2025-09-01,98486725,56558276,25708307,20566646
53977032,117614521,0,CUST019,7,58796968,2025-09-01,112794585,64687986,29403630,23522904
0,0,0,CUST020,7,0,2025-09-01,0,0,0,0
52460941,76059689,0,CUST021,7,55489320,2025-09-01,73031310,41832829,19014922,15211938
57065669,84261969,0,CUST022,30,59346788,2025-09-01,81980850,46344083,21065492,16852394
50832645,75826932,0,CUST023,30,55537776,2025-09-01,71121801,41704813,18956733,15165386
53033974,93823448,0,CUST024,30,58693004,2025-09-01,88164418,51602896,23455862,18764690
29411236,661524375,0,CUST001,45,48029015,2025-10-01,642906596,363838406,165381094,132304875
0,0,0,CUST002,45,0,2025-10-01,0,0,0,0
32863048,663771843,0,CUST003,45,51494555,2025-10-01,645140336,365074514,165942961,132754369
33874704,675950566,0,CUST004,45,53048288,2025-10-01,656776981,371772811,168987641,135190113
31859113,615193896,0,CUST005,45,49786254,2025-10-01,597266755,338356643,153798474,123038779
30701672,660586453,0,CUST006,45,48530947,2025-10-01,642757177,363322549,165146613,132117291
33702544,670875079,0,CUST007,45,54019253,2025-10-01,650558370,368981293,167718770,134175016
0,0,0,CUST008,45,0,2025-10-01,0,0,0,0
24365074,291020119,0,CUST009,55,48587534,2025-10-01,266797659,160061066,72755030,58204024
23477893,303860968,0,CUST010,55,47650688,2025-10-01,279688173,167123532,75965242,60772194
47142551,89590689,0,CUST011,30,49065660,2025-10-01,87667580,49274879,22397672,17918138
47493232,92441095,0,CUST012,30,50622705,2025-10-01,89311622,50842602,23110274,18488219
51051236,95001935,0,CUST013,30,51863926,2025-10-01,94189245,52251064,23750484,19000387
0,0,0,CUST014,30,0,2025-10-01,0,0,0,0
51759812,84027597,0,CUST015,30,53388799,2025-10-01,82398610,46215178,21006899,16805519
51335842,92236464,0,CUST016,30,53242311,2025-10-01,90329995,50730055,23059116,18447293
40885116,81465469,0,CUST017,7,43501563,2025-10-01,78849022,44806008,20366367,16293094
43901604,107060947,0,CUST018,7,48129322,2025-10-01,102833230,58883521,26765237,21412189
48970463,118809100,0,CUST019,7,50165042,2025-10-01,117614521,65345005,29702275,23761820
0,0,0,CUST020,7,0,2025-10-01,0,0,0,0
43305532,80851300,0,CUST021,7,48097143,2025-10-01,76059689,44468215,20212825,16170260
44352018,89175239,0,CUST022,30,49265288,2025-10-01,84261969,49046382,22293810,17835048
38592354,79069602,0,CUST023,30,41835024,2025-10-01,75826932,43488281,19767401,15813920
47152451,94076447,0,CUST024,30,47405451,2025-10-01,93823448,51742046,23519112,18815289
36018251,685121895,0,CUST001,45,59615771,2025-11-01,661524375,376817042,171280474,137024379
0,0,0,CUST002,45,0,2025-11-01,0,0,0,0
37890106,684508231,0,CUST003,45,58626494,2025-11-01,663771843,376479527,171127058,136901646
34525236,698102565,0,CUST004,45,56677236,2025-11-01,675950566,383956411,174525641,139620513
34589013,632495148,0,CUST005,45,51890265,2025-11-01,615193896,347872331,158123787,126499030
38154014,683340997,0,CUST006,45,60908558,2025-11-01,660586453,375837548,170835249,136668199
37087539,691378740,0,CUST007,45,57591200,2025-11-01,670875079,380258307,172844685,138275748
0,0,0,CUST008,45,0,2025-11-01,0,0,0,0
29611955,316293925,0,CUST009,55,54885761,2025-11-01,291020119,173961659,79073481,63258785
28960315,331145478,0,CUST010,55,56244825,2025-11-01,303860968,182130013,82786370,66229096
48555112,89958353,0,CUST011,30,48922776,2025-11-01,89590689,49477094,22489588,17991671
48813105,96018791,0,CUST012,30,52390800,2025-11-01,92441095,52810335,24004698,19203758
49128964,100354458,0,CUST013,30,54481487,2025-11-01,95001935,55194952,25088614,20070892
0,0,0,CUST014,30,0,2025-11-01,0,0,0,0
49944483,88790766,0,CUST015,30,54707653,2025-11-01,84027597,48834921,22197692,17758153
56543755,95764410,0,CUST016,30,60071701,2025-11-01,92236464,52670426,23941103,19152882
54602459,81840275,0,CUST017,7,54977265,2025-11-01,81465469,45012151,20460069,16368055
50004229,111602119,0,CUST018,7,54545401,2025-11-01,107060947,61381166,27900530,22320424
59672964,119696158,0,CUST019,7,60560022,2025-11-01,118809100,65832887,29924039,23939232
0,0,0,CUST020,7,0,2025-11-01,0,0,0,0
59779920,81845192,0,CUST021,7,60773812,2025-11-01,80851300,45014856,20461298,16369038
56848088,91358528,0,CUST022,30,59031376,2025-11-01,89175239,50247190,22839632,18271706
48185410,84387194,0,CUST023,30,53503002,2025-11-01,79069602,46412957,21096798,16877439
55417724,98833015,0,CUST024,30,60174292,2025-11-01,94076447,54358158,24708254,19766603
34302428,706395265,0,CUST001,45,55575797,2025-12-01,685121895,388517396,176598816,141279053
0,0,0,CUST002,45,0,2025-12-01,0,0,0,0
33740156,706057323,0,CUST003,45,55289248,2025-12-01,684508231,388331528,176514331,141211465
41571187,719258004,0,CUST004,45,62726626,2025-12-01,698102565,395591902,179814501,143851601
34266337,653296480,0,CUST005,45,55067670,2025-12-01,632495148,359313064,163324120,130659296
38860805,705670831,0,CUST006,45,61190639,2025-12-01,683340997,388118957,176417708,141134166
34247203,712737251,0,CUST007,45,55605714,2025-12-01,691378740,392005488,178184313,142547450
0,0,0,CUST008,45,0,2025-12-01,0,0,0,0
34025438,345115606,0,CUST009,55,62847118,2025-12-01,316293925,189813583,86278901,69023121
28957656,356696660,0,CUST010,55,54508838,2025-12-01,331145478,196183163,89174165,71339332
50846536,91701067,0,CUST011,30,52589250,2025-12-01,89958353,50435587,22925267,18340213
58438474,97698382,0,CUST012,30,60118065,2025-12-01,96018791,53734110,24424596,19539676
59985443,102931411,0,CUST013,30,62562397,2025-12-01,100354458,56612276,25732853,20586282
0,0,0,CUST014,30,0,2025-12-01,0,0,0,0
52037194,94186318,0,CUST015,30,57432746,2025-12-01,88790766,51802475,23546579,18837264
55849837,99313037,0,CUST016,30,59398463,2025-12-01,95764410,54622170,24828259,19862607
45136202,86126061,0,CUST017,7,49421988,2025-12-01,81840275,47369334,21531515,17225212
55699745,115690161,0,CUST018,7,59787787,2025-12-01,111602119,63629589,28922540,23138032
56252410,122000912,0,CUST019,7,58557164,2025-12-01,119696158,67100502,30500228,24400182
0,0,0,CUST020,7,0,2025-12-01,0,0,0,0
51304606,86122063,0,CUST021,7,55581477,2025-12-01,81845192,47367135,21530516,17224413
51291018,95417285,0,CUST022,30,55349775,2025-12-01,91358528,52479507,23854321,19083457
47944950,86712275,0,CUST023,30,50270031,2025-12-01,84387194,47691751,21678069,17342455
53387437,99389013,0,CUST024,30,53943435,2025-12-01,98833015,54663957,24847253,19877803
