period,sku,category,units,standard_unit_cost_vnd,actual_unit_cogs_vnd,standard_cogs_vnd,actual_cogs_vnd,material_price_variance_vnd,usage_yield_variance_vnd,conversion_variance_vnd,total_cogs_variance_vnd,evidence_class,allocation_note
2023-01,SKU001,Dairy,692,7740,7740,5356080,5356080,0,17567.94,-17567.94,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-06,SKU013,Dairy,1289,13680,15321.6,17633520,19749543,1735138.86,173513.84,207370.3,2116023,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-06,SKU014,Beverages,1133,16160,16160,18309280,18309280,0,180163.32,-180163.32,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-06,SKU015,Condiments,1207,18815,18815,22709705,22709705,0,223463.5,-223463.5,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-06,SKU016,Convenience Foods,1292,16770,16770,21666840,21666840,0,213201.71,-213201.71,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-06,SKU017,Dairy,636,19338,21658.56,12298968,13774843,1210217.5,121021.85,144635.65,1475875,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-06,SKU018,Beverages,692,22080,22080,15279360,15279360,0,150348.9,-150348.9,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-06,SKU019,Condiments,670,9090,9090,6090300,6090300,0,59928.55,-59928.55,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-06,SKU020,Convenience Foods,718,11395,11395,8181610,8181610,0,80507.04,-80507.04,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-06,SKU021,Dairy,783,10750,12040,8417250,9427320,828257.4,82825.74,98986.86,1010070,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-06,SKU022,Beverages,879,12968,12968,11398872,11398872,0,112164.9,-112164.9,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-06,SKU023,Condiments,899,15360,15360,13808640,13808640,0,135877.02,-135877.02,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-06,SKU024,Convenience Foods,876,17928,17928,15704928,15704928,0,154536.49,-154536.49,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-06,SKU025,Dairy,977,20670,23150.4,20194590,22617940,1987147,198714.77,237488.23,2423350,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-06,SKU026,Beverages,953,18275,18275,17416075,17416075,0,171374.18,-171374.18,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-06,SKU027,Condiments,947,20930,20930,19820710,19820710,0,195035.79,-195035.79,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-06,SKU028,Convenience Foods,1094,8640,8640,9452160,9452160,0,93009.25,-93009.25,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-06,SKU029,Dairy,1083,10858,12160.96,11759214,13170319,1157106.1,115710.67,138288.23,1411105,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-06,SKU030,Beverages,1239,13250,13250,16416750,16416750,0,161540.82,-161540.82,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-06,SKU031,Condiments,1230,12255,12255,15073650,15073650,0,148324.72,-148324.72,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-06,SKU032,Convenience Foods,1229,14560,14560,17894240,17894240,0,176079.32,-176079.32,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-06,SKU033,Dairy,1360,17040,19084.8,23174400,25955328,2280360.96,228036.1,272530.94,2780928,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-06,SKU034,Beverages,565,19695,19695,11127675,11127675,0,109496.32,-109496.32,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-06,SKU035,Condiments,624,22525,22525,14055600,14055600,0,138307.1,-138307.1,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-06,SKU036,Convenience Foods,707,19780,19780,13984460,13984460,0,137607.09,-137607.09,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU001,Dairy,630,7740,8668.8,4876200,5461344,479818.08,15993.94,89331.98,585144,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU002,Beverages,665,9782,9782,6505030,6505030,0,21336.5,-21336.5,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU003,Condiments,810,12000,12000,9720000,9720000,0,31881.6,-31881.6,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU004,Convenience Foods,784,14392,14392,11283328,11283328,0,37009.32,-37009.32,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU005,Dairy,841,16960,18995.2,14263360,15974964,1403515.28,46783.82,261304.9,1711604,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU006,Beverages,884,15265,15265,13494260,13494260,0,44261.17,-44261.17,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU007,Condiments,902,17745,17745,16005990,16005990,0,52499.65,-52499.65,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU008,Convenience Foods,1006,20400,20400,20522400,20522400,0,67313.47,-67313.47,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU009,Dairy,976,23230,26017.6,22672480,25393178,2230972.36,74365.73,415359.91,2720698,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU010,Beverages,1077,9540,9540,10274580,10274580,0,33700.62,-33700.62,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU011,Condiments,1048,9245,9245,9688760,9688760,0,31779.13,-31779.13,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU012,Convenience Foods,1197,11375,11375,13615875,13615875,0,44660.07,-44660.07,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU013,Dairy,1082,13680,15321.6,14801760,16577971,1456493.02,48549.77,271168.21,1776211,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU014,Beverages,1195,16160,16160,19311200,19311200,0,63340.74,-63340.74,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU015,Condiments,1242,18815,18815,23368230,23368230,0,76647.79,-76647.79,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU016,Convenience Foods,1328,16770,16770,22270560,22270560,0,73047.44,-73047.44,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU017,Dairy,652,19338,21658.56,12608376,14121381,1240664.1,41355.47,230985.43,1513005,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU018,Beverages,678,22080,22080,14970240,14970240,0,49102.39,-49102.39,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU019,Condiments,691,9090,9090,6281190,6281190,0,20602.3,-20602.3,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU020,Convenience Foods,706,11395,11395,8044870,8044870,0,26387.17,-26387.17,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU021,Dairy,784,10750,12040,8428000,9439360,829315.2,27643.84,154400.96,1011360,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU022,Beverages,877,12968,12968,11372936,11372936,0,37303.23,-37303.23,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU023,Condiments,928,15360,15360,14254080,14254080,0,46753.38,-46753.38,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU024,Convenience Foods,924,17928,17928,16565472,16565472,0,54334.75,-54334.75,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU025,Dairy,951,20670,23150.4,19657170,22016031,1934266.02,64475.52,360119.46,2358861,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU026,Beverages,1022,18275,18275,18677050,18677050,0,61260.72,-61260.72,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU027,Condiments,1045,20930,20930,21871850,21871850,0,71739.67,-71739.67,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU028,Convenience Foods,1041,8640,8640,8994240,8994240,0,29501.11,-29501.11,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU029,Dairy,1128,10858,12160.96,12247824,13717563,1205185.98,40172.86,224380.16,1469739,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU030,Beverages,1081,13250,13250,14323250,14323250,0,46980.26,-46980.26,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU031,Condiments,1155,12255,12255,14154525,14154525,0,46426.84,-46426.84,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU032,Convenience Foods,1320,14560,14560,19219200,19219200,0,63038.98,-63038.98,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU033,Dairy,1317,17040,19084.8,22441680,25134682,2208261.64,73608.71,411131.65,2693002,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU034,Beverages,653,19695,19695,12860835,12860835,0,42183.54,-42183.54,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU035,Condiments,690,22525,22525,15542250,15542250,0,50978.58,-50978.58,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-07,SKU036,Convenience Foods,690,19780,19780,13648200,13648200,0,44766.1,-44766.1,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU001,Dairy,733,7740,8668.8,5673420,6354230,558264.2,18608.82,103936.98,680810,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU002,Beverages,805,9782,9782,7874510,7874510,0,25828.39,-25828.39,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU003,Condiments,913,12000,12000,10956000,10956000,0,35935.68,-35935.68,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU004,Convenience Foods,804,14392,14392,11571168,11571168,0,37953.43,-37953.43,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU005,Dairy,891,16960,18995.2,15111360,16924723,1486957.66,49565.26,276840.08,1813363,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU006,Beverages,870,15265,15265,13280550,13280550,0,43560.2,-43560.2,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU007,Condiments,1014,17745,17745,17993430,17993430,0,59018.45,-59018.45,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU008,Convenience Foods,1035,20400,20400,21114000,21114000,0,69253.92,-69253.92,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU009,Dairy,969,23230,26017.6,22509870,25211055,2214971.7,73832.37,412380.93,2701185,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU010,Beverages,954,9540,9540,9101160,9101160,0,29851.8,-29851.8,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU011,Condiments,1156,9245,9245,10687220,10687220,0,35054.08,-35054.08,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU012,Convenience Foods,1238,11375,11375,14082250,14082250,0,46189.78,-46189.78,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU013,Dairy,1144,13680,15321.6,15649920,17527909,1539950.98,51331.74,286706.28,1877989,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU014,Beverages,1350,16160,16160,21816000,21816000,0,71556.48,-71556.48,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU015,Condiments,1387,18815,18815,26096405,26096405,0,85596.21,-85596.21,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU016,Convenience Foods,1288,16770,16770,21599760,21599760,0,70847.21,-70847.21,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU017,Dairy,612,19338,21658.56,11834856,13255038,1164549.24,38818.33,216814.43,1420182,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU018,Beverages,711,22080,22080,15698880,15698880,0,51492.33,-51492.33,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU019,Condiments,804,9090,9090,7308360,7308360,0,23971.42,-23971.42,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU020,Convenience Foods,788,11395,11395,8979260,8979260,0,29451.97,-29451.97,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU021,Dairy,813,10750,12040,8739750,9788520,859991.4,28666.38,160112.22,1048770,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU022,Beverages,766,12968,12968,9933488,9933488,0,32581.84,-32581.84,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU023,Condiments,895,15360,15360,13747200,13747200,0,45090.82,-45090.82,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU024,Convenience Foods,915,17928,17928,16404120,16404120,0,53805.51,-53805.51,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU025,Dairy,1116,20670,23150.4,23067720,25835847,2269864.14,75662.12,422600.74,2768127,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU026,Beverages,1144,18275,18275,20906600,20906600,0,68573.65,-68573.65,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU027,Condiments,1047,20930,20930,21913710,21913710,0,71876.97,-71876.97,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU028,Convenience Foods,1124,8640,8640,9711360,9711360,0,31853.26,-31853.26,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU029,Dairy,1138,10858,12160.96,12356404,13839173,1215870.58,40529.01,226369.41,1482769,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU030,Beverages,1209,13250,13250,16019250,16019250,0,52543.14,-52543.14,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU031,Condiments,1256,12255,12255,15392280,15392280,0,50486.68,-50486.68,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU032,Convenience Foods,1225,14560,14560,17836000,17836000,0,58502.08,-58502.08,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU033,Dairy,1340,17040,19084.8,22833600,25573632,2246826.24,74894.21,418311.55,2740032,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU034,Beverages,628,19695,19695,12368460,12368460,0,40568.55,-40568.55,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU035,Condiments,777,22525,22525,17501925,17501925,0,57406.31,-57406.31,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-08,SKU036,Convenience Foods,781,19780,19780,15448180,15448180,0,50670.03,-50670.03,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU001,Dairy,802,7740,8668.8,6207480,6952378,610816.36,20360.53,113721.11,744898,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU002,Beverages,734,9782,9782,7179988,7179988,0,23550.36,-23550.36,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU003,Condiments,826,12000,12000,9912000,9912000,0,32511.36,-32511.36,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU004,Convenience Foods,887,14392,14392,12765704,12765704,0,41871.51,-41871.51,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU005,Dairy,860,16960,18995.2,14585600,16335873,1435223.86,47840.77,267208.37,1750273,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU006,Beverages,928,15265,15265,14165920,14165920,0,46464.22,-46464.22,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU007,Condiments,1046,17745,17745,18561270,18561270,0,60880.97,-60880.97,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU008,Convenience Foods,925,20400,20400,18870000,18870000,0,61893.6,-61893.6,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU009,Dairy,976,23230,26017.6,22672480,25393177,2230971.54,74365.73,415359.73,2720697,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU010,Beverages,1092,9540,9540,10417680,10417680,0,34169.99,-34169.99,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU011,Condiments,1086,9245,9245,10040070,10040070,0,32931.43,-32931.43,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU012,Convenience Foods,1201,11375,11375,13661375,13661375,0,44809.31,-44809.31,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU013,Dairy,1355,13680,15321.6,18536400,20760767,1823980.94,60799.39,339586.67,2224367,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU014,Beverages,1266,16160,16160,20458560,20458560,0,67104.08,-67104.08,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU015,Condiments,1271,18815,18815,23913865,23913865,0,78437.48,-78437.48,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU016,Convenience Foods,1259,16770,16770,21113430,21113430,0,69252.05,-69252.05,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU017,Dairy,772,19338,21658.56,14928936,16720408,1469007.04,48966.91,273498.05,1791472,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU018,Beverages,722,22080,22080,15941760,15941760,0,52288.97,-52288.97,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU019,Condiments,807,9090,9090,7335630,7335630,0,24060.87,-24060.87,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU020,Convenience Foods,873,11395,11395,9947835,9947835,0,32628.9,-32628.9,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU021,Dairy,860,10750,12040,9245000,10354400,909708,30323.6,169368.4,1109400,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU022,Beverages,854,12968,12968,11074672,11074672,0,36324.92,-36324.92,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU023,Condiments,934,15360,15360,14346240,14346240,0,47055.67,-47055.67,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU024,Convenience Foods,968,17928,17928,17354304,17354304,0,56922.12,-56922.12,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU025,Dairy,1151,20670,23150.4,23791170,26646110,2341050.8,78035.04,435854.16,2854940,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU026,Beverages,1079,18275,18275,19718725,19718725,0,64677.42,-64677.42,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU027,Condiments,1013,20930,20930,21202090,21202090,0,69542.86,-69542.86,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU028,Convenience Foods,1119,8640,8640,9668160,9668160,0,31711.56,-31711.56,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU029,Dairy,1254,10858,12160.96,13615932,15249844,1339807.84,44660.26,249443.9,1633912,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU030,Beverages,1264,13250,13250,16748000,16748000,0,54933.44,-54933.44,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU031,Condiments,1339,12255,12255,16409445,16409445,0,53822.98,-53822.98,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU032,Convenience Foods,1451,14560,14560,21126560,21126560,0,69295.12,-69295.12,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU033,Dairy,1531,17040,19084.8,26088240,29218828,2567082.16,85569.43,477936.41,3130588,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU034,Beverages,691,19695,19695,13609245,13609245,0,44638.32,-44638.32,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU035,Condiments,748,22525,22525,16848700,16848700,0,55263.74,-55263.74,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-09,SKU036,Convenience Foods,724,19780,19780,14320720,14320720,0,46971.96,-46971.96,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU001,Dairy,623,7740,8668.8,4822020,5400662,474486.44,15816.23,88339.33,578642,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU002,Beverages,677,9782,9782,6622414,6622414,0,21721.52,-21721.52,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU003,Condiments,701,12000,12000,8412000,8412000,0,27591.36,-27591.36,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU004,Convenience Foods,782,14392,14392,11254544,11254544,0,36914.9,-36914.9,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU005,Dairy,728,16960,18995.2,12346880,13828505,1214932.5,40497.77,226194.73,1481625,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU006,Beverages,801,15265,15265,12227265,12227265,0,40105.43,-40105.43,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU007,Condiments,857,17745,17745,15207465,15207465,0,49880.49,-49880.49,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU008,Convenience Foods,836,20400,20400,17054400,17054400,0,55938.43,-55938.43,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU009,Dairy,995,23230,26017.6,23113850,25887511,2274402.02,75813.43,423445.55,2773661,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU010,Beverages,1063,9540,9540,10141020,10141020,0,33262.55,-33262.55,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU011,Condiments,990,9245,9245,9152550,9152550,0,30020.36,-30020.36,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU012,Convenience Foods,1007,11375,11375,11454625,11454625,0,37571.17,-37571.17,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU013,Dairy,1067,13680,15321.6,14596560,16348148,1436302.16,47876.72,267409.12,1751588,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU014,Beverages,1101,16160,16160,17792160,17792160,0,58358.28,-58358.28,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU015,Condiments,1183,18815,18815,22258145,22258145,0,73006.72,-73006.72,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU016,Convenience Foods,1256,16770,16770,21063120,21063120,0,69087.03,-69087.03,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU017,Dairy,653,19338,21658.56,12627714,14143040,1242567.32,41418.9,231339.78,1515326,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU018,Beverages,702,22080,22080,15500160,15500160,0,50840.52,-50840.52,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU019,Condiments,704,9090,9090,6399360,6399360,0,20989.9,-20989.9,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU020,Convenience Foods,771,11395,11395,8785545,8785545,0,28816.59,-28816.59,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU021,Dairy,752,10750,12040,8084000,9054080,795465.6,26515.52,148098.88,970080,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU022,Beverages,704,12968,12968,9129472,9129472,0,29944.67,-29944.67,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU023,Condiments,852,15360,15360,13086720,13086720,0,42924.44,-42924.44,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU024,Convenience Foods,957,17928,17928,17157096,17157096,0,56275.27,-56275.27,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU025,Dairy,902,20670,23150.4,18644340,20881661,1834603.22,61153.44,341564.34,2237321,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU026,Beverages,977,18275,18275,17854675,17854675,0,58563.33,-58563.33,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU027,Condiments,993,20930,20930,20783490,20783490,0,68169.85,-68169.85,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU028,Convenience Foods,1012,8640,8640,8743680,8743680,0,28679.27,-28679.27,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU029,Dairy,1093,10858,12160.96,11867794,13291930,1167791.52,38926.36,217418.12,1424136,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU030,Beverages,1083,13250,13250,14349750,14349750,0,47067.18,-47067.18,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU031,Condiments,1301,12255,12255,15943755,15943755,0,52295.52,-52295.52,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
2024-10,SKU032,Convenience Foods,1154,14560,14560,16802240,16802240,0,55111.35,-55111.35,0,SIMULATED/DERIVED,Synthetic variance decomposition; no plant actuals supplied
