period,sku,category,inventory_value_vnd,dio_proxy_days,slow_moving_flag,reserve_rate,reserve_vnd,evidence_class,policy
2024-03,SKU034,Beverages,107908905,266,true,0.15,16186335.75,SIMULATED/DERIVED,slow_moving_15pct
2024-03,SKU035,Condiments,35994950,65.65,true,0.15,5399242.5,SIMULATED/DERIVED,slow_moving_15pct
2024-03,SKU036,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU001,Dairy,11424240,58.55,false,0.01,114242.4,SIMULATED/DERIVED,normal_1pct
2024-04,SKU002,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU003,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU004,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU005,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU006,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU007,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU008,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU009,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU010,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU011,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU012,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU013,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU014,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU015,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU016,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU017,Dairy,16746708,36.8,false,0.01,167467.08,SIMULATED/DERIVED,normal_1pct
2024-04,SKU018,Beverages,36961920,68.05,true,0.15,5544288,SIMULATED/DERIVED,slow_moving_15pct
2024-04,SKU019,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU020,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU021,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU022,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU023,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU024,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU025,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU026,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU027,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU028,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU029,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU030,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU031,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU032,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU033,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-04,SKU034,Beverages,119509260,250.05,true,0.15,17926389,SIMULATED/DERIVED,slow_moving_15pct
2024-04,SKU035,Condiments,34936275,62.55,true,0.15,5240441.25,SIMULATED/DERIVED,slow_moving_15pct
2024-04,SKU036,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU001,Dairy,11277180,71.2,true,0.15,1691577,SIMULATED/DERIVED,slow_moving_15pct
2024-05,SKU002,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU003,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU004,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU005,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU006,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU007,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU008,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU009,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU010,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU011,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU012,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU013,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU014,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU015,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU016,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU017,Dairy,15489738,38.75,false,0.01,154897.38,SIMULATED/DERIVED,normal_1pct
2024-05,SKU018,Beverages,36255360,76.75,true,0.15,5438304,SIMULATED/DERIVED,slow_moving_15pct
2024-05,SKU019,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU020,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU021,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU022,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU023,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU024,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU025,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU026,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU027,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU028,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU029,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU030,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU031,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU032,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU033,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-05,SKU034,Beverages,139460295,340.45,true,0.15,20919044.25,SIMULATED/DERIVED,slow_moving_15pct
2024-05,SKU035,Condiments,38022200,77.45,true,0.15,5703330,SIMULATED/DERIVED,slow_moving_15pct
2024-05,SKU036,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU001,Dairy,11091420,63.8,true,0.15,1663713,SIMULATED/DERIVED,slow_moving_15pct
2024-06,SKU002,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU003,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU004,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU005,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU006,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU007,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU008,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU009,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU010,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU011,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU012,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU013,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU014,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU015,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU016,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU017,Dairy,11873532,28.95,false,0.01,118735.32,SIMULATED/DERIVED,normal_1pct
2024-06,SKU018,Beverages,35990400,70.65,true,0.15,5398560,SIMULATED/DERIVED,slow_moving_15pct
2024-06,SKU019,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU020,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU021,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU022,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU023,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU024,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU025,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU026,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU027,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU028,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU029,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU030,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU031,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU032,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU033,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-06,SKU034,Beverages,152655945,412.3,true,0.15,22898391.75,SIMULATED/DERIVED,slow_moving_15pct
2024-06,SKU035,Condiments,41198225,87.95,true,0.15,6179733.75,SIMULATED/DERIVED,slow_moving_15pct
2024-06,SKU036,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU001,Dairy,10797300,66.45,true,0.15,1619595,SIMULATED/DERIVED,slow_moving_15pct
2024-07,SKU002,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU003,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU004,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU005,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU006,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU007,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU008,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU009,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU010,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU011,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU012,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU013,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU014,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU015,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU016,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU017,Dairy,8934156,21.25,false,0.01,89341.56,SIMULATED/DERIVED,normal_1pct
2024-07,SKU018,Beverages,39059520,78.25,true,0.15,5858928,SIMULATED/DERIVED,slow_moving_15pct
2024-07,SKU019,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU020,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU021,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU022,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU023,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU024,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU025,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU026,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU027,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU028,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU029,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU030,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU031,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU032,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU033,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-07,SKU034,Beverages,172094910,402.05,true,0.15,25814236.5,SIMULATED/DERIVED,slow_moving_15pct
2024-07,SKU035,Condiments,40139550,77.5,true,0.15,6020932.5,SIMULATED/DERIVED,slow_moving_15pct
2024-07,SKU036,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU001,Dairy,10952100,58,false,0.01,109521,SIMULATED/DERIVED,normal_1pct
2024-08,SKU002,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU003,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU004,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU005,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU006,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU007,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU008,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU009,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU010,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU011,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU012,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU013,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU014,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU015,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU016,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU017,Dairy,4389726,11.15,false,0.01,43897.26,SIMULATED/DERIVED,normal_1pct
2024-08,SKU018,Beverages,40163520,76.85,true,0.15,6024528,SIMULATED/DERIVED,slow_moving_15pct
2024-08,SKU019,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU020,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU021,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU022,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU023,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU024,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU025,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU026,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU027,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU028,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU029,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU030,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU031,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU032,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU033,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-08,SKU034,Beverages,190824855,462.85,true,0.15,28623728.25,SIMULATED/DERIVED,slow_moving_15pct
2024-08,SKU035,Condiments,37774425,64.85,true,0.15,5666163.75,SIMULATED/DERIVED,slow_moving_15pct
2024-08,SKU036,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU001,Dairy,10905660,52.7,false,0.01,109056.6,SIMULATED/DERIVED,normal_1pct
2024-09,SKU002,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU003,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU004,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU005,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU006,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU007,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU008,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU009,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU010,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU011,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU012,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU013,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU014,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU015,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU016,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU017,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU018,Beverages,38375040,72.2,true,0.15,5756256,SIMULATED/DERIVED,slow_moving_15pct
2024-09,SKU019,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU020,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU021,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU022,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU023,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU024,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU025,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU026,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU027,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU028,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU029,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU030,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU031,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU032,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU033,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-09,SKU034,Beverages,219421995,484.4,true,0.15,32913299.25,SIMULATED/DERIVED,slow_moving_15pct
2024-09,SKU035,Condiments,39125925,69.65,true,0.15,5868888.75,SIMULATED/DERIVED,slow_moving_15pct
2024-09,SKU036,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU001,Dairy,11192040,69.75,true,0.15,1678806,SIMULATED/DERIVED,slow_moving_15pct
2024-10,SKU002,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU003,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU004,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU005,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU006,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU007,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU008,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU009,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU010,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU011,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU012,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU013,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU014,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU015,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU016,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU017,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU018,Beverages,39059520,75.6,true,0.15,5858928,SIMULATED/DERIVED,slow_moving_15pct
2024-10,SKU019,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU020,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU021,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU022,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU023,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU024,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU025,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU026,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU027,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU028,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU029,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU030,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU031,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU032,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU033,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-10,SKU034,Beverages,270550215,705.65,true,0.15,40582532.25,SIMULATED/DERIVED,slow_moving_15pct
2024-10,SKU035,Condiments,38067250,82.05,true,0.15,5710087.5,SIMULATED/DERIVED,slow_moving_15pct
2024-10,SKU036,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-11,SKU001,Dairy,10735380,56.55,false,0.01,107353.8,SIMULATED/DERIVED,normal_1pct
2024-11,SKU002,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-11,SKU003,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-11,SKU004,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-11,SKU005,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-11,SKU006,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-11,SKU007,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-11,SKU008,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-11,SKU009,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-11,SKU010,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-11,SKU011,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-11,SKU012,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-11,SKU013,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-11,SKU014,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-11,SKU015,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-11,SKU016,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-11,SKU017,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-11,SKU018,Beverages,41068800,67.55,true,0.15,6160320,SIMULATED/DERIVED,slow_moving_15pct
2024-11,SKU019,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-11,SKU020,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-11,SKU021,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-11,SKU022,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-11,SKU023,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-11,SKU024,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-11,SKU025,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-11,SKU026,Beverages,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-11,SKU027,Condiments,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-11,SKU028,Convenience Foods,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
2024-11,SKU029,Dairy,0,0,false,0.01,0,SIMULATED/DERIVED,normal_1pct
