posting_id,document_type,company_code,posting_date,period,currency,cost_center,profit_center,gl_account,gl_account_name,management_line,debit_vnd,credit_vnd,signed_amount_vnd,source_system,source_table,mapping_version,mapping_status,exception_status,evidence_class
SIM-202309-00177,KR,VNO1,2023-09-28,2023-09,VND,CC-G&A,PC-CORP,6000,Controllable OPEX,Controllable OPEX,975137702,0,-975137702,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202309-00178,KR,VNO1,2023-09-28,2023-09,VND,CC-G&A,PC-CORP,6100,Depreciation,Depreciation,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202309-00179,KR,VNO1,2023-09-28,2023-09,VND,CC-TREASURY,PC-CORP,6200,Finance Cost,Finance Cost,45260417,0,-45260417,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202309-00180,KR,VNO1,2023-09-28,2023-09,VND,CC-TAX,PC-CORP,6300,Tax Proxy,Tax Proxy,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202310-00181,AA,VNO1,2023-10-28,2023-10,VND,CC-CORPORATE,PC-CORP,1000,Cash,Cash,-1036406762,0,1036406762,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202310-00182,AA,VNO1,2023-10-28,2023-10,VND,CC-CORPORATE,PC-CORP,1100,Trade Receivables,Trade Receivables,1506128209,0,-1506128209,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202310-00183,AA,VNO1,2023-10-28,2023-10,VND,CC-CORPORATE,PC-CORP,1200,Inventory,Inventory,289827658,0,-289827658,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202310-00184,AA,VNO1,2023-10-28,2023-10,VND,CC-CORPORATE,PC-CORP,1500,Net PP&E,Net PP&E,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202310-00185,AB,VNO1,2023-10-28,2023-10,VND,CC-CORPORATE,PC-CORP,2000,Trade Payables,Trade Payables,0,1058691023,1058691023,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202310-00186,AB,VNO1,2023-10-28,2023-10,VND,CC-CORPORATE,PC-CORP,2500,Debt,Debt,0,6500000000,6500000000,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202310-00187,AB,VNO1,2023-10-28,2023-10,VND,CC-CORPORATE,PC-CORP,3000,Opening Retained Earnings,Opening Retained Earnings,6109130466,0,-6109130466,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202310-00188,SA,VNO1,2023-10-28,2023-10,VND,CC-COMMERCIAL,PC-FMCG,4000,Gross Sales,Gross Sales,0,1039482500,1039482500,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202310-00189,SA,VNO1,2023-10-28,2023-10,VND,CC-COMMERCIAL,PC-FMCG,4010,Invoice Discounts,Invoice Discounts,50168550,0,-50168550,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202310-00190,SA,VNO1,2023-10-28,2023-10,VND,CC-COMMERCIAL,PC-FMCG,4020,Returns,Returns,7958933,0,-7958933,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202310-00191,SA,VNO1,2023-10-28,2023-10,VND,CC-COMMERCIAL,PC-FMCG,4030,Rebates,Rebates,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202310-00192,SA,VNO1,2023-10-28,2023-10,VND,CC-COMMERCIAL,PC-FMCG,4040,Voucher Support,Voucher Support,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202310-00193,KR,VNO1,2023-10-28,2023-10,VND,CC-SUPPLY,PC-FMCG,5000,COGS,COGS,511619187,0,-511619187,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202310-00194,KR,VNO1,2023-10-28,2023-10,VND,CC-TRADE,PC-FMCG,5100,Channel Fees,Channel Fees,61588448,0,-61588448,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202310-00195,KR,VNO1,2023-10-28,2023-10,VND,CC-TRADE,PC-FMCG,5200,Trade Spend,Trade Spend,24558447,0,-24558447,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202310-00196,KR,VNO1,2023-10-28,2023-10,VND,CC-TRADE,PC-FMCG,5300,Variable Fulfilment,Variable Fulfilment,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202310-00197,KR,VNO1,2023-10-28,2023-10,VND,CC-G&A,PC-CORP,6000,Controllable OPEX,Controllable OPEX,1028652470,0,-1028652470,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202310-00198,KR,VNO1,2023-10-28,2023-10,VND,CC-G&A,PC-CORP,6100,Depreciation,Depreciation,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202310-00199,KR,VNO1,2023-10-28,2023-10,VND,CC-TREASURY,PC-CORP,6200,Finance Cost,Finance Cost,44947917,0,-44947917,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202310-00200,KR,VNO1,2023-10-28,2023-10,VND,CC-TAX,PC-CORP,6300,Tax Proxy,Tax Proxy,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202311-00201,AA,VNO1,2023-11-28,2023-11,VND,CC-CORPORATE,PC-CORP,1000,Cash,Cash,-1826207214,0,1826207214,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202311-00202,AA,VNO1,2023-11-28,2023-11,VND,CC-CORPORATE,PC-CORP,1100,Trade Receivables,Trade Receivables,1673851355,0,-1673851355,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202311-00203,AA,VNO1,2023-11-28,2023-11,VND,CC-CORPORATE,PC-CORP,1200,Inventory,Inventory,257041042,0,-257041042,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202311-00204,AA,VNO1,2023-11-28,2023-11,VND,CC-CORPORATE,PC-CORP,1500,Net PP&E,Net PP&E,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202311-00205,AB,VNO1,2023-11-28,2023-11,VND,CC-CORPORATE,PC-CORP,2000,Trade Payables,Trade Payables,0,1153870556,1153870556,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202311-00206,AB,VNO1,2023-11-28,2023-11,VND,CC-CORPORATE,PC-CORP,2500,Debt,Debt,0,6450000000,6450000000,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202311-00207,AB,VNO1,2023-11-28,2023-11,VND,CC-CORPORATE,PC-CORP,3000,Opening Retained Earnings,Opening Retained Earnings,6799141918,0,-6799141918,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202311-00208,SA,VNO1,2023-11-28,2023-11,VND,CC-COMMERCIAL,PC-FMCG,4000,Gross Sales,Gross Sales,0,1196287000,1196287000,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202311-00209,SA,VNO1,2023-11-28,2023-11,VND,CC-COMMERCIAL,PC-FMCG,4010,Invoice Discounts,Invoice Discounts,57177560,0,-57177560,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202311-00210,SA,VNO1,2023-11-28,2023-11,VND,CC-COMMERCIAL,PC-FMCG,4020,Returns,Returns,9035324,0,-9035324,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202311-00211,SA,VNO1,2023-11-28,2023-11,VND,CC-COMMERCIAL,PC-FMCG,4030,Rebates,Rebates,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202311-00212,SA,VNO1,2023-11-28,2023-11,VND,CC-COMMERCIAL,PC-FMCG,4040,Voucher Support,Voucher Support,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202311-00213,KR,VNO1,2023-11-28,2023-11,VND,CC-SUPPLY,PC-FMCG,5000,COGS,COGS,588234366,0,-588234366,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202311-00214,KR,VNO1,2023-11-28,2023-11,VND,CC-TRADE,PC-FMCG,5100,Channel Fees,Channel Fees,70388138,0,-70388138,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202311-00215,KR,VNO1,2023-11-28,2023-11,VND,CC-TRADE,PC-FMCG,5200,Trade Spend,Trade Spend,28405224,0,-28405224,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202311-00216,KR,VNO1,2023-11-28,2023-11,VND,CC-TRADE,PC-FMCG,5300,Variable Fulfilment,Variable Fulfilment,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202311-00217,KR,VNO1,2023-11-28,2023-11,VND,CC-G&A,PC-CORP,6000,Controllable OPEX,Controllable OPEX,1098454426,0,-1098454426,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202311-00218,KR,VNO1,2023-11-28,2023-11,VND,CC-G&A,PC-CORP,6100,Depreciation,Depreciation,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202311-00219,KR,VNO1,2023-11-28,2023-11,VND,CC-TREASURY,PC-CORP,6200,Finance Cost,Finance Cost,44635417,0,-44635417,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202311-00220,KR,VNO1,2023-11-28,2023-11,VND,CC-TAX,PC-CORP,6300,Tax Proxy,Tax Proxy,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202312-00221,AA,VNO1,2023-12-28,2023-12,VND,CC-CORPORATE,PC-CORP,1000,Cash,Cash,-2688150092,0,2688150092,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202312-00222,AA,VNO1,2023-12-28,2023-12,VND,CC-CORPORATE,PC-CORP,1100,Trade Receivables,Trade Receivables,1847109835,0,-1847109835,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202312-00223,AA,VNO1,2023-12-28,2023-12,VND,CC-CORPORATE,PC-CORP,1200,Inventory,Inventory,232254329,0,-232254329,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202312-00224,AA,VNO1,2023-12-28,2023-12,VND,CC-CORPORATE,PC-CORP,1500,Net PP&E,Net PP&E,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202312-00225,AB,VNO1,2023-12-28,2023-12,VND,CC-CORPORATE,PC-CORP,2000,Trade Payables,Trade Payables,0,1259575243,1259575243,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202312-00226,AB,VNO1,2023-12-28,2023-12,VND,CC-CORPORATE,PC-CORP,2500,Debt,Debt,0,6400000000,6400000000,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202312-00227,AB,VNO1,2023-12-28,2023-12,VND,CC-CORPORATE,PC-CORP,3000,Opening Retained Earnings,Opening Retained Earnings,7499185373,0,-7499185373,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202312-00228,SA,VNO1,2023-12-28,2023-12,VND,CC-COMMERCIAL,PC-FMCG,4000,Gross Sales,Gross Sales,0,1224171500,1224171500,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202312-00229,SA,VNO1,2023-12-28,2023-12,VND,CC-COMMERCIAL,PC-FMCG,4010,Invoice Discounts,Invoice Discounts,59032820,0,-59032820,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202312-00230,SA,VNO1,2023-12-28,2023-12,VND,CC-COMMERCIAL,PC-FMCG,4020,Returns,Returns,9344619,0,-9344619,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202312-00231,SA,VNO1,2023-12-28,2023-12,VND,CC-COMMERCIAL,PC-FMCG,4030,Rebates,Rebates,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202312-00232,SA,VNO1,2023-12-28,2023-12,VND,CC-COMMERCIAL,PC-FMCG,4040,Voucher Support,Voucher Support,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202312-00233,KR,VNO1,2023-12-28,2023-12,VND,CC-SUPPLY,PC-FMCG,5000,COGS,COGS,602643910,0,-602643910,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202312-00234,KR,VNO1,2023-12-28,2023-12,VND,CC-TRADE,PC-FMCG,5100,Channel Fees,Channel Fees,72545564,0,-72545564,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202312-00235,KR,VNO1,2023-12-28,2023-12,VND,CC-TRADE,PC-FMCG,5200,Trade Spend,Trade Spend,28979518,0,-28979518,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202312-00236,KR,VNO1,2023-12-28,2023-12,VND,CC-TRADE,PC-FMCG,5300,Variable Fulfilment,Variable Fulfilment,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202312-00237,KR,VNO1,2023-12-28,2023-12,VND,CC-G&A,PC-CORP,6000,Controllable OPEX,Controllable OPEX,1176477950,0,-1176477950,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202312-00238,KR,VNO1,2023-12-28,2023-12,VND,CC-G&A,PC-CORP,6100,Depreciation,Depreciation,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202312-00239,KR,VNO1,2023-12-28,2023-12,VND,CC-TREASURY,PC-CORP,6200,Finance Cost,Finance Cost,44322917,0,-44322917,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202312-00240,KR,VNO1,2023-12-28,2023-12,VND,CC-TAX,PC-CORP,6300,Tax Proxy,Tax Proxy,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202401-00241,AA,VNO1,2024-01-28,2024-01,VND,CC-CORPORATE,PC-CORP,1000,Cash,Cash,-3396612739,0,3396612739,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202401-00242,AA,VNO1,2024-01-28,2024-01,VND,CC-CORPORATE,PC-CORP,1100,Trade Receivables,Trade Receivables,1993782207,0,-1993782207,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202401-00243,AA,VNO1,2024-01-28,2024-01,VND,CC-CORPORATE,PC-CORP,1200,Inventory,Inventory,221738711,0,-221738711,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202401-00244,AA,VNO1,2024-01-28,2024-01,VND,CC-CORPORATE,PC-CORP,1500,Net PP&E,Net PP&E,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202401-00245,AB,VNO1,2024-01-28,2024-01,VND,CC-CORPORATE,PC-CORP,2000,Trade Payables,Trade Payables,0,1374052702,1374052702,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202401-00246,AB,VNO1,2024-01-28,2024-01,VND,CC-CORPORATE,PC-CORP,2500,Debt,Debt,0,6350000000,6350000000,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202401-00247,AB,VNO1,2024-01-28,2024-01,VND,CC-CORPORATE,PC-CORP,3000,Opening Retained Earnings,Opening Retained Earnings,8268361171,0,-8268361171,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202401-00248,SA,VNO1,2024-01-28,2024-01,VND,CC-COMMERCIAL,PC-FMCG,4000,Gross Sales,Gross Sales,0,1059661500,1059661500,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202401-00249,SA,VNO1,2024-01-28,2024-01,VND,CC-COMMERCIAL,PC-FMCG,4010,Invoice Discounts,Invoice Discounts,50659375,0,-50659375,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202401-00250,SA,VNO1,2024-01-28,2024-01,VND,CC-COMMERCIAL,PC-FMCG,4020,Returns,Returns,8006945,0,-8006945,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202401-00251,SA,VNO1,2024-01-28,2024-01,VND,CC-COMMERCIAL,PC-FMCG,4030,Rebates,Rebates,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202401-00252,SA,VNO1,2024-01-28,2024-01,VND,CC-COMMERCIAL,PC-FMCG,4040,Voucher Support,Voucher Support,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202401-00253,KR,VNO1,2024-01-28,2024-01,VND,CC-SUPPLY,PC-FMCG,5000,COGS,COGS,521682089,0,-521682089,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202401-00254,KR,VNO1,2024-01-28,2024-01,VND,CC-TRADE,PC-FMCG,5100,Channel Fees,Channel Fees,66915543,0,-66915543,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202401-00255,KR,VNO1,2024-01-28,2024-01,VND,CC-TRADE,PC-FMCG,5200,Trade Spend,Trade Spend,25063544,0,-25063544,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202401-00256,KR,VNO1,2024-01-28,2024-01,VND,CC-TRADE,PC-FMCG,5300,Variable Fulfilment,Variable Fulfilment,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202401-00257,KR,VNO1,2024-01-28,2024-01,VND,CC-G&A,PC-CORP,6000,Controllable OPEX,Controllable OPEX,980106939,0,-980106939,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202401-00258,KR,VNO1,2024-01-28,2024-01,VND,CC-G&A,PC-CORP,6100,Depreciation,Depreciation,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202401-00259,KR,VNO1,2024-01-28,2024-01,VND,CC-TREASURY,PC-CORP,6200,Finance Cost,Finance Cost,44010417,0,-44010417,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202401-00260,KR,VNO1,2024-01-28,2024-01,VND,CC-TAX,PC-CORP,6300,Tax Proxy,Tax Proxy,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202402-00261,AA,VNO1,2024-02-28,2024-02,VND,CC-CORPORATE,PC-CORP,1000,Cash,Cash,-4141958976,0,4141958976,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202402-00262,AA,VNO1,2024-02-28,2024-02,VND,CC-CORPORATE,PC-CORP,1100,Trade Receivables,Trade Receivables,2155087875,0,-2155087875,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202402-00263,AA,VNO1,2024-02-28,2024-02,VND,CC-CORPORATE,PC-CORP,1200,Inventory,Inventory,222595121,0,-222595121,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
SIM-202402-00264,AA,VNO1,2024-02-28,2024-02,VND,CC-CORPORATE,PC-CORP,1500,Net PP&E,Net PP&E,0,0,0,SYNTHETIC_LEDGER,trial_balance_monthly.csv,VNO-FPA-MAP-v1,APPROVED_SIMULATED,NO_EXCEPTION,SIMULATED_DERIVED
