snapshot_id,forecast_version,target_period,metric_id,horizon_months,forecast_created_at,forecast_cutoff_at,actual_period_close_date,actual_available_at,as_of_date,forecast_value_vnd,actual_value_vnd,error_vnd,abs_error_vnd,snapshot_status,evidence_class,source_model_version,approver
RF3-2025-07-REVENUE,RF3,2025-07,REVENUE,1,2025-06-05,2025-06-30,2025-07-31,2025-08-15,2026-01-31,1041190218.57,1025803171,15387047.56,15387047.56,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-07-GROSS_PROFIT,RF3,2025-07,GROSS_PROFIT,1,2025-06-05,2025-06-30,2025-07-31,2025-08-15,2026-01-31,498646722.38,491277559,7369163.38,7369163.38,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-07-EBITDA_PROXY,RF3,2025-07,EBITDA_PROXY,1,2025-06-05,2025-06-30,2025-07-31,2025-08-15,2026-01-31,-762891160.4,-751616906.8,-11274253.6,11274253.6,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-07-CFO,RF3,2025-07,CFO,1,2025-06-05,2025-06-30,2025-07-31,2025-08-15,2026-01-31,-1051761512.03,-1067778184.8,16016672.77,16016672.77,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-07-WORKING_CAPITAL,RF3,2025-07,WORKING_CAPITAL,1,2025-06-05,2025-06-30,2025-07-31,2025-08-15,2026-01-31,3007070185.02,3052863132,-45792946.98,45792946.98,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
LATEST_ESTIMATE-2025-07-REVENUE,LATEST_ESTIMATE,2025-07,REVENUE,1,2025-06-05,2025-06-30,2025-07-31,2025-08-15,2026-01-31,1036061202.71,1025803171,10258031.71,10258031.71,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
LATEST_ESTIMATE-2025-07-GROSS_PROFIT,LATEST_ESTIMATE,2025-07,GROSS_PROFIT,1,2025-06-05,2025-06-30,2025-07-31,2025-08-15,2026-01-31,496190334.59,491277559,4912775.59,4912775.59,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
LATEST_ESTIMATE-2025-07-EBITDA_PROXY,LATEST_ESTIMATE,2025-07,EBITDA_PROXY,1,2025-06-05,2025-06-30,2025-07-31,2025-08-15,2026-01-31,-759133075.87,-751616906.8,-7516169.07,7516169.07,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
LATEST_ESTIMATE-2025-07-CFO,LATEST_ESTIMATE,2025-07,CFO,1,2025-06-05,2025-06-30,2025-07-31,2025-08-15,2026-01-31,-1057100402.95,-1067778184.8,10677781.85,10677781.85,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
LATEST_ESTIMATE-2025-07-WORKING_CAPITAL,LATEST_ESTIMATE,2025-07,WORKING_CAPITAL,1,2025-06-05,2025-06-30,2025-07-31,2025-08-15,2026-01-31,3022334500.68,3052863132,-30528631.32,30528631.32,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
ACTUAL-2025-07-REVENUE,ACTUAL,2025-07,REVENUE,0,2025-07-31T23:59:00Z,2025-07-31,2025-07-31,2025-08-15,2026-01-31,1025803171,1025803171,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
ACTUAL-2025-07-GROSS_PROFIT,ACTUAL,2025-07,GROSS_PROFIT,0,2025-07-31T23:59:00Z,2025-07-31,2025-07-31,2025-08-15,2026-01-31,491277559,491277559,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
ACTUAL-2025-07-EBITDA_PROXY,ACTUAL,2025-07,EBITDA_PROXY,0,2025-07-31T23:59:00Z,2025-07-31,2025-07-31,2025-08-15,2026-01-31,-751616906.8,-751616906.8,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
ACTUAL-2025-07-CFO,ACTUAL,2025-07,CFO,0,2025-07-31T23:59:00Z,2025-07-31,2025-07-31,2025-08-15,2026-01-31,-1067778184.8,-1067778184.8,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
ACTUAL-2025-07-WORKING_CAPITAL,ACTUAL,2025-07,WORKING_CAPITAL,0,2025-07-31T23:59:00Z,2025-07-31,2025-07-31,2025-08-15,2026-01-31,3052863132,3052863132,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
BUDGET-2025-08-REVENUE,BUDGET,2025-08,REVENUE,6,2025-02-05,2025-02-28,2025-08-31,2025-09-15,2026-01-31,1141873250.76,1057290047,84583203.76,84583203.76,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
BUDGET-2025-08-GROSS_PROFIT,BUDGET,2025-08,GROSS_PROFIT,6,2025-02-05,2025-02-28,2025-08-31,2025-09-15,2026-01-31,536220335.88,496500311,39720024.88,39720024.88,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
BUDGET-2025-08-EBITDA_PROXY,BUDGET,2025-08,EBITDA_PROXY,6,2025-02-05,2025-02-28,2025-08-31,2025-09-15,2026-01-31,-855793408.32,-792401304,-63392104.32,63392104.32,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
BUDGET-2025-08-CFO,BUDGET,2025-08,CFO,6,2025-02-05,2025-02-28,2025-08-31,2025-09-15,2026-01-31,-1099109579,-1194684325,95574746,95574746,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
BUDGET-2025-08-WORKING_CAPITAL,BUDGET,2025-08,WORKING_CAPITAL,6,2025-02-05,2025-02-28,2025-08-31,2025-09-15,2026-01-31,3137957377.12,3410823236,-272865858.88,272865858.88,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-08-REVENUE,RF1,2025-08,REVENUE,3,2025-05-05,2025-05-31,2025-08-31,2025-09-15,2026-01-31,1110154549.35,1057290047,52864502.35,52864502.35,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-08-GROSS_PROFIT,RF1,2025-08,GROSS_PROFIT,3,2025-05-05,2025-05-31,2025-08-31,2025-09-15,2026-01-31,521325326.55,496500311,24825015.55,24825015.55,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-08-EBITDA_PROXY,RF1,2025-08,EBITDA_PROXY,3,2025-05-05,2025-05-31,2025-08-31,2025-09-15,2026-01-31,-832021369.2,-792401304,-39620065.2,39620065.2,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-08-CFO,RF1,2025-08,CFO,3,2025-05-05,2025-05-31,2025-08-31,2025-09-15,2026-01-31,-1134950108.75,-1194684325,59734216.25,59734216.25,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-08-WORKING_CAPITAL,RF1,2025-08,WORKING_CAPITAL,3,2025-05-05,2025-05-31,2025-08-31,2025-09-15,2026-01-31,3240282074.2,3410823236,-170541161.8,170541161.8,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF2-2025-08-REVENUE,RF2,2025-08,REVENUE,2,2025-06-05,2025-06-30,2025-08-31,2025-09-15,2026-01-31,1089008748.41,1057290047,31718701.41,31718701.41,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-08-GROSS_PROFIT,RF2,2025-08,GROSS_PROFIT,2,2025-06-05,2025-06-30,2025-08-31,2025-09-15,2026-01-31,511395320.33,496500311,14895009.33,14895009.33,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-08-EBITDA_PROXY,RF2,2025-08,EBITDA_PROXY,2,2025-06-05,2025-06-30,2025-08-31,2025-09-15,2026-01-31,-816173343.12,-792401304,-23772039.12,23772039.12,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-08-CFO,RF2,2025-08,CFO,2,2025-06-05,2025-06-30,2025-08-31,2025-09-15,2026-01-31,-1158843795.25,-1194684325,35840529.75,35840529.75,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-08-WORKING_CAPITAL,RF2,2025-08,WORKING_CAPITAL,2,2025-06-05,2025-06-30,2025-08-31,2025-09-15,2026-01-31,3308498538.92,3410823236,-102324697.08,102324697.08,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF3-2025-08-REVENUE,RF3,2025-08,REVENUE,1,2025-07-05,2025-07-31,2025-08-31,2025-09-15,2026-01-31,1073149397.71,1057290047,15859350.7,15859350.7,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-08-GROSS_PROFIT,RF3,2025-08,GROSS_PROFIT,1,2025-07-05,2025-07-31,2025-08-31,2025-09-15,2026-01-31,503947815.67,496500311,7447504.66,7447504.66,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-08-EBITDA_PROXY,RF3,2025-08,EBITDA_PROXY,1,2025-07-05,2025-07-31,2025-08-31,2025-09-15,2026-01-31,-804287323.56,-792401304,-11886019.56,11886019.56,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-08-CFO,RF3,2025-08,CFO,1,2025-07-05,2025-07-31,2025-08-31,2025-09-15,2026-01-31,-1176764060.12,-1194684325,17920264.88,17920264.88,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-08-WORKING_CAPITAL,RF3,2025-08,WORKING_CAPITAL,1,2025-07-05,2025-07-31,2025-08-31,2025-09-15,2026-01-31,3359660887.46,3410823236,-51162348.54,51162348.54,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
LATEST_ESTIMATE-2025-08-REVENUE,LATEST_ESTIMATE,2025-08,REVENUE,1,2025-07-05,2025-07-31,2025-08-31,2025-09-15,2026-01-31,1067862947.47,1057290047,10572900.47,10572900.47,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
LATEST_ESTIMATE-2025-08-GROSS_PROFIT,LATEST_ESTIMATE,2025-08,GROSS_PROFIT,1,2025-07-05,2025-07-31,2025-08-31,2025-09-15,2026-01-31,501465314.11,496500311,4965003.11,4965003.11,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
LATEST_ESTIMATE-2025-08-EBITDA_PROXY,LATEST_ESTIMATE,2025-08,EBITDA_PROXY,1,2025-07-05,2025-07-31,2025-08-31,2025-09-15,2026-01-31,-800325317.04,-792401304,-7924013.04,7924013.04,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
LATEST_ESTIMATE-2025-08-CFO,LATEST_ESTIMATE,2025-08,CFO,1,2025-07-05,2025-07-31,2025-08-31,2025-09-15,2026-01-31,-1182737481.75,-1194684325,11946843.25,11946843.25,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
LATEST_ESTIMATE-2025-08-WORKING_CAPITAL,LATEST_ESTIMATE,2025-08,WORKING_CAPITAL,1,2025-07-05,2025-07-31,2025-08-31,2025-09-15,2026-01-31,3376715003.64,3410823236,-34108232.36,34108232.36,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
ACTUAL-2025-08-REVENUE,ACTUAL,2025-08,REVENUE,0,2025-08-31T23:59:00Z,2025-08-31,2025-08-31,2025-09-15,2026-01-31,1057290047,1057290047,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
ACTUAL-2025-08-GROSS_PROFIT,ACTUAL,2025-08,GROSS_PROFIT,0,2025-08-31T23:59:00Z,2025-08-31,2025-08-31,2025-09-15,2026-01-31,496500311,496500311,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
ACTUAL-2025-08-EBITDA_PROXY,ACTUAL,2025-08,EBITDA_PROXY,0,2025-08-31T23:59:00Z,2025-08-31,2025-08-31,2025-09-15,2026-01-31,-792401304,-792401304,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
ACTUAL-2025-08-CFO,ACTUAL,2025-08,CFO,0,2025-08-31T23:59:00Z,2025-08-31,2025-08-31,2025-09-15,2026-01-31,-1194684325,-1194684325,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
ACTUAL-2025-08-WORKING_CAPITAL,ACTUAL,2025-08,WORKING_CAPITAL,0,2025-08-31T23:59:00Z,2025-08-31,2025-08-31,2025-09-15,2026-01-31,3410823236,3410823236,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
BUDGET-2025-09-REVENUE,BUDGET,2025-09,REVENUE,6,2025-03-05,2025-03-31,2025-09-30,2025-10-15,2026-01-31,1194827634.72,1106321884,88505750.72,88505750.72,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
BUDGET-2025-09-GROSS_PROFIT,BUDGET,2025-09,GROSS_PROFIT,6,2025-03-05,2025-03-31,2025-09-30,2025-10-15,2026-01-31,560683233.36,519151142,41532091.36,41532091.36,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
BUDGET-2025-09-EBITDA_PROXY,BUDGET,2025-09,EBITDA_PROXY,6,2025-03-05,2025-03-31,2025-09-30,2025-10-15,2026-01-31,-858963100.32,-795336204,-63626896.32,63626896.32,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
BUDGET-2025-09-CFO,BUDGET,2025-09,CFO,6,2025-03-05,2025-03-31,2025-09-30,2025-10-15,2026-01-31,-1117503661.56,-1214677893,97174231.44,97174231.44,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
BUDGET-2025-09-WORKING_CAPITAL,BUDGET,2025-09,WORKING_CAPITAL,6,2025-03-05,2025-03-31,2025-09-30,2025-10-15,2026-01-31,3483262147.36,3786154508,-302892360.64,302892360.64,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-09-REVENUE,RF1,2025-09,REVENUE,3,2025-06-05,2025-06-30,2025-09-30,2025-10-15,2026-01-31,1161637978.2,1106321884,55316094.2,55316094.2,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-09-GROSS_PROFIT,RF1,2025-09,GROSS_PROFIT,3,2025-06-05,2025-06-30,2025-09-30,2025-10-15,2026-01-31,545108699.1,519151142,25957557.1,25957557.1,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-09-EBITDA_PROXY,RF1,2025-09,EBITDA_PROXY,3,2025-06-05,2025-06-30,2025-09-30,2025-10-15,2026-01-31,-835103014.2,-795336204,-39766810.2,39766810.2,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-09-CFO,RF1,2025-09,CFO,3,2025-06-05,2025-06-30,2025-09-30,2025-10-15,2026-01-31,-1153943998.35,-1214677893,60733894.65,60733894.65,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-09-WORKING_CAPITAL,RF1,2025-09,WORKING_CAPITAL,3,2025-06-05,2025-06-30,2025-09-30,2025-10-15,2026-01-31,3596846782.6,3786154508,-189307725.4,189307725.4,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF2-2025-09-REVENUE,RF2,2025-09,REVENUE,2,2025-07-05,2025-07-31,2025-09-30,2025-10-15,2026-01-31,1139511540.52,1106321884,33189656.52,33189656.52,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-09-GROSS_PROFIT,RF2,2025-09,GROSS_PROFIT,2,2025-07-05,2025-07-31,2025-09-30,2025-10-15,2026-01-31,534725676.26,519151142,15574534.26,15574534.26,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-09-EBITDA_PROXY,RF2,2025-09,EBITDA_PROXY,2,2025-07-05,2025-07-31,2025-09-30,2025-10-15,2026-01-31,-819196290.12,-795336204,-23860086.12,23860086.12,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-09-CFO,RF2,2025-09,CFO,2,2025-07-05,2025-07-31,2025-09-30,2025-10-15,2026-01-31,-1178237556.21,-1214677893,36440336.79,36440336.79,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-09-WORKING_CAPITAL,RF2,2025-09,WORKING_CAPITAL,2,2025-07-05,2025-07-31,2025-09-30,2025-10-15,2026-01-31,3672569872.76,3786154508,-113584635.24,113584635.24,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF3-2025-09-REVENUE,RF3,2025-09,REVENUE,1,2025-08-05,2025-08-31,2025-09-30,2025-10-15,2026-01-31,1122916712.26,1106321884,16594828.26,16594828.26,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-09-GROSS_PROFIT,RF3,2025-09,GROSS_PROFIT,1,2025-08-05,2025-08-31,2025-09-30,2025-10-15,2026-01-31,526938409.13,519151142,7787267.13,7787267.13,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-09-EBITDA_PROXY,RF3,2025-09,EBITDA_PROXY,1,2025-08-05,2025-08-31,2025-09-30,2025-10-15,2026-01-31,-807266247.06,-795336204,-11930043.06,11930043.06,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-09-CFO,RF3,2025-09,CFO,1,2025-08-05,2025-08-31,2025-09-30,2025-10-15,2026-01-31,-1196457724.6,-1214677893,18220168.39,18220168.39,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-09-WORKING_CAPITAL,RF3,2025-09,WORKING_CAPITAL,1,2025-08-05,2025-08-31,2025-09-30,2025-10-15,2026-01-31,3729362190.38,3786154508,-56792317.62,56792317.62,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
LATEST_ESTIMATE-2025-09-REVENUE,LATEST_ESTIMATE,2025-09,REVENUE,1,2025-08-05,2025-08-31,2025-09-30,2025-10-15,2026-01-31,1117385102.84,1106321884,11063218.84,11063218.84,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
LATEST_ESTIMATE-2025-09-GROSS_PROFIT,LATEST_ESTIMATE,2025-09,GROSS_PROFIT,1,2025-08-05,2025-08-31,2025-09-30,2025-10-15,2026-01-31,524342653.42,519151142,5191511.42,5191511.42,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
LATEST_ESTIMATE-2025-09-EBITDA_PROXY,LATEST_ESTIMATE,2025-09,EBITDA_PROXY,1,2025-08-05,2025-08-31,2025-09-30,2025-10-15,2026-01-31,-803289566.04,-795336204,-7953362.04,7953362.04,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
LATEST_ESTIMATE-2025-09-CFO,LATEST_ESTIMATE,2025-09,CFO,1,2025-08-05,2025-08-31,2025-09-30,2025-10-15,2026-01-31,-1202531114.07,-1214677893,12146778.93,12146778.93,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
LATEST_ESTIMATE-2025-09-WORKING_CAPITAL,LATEST_ESTIMATE,2025-09,WORKING_CAPITAL,1,2025-08-05,2025-08-31,2025-09-30,2025-10-15,2026-01-31,3748292962.92,3786154508,-37861545.08,37861545.08,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
ACTUAL-2025-09-REVENUE,ACTUAL,2025-09,REVENUE,0,2025-09-30T23:59:00Z,2025-09-30,2025-09-30,2025-10-15,2026-01-31,1106321884,1106321884,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
ACTUAL-2025-09-GROSS_PROFIT,ACTUAL,2025-09,GROSS_PROFIT,0,2025-09-30T23:59:00Z,2025-09-30,2025-09-30,2025-10-15,2026-01-31,519151142,519151142,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
ACTUAL-2025-09-EBITDA_PROXY,ACTUAL,2025-09,EBITDA_PROXY,0,2025-09-30T23:59:00Z,2025-09-30,2025-09-30,2025-10-15,2026-01-31,-795336204,-795336204,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
ACTUAL-2025-09-CFO,ACTUAL,2025-09,CFO,0,2025-09-30T23:59:00Z,2025-09-30,2025-09-30,2025-10-15,2026-01-31,-1214677893,-1214677893,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
ACTUAL-2025-09-WORKING_CAPITAL,ACTUAL,2025-09,WORKING_CAPITAL,0,2025-09-30T23:59:00Z,2025-09-30,2025-09-30,2025-10-15,2026-01-31,3786154508,3786154508,0,0,ACTUAL,SIMULATED_ACTUAL,NONBI_FP&A_V2,Controlling (synthetic)
BUDGET-2025-10-REVENUE,BUDGET,2025-10,REVENUE,6,2025-04-05,2025-04-30,2025-10-31,2025-11-15,2026-01-31,1066747069.44,987728768,79018301.44,79018301.44,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
BUDGET-2025-10-GROSS_PROFIT,BUDGET,2025-10,GROSS_PROFIT,6,2025-04-05,2025-04-30,2025-10-31,2025-11-15,2026-01-31,499901947.92,462872174,37029773.92,37029773.92,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
BUDGET-2025-10-EBITDA_PROXY,BUDGET,2025-10,EBITDA_PROXY,6,2025-04-05,2025-04-30,2025-10-31,2025-11-15,2026-01-31,-984688547.4,-911748655,-72939892.4,72939892.4,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
BUDGET-2025-10-CFO,BUDGET,2025-10,CFO,6,2025-04-05,2025-04-30,2025-10-31,2025-11-15,2026-01-31,-1493327904.6,-1623182505,129854600.4,129854600.4,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
BUDGET-2025-10-WORKING_CAPITAL,BUDGET,2025-10,WORKING_CAPITAL,6,2025-04-05,2025-04-30,2025-10-31,2025-11-15,2026-01-31,4097579205.72,4453890441,-356311235.28,356311235.28,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-10-REVENUE,RF1,2025-10,REVENUE,3,2025-07-05,2025-07-31,2025-10-31,2025-11-15,2026-01-31,1037115206.4,987728768,49386438.4,49386438.4,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-10-GROSS_PROFIT,RF1,2025-10,GROSS_PROFIT,3,2025-07-05,2025-07-31,2025-10-31,2025-11-15,2026-01-31,486015782.7,462872174,23143608.7,23143608.7,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-10-EBITDA_PROXY,RF1,2025-10,EBITDA_PROXY,3,2025-07-05,2025-07-31,2025-10-31,2025-11-15,2026-01-31,-957336087.75,-911748655,-45587432.75,45587432.75,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-10-CFO,RF1,2025-10,CFO,3,2025-07-05,2025-07-31,2025-10-31,2025-11-15,2026-01-31,-1542023379.75,-1623182505,81159125.25,81159125.25,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF1-2025-10-WORKING_CAPITAL,RF1,2025-10,WORKING_CAPITAL,3,2025-07-05,2025-07-31,2025-10-31,2025-11-15,2026-01-31,4231195918.95,4453890441,-222694522.05,222694522.05,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF2-2025-10-REVENUE,RF2,2025-10,REVENUE,2,2025-08-05,2025-08-31,2025-10-31,2025-11-15,2026-01-31,1017360631.04,987728768,29631863.04,29631863.04,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-10-GROSS_PROFIT,RF2,2025-10,GROSS_PROFIT,2,2025-08-05,2025-08-31,2025-10-31,2025-11-15,2026-01-31,476758339.22,462872174,13886165.22,13886165.22,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-10-EBITDA_PROXY,RF2,2025-10,EBITDA_PROXY,2,2025-08-05,2025-08-31,2025-10-31,2025-11-15,2026-01-31,-939101114.65,-911748655,-27352459.65,27352459.65,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-10-CFO,RF2,2025-10,CFO,2,2025-08-05,2025-08-31,2025-10-31,2025-11-15,2026-01-31,-1574487029.85,-1623182505,48695475.15,48695475.15,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF2-2025-10-WORKING_CAPITAL,RF2,2025-10,WORKING_CAPITAL,2,2025-08-05,2025-08-31,2025-10-31,2025-11-15,2026-01-31,4320273727.77,4453890441,-133616713.23,133616713.23,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Commercial Finance
RF3-2025-10-REVENUE,RF3,2025-10,REVENUE,1,2025-09-05,2025-09-30,2025-10-31,2025-11-15,2026-01-31,1002544699.52,987728768,14815931.52,14815931.52,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-10-GROSS_PROFIT,RF3,2025-10,GROSS_PROFIT,1,2025-09-05,2025-09-30,2025-10-31,2025-11-15,2026-01-31,469815256.61,462872174,6943082.61,6943082.61,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-10-EBITDA_PROXY,RF3,2025-10,EBITDA_PROXY,1,2025-09-05,2025-09-30,2025-10-31,2025-11-15,2026-01-31,-925424884.82,-911748655,-13676229.82,13676229.82,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-10-CFO,RF3,2025-10,CFO,1,2025-09-05,2025-09-30,2025-10-31,2025-11-15,2026-01-31,-1598834767.42,-1623182505,24347737.58,24347737.58,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
RF3-2025-10-WORKING_CAPITAL,RF3,2025-10,WORKING_CAPITAL,1,2025-09-05,2025-09-30,2025-10-31,2025-11-15,2026-01-31,4387082084.39,4453890441,-66808356.61,66808356.61,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,FP&A
LATEST_ESTIMATE-2025-10-REVENUE,LATEST_ESTIMATE,2025-10,REVENUE,1,2025-09-05,2025-09-30,2025-10-31,2025-11-15,2026-01-31,997606055.68,987728768,9877287.68,9877287.68,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
LATEST_ESTIMATE-2025-10-GROSS_PROFIT,LATEST_ESTIMATE,2025-10,GROSS_PROFIT,1,2025-09-05,2025-09-30,2025-10-31,2025-11-15,2026-01-31,467500895.74,462872174,4628721.74,4628721.74,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
LATEST_ESTIMATE-2025-10-EBITDA_PROXY,LATEST_ESTIMATE,2025-10,EBITDA_PROXY,1,2025-09-05,2025-09-30,2025-10-31,2025-11-15,2026-01-31,-920866141.55,-911748655,-9117486.55,9117486.55,FROZEN,SIMULATED_BACKTEST,NONBI_FP&A_V2,Finance Director
