draw_id,revenue_vnd_bn,ebitda_proxy_vnd_bn,ebitda_margin_pct,ccc_days,revenue_shock,margin_shock,ccc_shock,cost_inflation_shock
2452,79.2354,11.3484,14.3224,56.0419,-1.0928,-1.0504,0.5005,-0.7309
2453,81.2741,10.2899,12.6608,67.4588,-0.4132,-1.1386,1.5948,1.1476
2454,79.5126,12.9813,16.3261,71.0134,-1.0004,0.3508,2.4542,-0.0829
2455,78.5384,13.2036,16.8116,48.2345,-1.3251,0.4155,-0.6682,-0.5442
2456,80.5931,10.1441,12.5868,57.2535,-0.6402,-0.8104,-0.1005,1.9786
2457,84.525,12.4884,14.7748,61.152,0.6704,0.2126,0.5802,1.5453
2458,81.3271,14.3719,17.6717,49.0724,-0.3956,0.7684,-0.4682,-0.8252
2459,83.9272,12.8238,15.2797,67.2191,0.4711,0.0225,1.7494,0.4865
2460,84.258,13.2824,15.764,46.167,0.5814,0.1223,-1.1492,0.1057
2461,83.5147,12.2406,14.6568,60.722,0.3336,-1.0046,1.2591,-1.0457
2462,88.0536,15.229,17.2952,56.6059,1.8466,1.1558,0.2245,0.5171
2463,82.3756,9.8577,11.9668,61.2775,-0.0461,-1.0589,0.4126,2.1946
2464,84.0771,12.5592,14.9378,67.021,0.5211,0.3782,1.3704,1.7142
2465,79.9778,11.1154,13.8981,58.6731,-0.8453,-0.7903,0.5577,0.3847
2466,79.291,12.0004,15.1347,48.3085,-1.0743,-0.2677,-0.8173,0.0148
2467,81.3771,12.8106,15.7423,54.4009,-0.3789,0.0204,0.0848,-0.0965
2468,83.0537,14.0459,16.9119,54.9053,0.18,0.6189,0.1898,-0.2118
2469,85.8188,8.269,9.6354,60.7056,1.1017,-2.457,0.3971,1.9629
2470,78.7305,9.7884,12.4329,59.6037,-1.2611,-1.5796,0.6747,0.4402
2471,76.8849,10.9033,14.1813,42.2744,-1.8763,-0.6507,-1.7736,0.3447
2472,83.0838,13.1171,15.7878,48.8977,0.19,-0.2663,-0.5008,-0.7984
2473,83.1409,11.232,13.5096,60.1465,0.209,-0.7318,0.5918,1.0019
2474,81.0345,11.3292,13.9807,55.8443,-0.4931,-0.7765,0.1742,0.3125
2475,79.7491,13.1112,16.4405,53.4814,-0.9216,0.2951,0.0262,-0.3511
2476,83.3859,12.4556,14.9373,41.3929,0.2907,-0.4983,-1.7275,-0.2574
2477,77.6656,7.4394,9.5788,68.2912,-1.6161,-2.4655,1.4659,2.0148
2478,75.7135,9.9449,13.1349,56.6609,-2.2668,-1.4945,0.4503,-0.2458
2479,90.6778,14.2088,15.6695,56.202,2.7213,-0.2397,0.4834,-0.5908
2480,82.6734,8.4122,10.1752,41.4194,0.0532,-2.7029,-2.0073,0.7351
2481,85.5272,15.5987,18.2383,57.9542,1.0045,0.8592,0.9446,-1.3291
2482,80.2906,10.7726,13.417,55.206,-0.7411,-1.1711,0.1353,0.1294
2483,86.0926,12.0451,13.9909,63.6758,1.1929,-0.4714,1.1005,0.9863
2484,86.728,13.8363,15.9537,51.4817,1.4047,1.1896,-1.0083,2.2701
2485,81.3243,12.907,15.871,63.4884,-0.3965,0.216,1.3033,0.1828
2486,81.7091,13.8774,16.9839,49.0421,-0.2682,0.376,-0.4658,-0.8485
2487,86.6009,13.8431,15.985,41.3247,1.3624,-0.1631,-1.5786,-0.8127
2488,77.5267,10.0748,12.9953,53.9141,-1.6624,-1.6013,0.0767,-0.3116
2489,77.26,11.8517,15.34,53.2524,-1.7513,-0.9098,0.375,-1.6864
2490,81.4203,15.5193,19.0608,57.838,-0.3645,1.2013,1.0019,-1.5876
2491,84.1423,13.208,15.6973,53.5846,0.5428,0.1604,-0.1379,0.2748
2492,79.7826,12.0283,15.0764,55.9336,-0.9104,-0.8315,0.6136,-1.1808
2493,80.8704,9.9382,12.2891,57.9141,-0.5478,-1.7458,0.4888,0.2462
2494,77.9415,12.2648,15.7359,64.2844,-1.5241,0.0486,1.4763,-0.0249
2495,92.2158,16.8744,18.2988,41.8914,3.234,1.4821,-1.7289,-0.0032
2496,84.3824,15.4801,18.3451,45.5951,0.6229,1.2193,-1.0143,-0.6525
2497,84.0246,17.4818,20.8055,55.1206,0.5036,2.553,0.3679,-0.7272
2498,83.283,13.2181,15.8714,49.7,0.2564,0.1308,-0.6116,-0.0094
2499,79.0991,9.1773,11.6023,56.8266,-1.1382,-1.3605,-0.1595,1.9714
2500,81.3126,9.4021,11.5629,60.9639,-0.4004,-1.2011,0.315,2.3794
2501,84.0575,14.9956,17.8397,46.127,0.5146,0.8025,-0.8508,-0.9586
2502,76.8809,9.377,12.1968,55.4232,-1.8776,-1.3967,-0.1244,1.147
2503,86.6289,15.3878,17.7629,46.2346,1.3717,1.2753,-1.1668,0.2012
2504,84.5222,10.7231,12.6867,53.6422,0.6695,-1.4159,-0.1915,0.4914
2505,82.6991,13.6241,16.4743,53.0578,0.0618,0.7279,-0.3004,0.5805
2506,83.2243,12.6418,15.19,51.6507,0.2368,0.2063,-0.6248,1.012
2507,86.9198,11.5279,13.2627,50.4752,1.4687,-1.4027,-0.4467,-0.199
2508,76.7853,11.5653,15.0618,66.4544,-1.9095,0.0758,1.5281,0.8788
2509,85.9951,15.7628,18.3299,57.783,1.1604,0.4246,1.2323,-2.4215
2510,82.9585,11.9294,14.38,52.1522,0.1482,0.0024,-0.7114,1.5659
2511,86.4853,8.6146,9.9608,54.9,1.3238,-2.9916,0.0276,0.3535
2512,80.8959,13.5913,16.801,41.0156,-0.5393,0.9583,-2.0522,0.6905
2513,83.0646,14.0649,16.9325,41.6562,0.1836,0.493,-1.6145,-0.521
2514,81.2316,14.1243,17.3877,49.8033,-0.4274,0.7017,-0.4223,-0.6203
2515,82.8152,14.7694,17.8342,55.4389,0.1005,1.2799,0.1706,0.1224
2516,87.1374,15.6167,17.9219,57.0004,1.5412,1.2038,0.4739,-0.1584
2517,82.3667,13.0434,15.8358,56.3245,-0.049,-0.1424,0.4977,-0.5796
2518,78.9801,13.6709,17.3093,56.1896,-1.1779,0.6817,0.4748,-0.5671
2519,79.6974,11.2466,14.1116,55.9074,-0.9388,-1.4972,0.6932,-1.4727
2520,83.0422,8.9086,10.7278,69.8578,0.1761,-2.0066,1.8052,1.6108
2521,87.2948,13.7865,15.793,66.0562,1.5937,0.5689,1.4154,1.0743
2522,81.1548,11.7862,14.5231,57.5613,-0.453,-0.5873,0.4916,0.0602
2523,79.4703,11.9032,14.9781,66.2683,-1.0145,0.1034,1.4539,1.0456
2524,85.1406,15.6276,18.355,41.646,0.8756,1.0915,-1.4927,-0.9525
2525,84.796,13.9925,16.5014,39.7079,0.7607,0.5867,-2.1071,0.2288
2526,80.9047,11.5402,14.2639,66.3319,-0.5364,-0.0734,1.3216,1.5405
2527,83.2157,13.0612,15.6956,41.5967,0.234,0.6498,-2.1656,1.378
2528,81.6088,13.761,16.8621,58.7299,-0.3017,0.5674,0.7515,-0.2654
2529,83.2729,14.178,17.0259,58.7104,0.253,0.7868,0.6662,0.0235
2530,87.0624,16.1962,18.6029,35.3773,1.5162,0.7794,-2.0991,-1.9644
2531,86.123,15.0565,17.4825,56.0732,1.2031,1.1892,0.1939,0.3581
2532,81.9979,13.2398,16.1465,62.5533,-0.172,0.257,1.2417,-0.0694
2533,82.1106,12.9246,15.7404,44.032,-0.1344,-0.5094,-1.0565,-1.2862
2534,83.4829,13.2693,15.8946,52.2467,0.323,0.3556,-0.384,0.4672
2535,81.0705,11.6347,14.3513,49.264,-0.4811,-0.7122,-0.6748,-0.0061
2536,83.0452,15.1955,18.2979,42.0433,0.1771,1.1021,-1.4632,-0.8571
2537,80.7863,12.8883,15.9536,55.2967,-0.5758,0.0385,0.2767,-0.3199
2538,80.7731,11.9731,14.8232,52.6313,-0.5802,-0.7084,-0.0277,-0.5875
2539,81.3912,13.3094,16.3524,49.3631,-0.3742,0.6676,-0.833,0.5972
2540,82.0349,12.334,15.0351,56.0757,-0.1596,0.173,-0.0266,1.1309
2541,82.9943,16.9049,20.3688,44.3987,0.1602,1.4469,-0.6088,-2.67
2542,82.7498,13.5564,16.3824,51.3988,0.0787,0.6889,-0.5451,0.6074
2543,82.8375,12.1913,14.7172,67.0914,0.1079,-0.3681,1.7814,0.3108
2544,81.4697,8.6365,10.6009,61.9428,-0.348,-1.9797,0.6118,1.83
2545,81.7261,11.6877,14.3011,51.7558,-0.2626,-0.3304,-0.5823,0.9158
2546,83.9314,14.0226,16.7072,61.2756,0.4725,0.0661,1.3822,-1.1999
2547,78.0644,12.6619,16.2198,65.0501,-1.4831,0.8405,1.2495,1.1518
2548,86.4392,14.1426,16.3614,51.6287,1.3085,0.4576,-0.3711,0.1133
2549,81.0161,9.5774,11.8216,66.257,-0.4992,-1.3533,1.2614,1.7135
2550,79.9005,10.8587,13.5902,52.3968,-0.8711,-0.8618,-0.4029,0.6086
2551,76.1675,10.3571,13.5979,59.0702,-2.1154,-0.8321,0.5341,0.6659
2552,83.0642,11.4629,13.8,57.0715,0.1835,-0.5764,0.1563,0.9886
2553,86.6263,15.279,17.6379,39.1252,1.3708,0.4969,-1.7267,-1.3938
2554,80.999,14.1255,17.4392,50.5493,-0.5049,0.9036,-0.4272,-0.2303
2555,85.3345,11.1333,13.0467,55.8474,0.9402,-1.2666,0.1561,0.3773
2556,82.0634,10.9986,13.4026,58.2504,-0.1501,-0.8834,0.3801,0.7947
2557,82.6122,12.6417,15.3024,63.9227,0.0328,0.2164,1.162,0.8944
2558,81.255,11.9023,14.6481,57.4512,-0.4196,-0.6105,0.5354,-0.1483
2559,86.6586,11.6106,13.3981,59.679,1.3816,-0.4642,0.3132,1.7434
2560,79.318,10.1701,12.822,50.0156,-1.0653,-1.332,-0.7152,0.5111
2561,84.7039,13.8725,16.3777,48.9425,0.73,0.705,-0.9081,0.6498
2562,79.4551,12.768,16.0694,58.275,-1.0196,0.3655,0.5332,0.2712
2563,85.3942,12.7181,14.8934,64.3309,0.9601,-0.1406,1.3037,0.6025
2564,84.3945,13.7407,16.2815,48.4049,0.6269,0.2328,-0.7157,-0.2926
2565,82.5943,11.1362,13.483,55.2833,0.0268,-0.6129,-0.1889,1.3027
2566,84.225,15.0423,17.8597,37.9424,0.5704,0.4392,-1.7794,-1.8009
2567,88.9871,14.1089,15.855,48.3816,2.1578,0.5718,-1.0893,1.0034
2568,81.8432,11.3075,13.816,42.1244,-0.2235,-1.0883,-1.6441,-0.1833
2569,80.5643,6.5853,8.174,71.8081,-0.6498,-3.6004,2.1962,1.2172
2570,82.0381,12.0008,14.6283,69.5748,-0.1586,-0.0648,1.9094,1.1044
2571,83.6496,16.2746,19.4557,42.7534,0.3786,1.7712,-1.3784,-0.799
2572,79.8583,14.913,18.6744,64.6366,-0.8852,1.3488,1.7403,-0.7727
2573,87.0493,15.2527,17.5219,50.9719,1.5118,0.5716,-0.1238,-1.0808
2574,86.5656,16.245,18.7661,65.3047,1.3506,1.8001,1.5784,0.1281
2575,83.9351,15.1025,17.993,36.679,0.4738,0.5525,-1.9851,-1.7127
2576,83.4798,16.6183,19.907,43.8818,0.322,1.7838,-1.0641,-1.3347
2577,80.5679,11.9236,14.7995,56.3063,-0.6486,-0.0998,0.0976,0.8116
2578,79.8051,9.5767,12.0001,64.419,-0.9029,-1.3072,1.033,1.5941
2579,83.4307,13.1641,15.7785,50.4983,0.3056,0.2038,-0.5777,0.2709
2580,84.2747,16.6502,19.7571,39.0295,0.587,1.5717,-1.6745,-1.6245
2581,81.884,13.4841,16.4673,59.1931,-0.2099,0.4885,0.7274,0.0506
2582,79.1134,14.74,18.6315,68.4467,-1.1335,1.225,2.3488,-0.9976
2583,83.2186,11.8657,14.2585,67.201,0.2349,0.229,1.2494,2.2276
2584,84.7789,13.7995,16.2771,61.9785,0.755,-0.0966,1.4336,-1.0283
2585,82.9033,14.1537,17.0725,53.3925,0.1298,0.7253,-0.0373,-0.1732
2586,79.9778,14.7248,18.4111,51.9714,-0.8453,1.0897,0.0035,-1.0265
2587,75.0016,9.6843,12.9121,61.7749,-2.5041,-1.4954,1.1019,0.0308
2588,82.6152,12.417,15.0299,43.6944,0.0338,-1.031,-1.0232,-1.5716
2589,81.691,14.3211,17.5309,48.7472,-0.2743,1.0267,-0.731,-0.068
2590,86.4042,12.5348,14.5071,68.9402,1.2968,0.0926,1.6743,1.61
2591,81.34,13.0809,16.0817,66.2364,-0.3913,0.5047,1.5855,0.569
2592,79.9182,10.8779,13.6113,59.9345,-0.8652,-0.5062,0.4528,1.3825
2593,85.7433,12.4208,14.4861,63.4018,1.0765,-0.0048,0.9382,1.4171
2594,76.1363,8.4883,11.1488,65.8993,-2.1258,-1.7358,1.2159,1.6939
2595,82.9852,15.2782,18.4107,59.2793,0.1571,1.2387,0.9515,-0.6908
2596,83.6012,10.5891,12.6662,62.3591,0.3625,-1.0432,0.8069,1.3556
2597,84.2347,15.5444,18.4537,37.2681,0.5736,1.3209,-2.2304,-0.5597
2598,85.8476,16.7942,19.5628,57.1343,1.1113,1.905,0.6283,-0.6317
2599,84.5662,14.8303,17.5369,55.9182,0.6841,0.8589,0.4035,-0.4531
2600,86.1744,10.6134,12.3162,37.7332,1.2202,-2.277,-2.043,-0.9829
2601,81.6056,13.1895,16.1625,54.7726,-0.3027,0.3206,0.095,0.0538
2602,88.9045,13.778,15.4976,51.8765,2.1302,-0.0344,-0.3279,0.0861
2603,80.1185,10.6573,13.302,62.9336,-0.7984,-1.3014,1.282,-0.0201
2604,86.6567,13.9403,16.0868,53.3706,1.381,0.1551,-0.0259,-0.2241
2605,81.921,13.6515,16.6643,56.0374,-0.1976,0.8626,0.1065,0.6461
2606,82.8374,16.3444,19.7307,41.8527,0.1079,1.5135,-1.2432,-1.7224
2607,85.4994,15.137,17.7042,56.2775,0.9952,0.8881,0.4958,-0.5965
2608,79.7078,13.2372,16.6071,61.5803,-0.9353,0.3671,1.1965,-0.3974
2609,81.8484,12.141,14.8336,53.0496,-0.2218,-0.4894,-0.105,-0.1076
2610,75.2526,12.6417,16.799,51.2572,-2.4204,0.0047,0.0232,-1.4526
2611,80.4152,9.8805,12.2868,59.0812,-0.6995,-1.4905,0.4906,0.8234
2612,82.5547,12.9189,15.6489,49.3424,0.0136,0.0794,-0.7091,0.1531
2613,81.3914,13.307,16.3493,40.4657,-0.3741,-0.6,-1.2903,-2.2512
2614,83.5187,8.3579,10.0072,56.0588,0.335,-2.745,0.0512,0.8503
2615,85.3734,13.7835,16.145,44.3141,0.9532,0.1447,-1.2922,-0.3202
2616,78.4366,13.7689,17.5542,56.4641,-1.3591,0.8282,0.5073,-0.5437
2617,82.9861,12.6761,15.2749,55.0518,0.1574,-0.3422,0.244,-0.3282
2618,82.5122,15.6528,18.9703,51.2577,-0.0005,1.5295,-0.1815,-0.7359
2619,84.2181,12.6953,15.0744,45.8002,0.5681,-0.5748,-0.9997,-0.6008
2620,79.3527,10.8831,13.7149,69.9257,-1.0537,-0.4383,1.8734,1.4058
2621,78.603,10.2925,13.0943,56.7506,-1.3036,-1.6967,0.5786,-0.6498
2622,80.0454,10.6153,13.2616,62.122,-0.8228,-0.9005,0.8939,0.9324
2623,84.6808,14.187,16.7535,61.4398,0.7223,0.1583,1.3629,-1.0503
2624,82.6987,15.708,18.9943,41.7876,0.0616,1.5532,-1.541,-0.7126
2625,83.3675,9.0659,10.8746,67.0855,0.2846,-1.1597,0.9171,3.3329
2626,83.338,13.1733,15.8071,57.3465,0.2747,1.0096,-0.1072,2.0483
2627,82.0586,13.3932,16.3215,55.4091,-0.1517,-0.2501,0.6096,-1.4292
2628,81.0926,10.8794,13.416,63.9895,-0.4737,-1.0028,1.2816,0.5091
2629,84.9671,13.0958,15.4128,56.2374,0.8178,0.1271,0.1609,0.5555
2630,81.8927,11.2221,13.7034,53.8998,-0.207,-0.6448,-0.2873,0.9555
2631,84.0945,13.1745,15.6663,59.1419,0.5269,0.1261,0.6671,0.2362
2632,84.3476,13.4492,15.945,47.2766,0.6113,0.2426,-1.0034,0.1502
2633,80.0429,10.8708,13.5812,62.7198,-0.8236,-0.4522,0.8052,1.5416
2634,82.817,14.0865,17.0092,52.7539,0.1011,0.7887,-0.1919,0.0485
2635,86.513,11.9368,13.7977,65.1909,1.3331,-0.0559,0.9808,2.1627
2636,79.5182,10.7313,13.4954,44.879,-0.9985,-1.44,-1.1391,-0.5737
2637,84.5459,13.9656,16.5184,47.1448,0.6774,0.1945,-0.7865,-0.6748
2638,77.6914,11.2495,14.4797,67.2781,-1.6075,-0.1266,1.568,1.151
2639,83.2026,14.5629,17.5029,53.9641,0.2296,0.8974,0.0874,-0.3238
2640,84.7885,13.3264,15.7172,51.5908,0.7582,0.3733,-0.5524,0.7289
2641,75.5789,9.3943,12.4298,58.221,-2.3116,-1.6906,0.5474,0.1944
2642,81.2881,12.266,15.0896,61.692,-0.4086,-0.5495,1.2597,-0.5629
2643,84.8836,12.9938,15.3078,56.098,0.7899,0.4041,-0.0746,1.31
2644,81.5647,15.4242,18.9103,52.2679,-0.3164,1.4238,0.0094,-0.899
2645,83.6492,14.6043,17.459,49.7144,0.3785,1.0016,-0.6024,-0.0346
2646,81.7597,14.6659,17.9378,41.0327,-0.2514,0.6667,-1.4563,-1.3865
2647,87.7213,11.2222,12.7931,60.2015,1.7358,-0.5685,0.2388,2.2651
2648,80.1951,12.8731,16.0522,59.558,-0.7729,0.231,0.7969,-0.0101
2649,83.9898,13.2592,15.7867,57.3524,0.492,0.5229,0.1993,0.9786
2650,76.2666,10.3359,13.5524,59.4435,-2.0824,-0.8252,0.5667,0.7383
2651,89.8571,16.4212,18.2747,37.4547,2.4478,1.3122,-2.262,-0.3555
2652,81.9816,11.0032,13.4215,59.2079,-0.1774,-0.5783,0.3276,1.4574
2653,80.5254,11.5732,14.3721,58.8779,-0.6628,-0.5682,0.6134,0.292
2654,80.475,9.2362,11.4771,59.6749,-0.6796,-2.1439,0.7063,0.3654
2655,83.9781,13.1647,15.6764,59.315,0.4881,-0.0317,0.7968,-0.1312
2656,83.4167,14.0723,16.8699,54.6378,0.301,0.4504,0.2449,-0.5384
2657,76.6424,7.9917,10.4273,61.5974,-1.9571,-2.442,0.7977,1.0069
2658,81.8468,12.6679,15.4776,44.8347,-0.2223,-0.1879,-1.2424,-0.2342
2659,85.9874,15.5991,18.1411,52.2404,1.1579,0.9362,0.0442,-1.0343
2660,84.3565,15.2983,18.1353,50.6448,0.6142,0.953,-0.1966,-0.9894
2661,81.9907,15.2522,18.6023,69.2333,-0.1744,1.4951,2.2772,-0.3534
2662,79.5971,13.2552,16.6529,53.2162,-0.9722,0.0301,0.2346,-1.2129
2663,87.1518,16.4229,18.844,52.561,1.546,1.4385,0.0181,-0.7827
2664,85.9233,14.2789,16.6181,45.1636,1.1365,0.2745,-1.0853,-0.6195
2665,82.2979,11.2943,13.7237,64.8181,-0.072,-0.7032,1.3172,0.7987
2666,87.8587,14.7467,16.7845,42.8894,1.7816,1.0336,-1.8388,0.8804
2667,83.3286,11.5638,13.8774,66.9151,0.2716,-0.2497,1.3802,1.6269
2668,86.9602,12.7772,14.6932,68.6114,1.4821,-0.3622,1.9862,0.3541
2669,79.8658,13.4984,16.9014,54.7125,-0.8827,0.5132,0.2265,-0.4365
2670,83.1897,14.6505,17.611,50.7829,0.2253,0.7358,-0.2246,-0.8226
2671,76.1995,10.4287,13.686,64.4289,-2.1048,-0.2775,0.9745,1.8037
2672,80.0121,12.6864,15.8556,52.6522,-0.8339,0.2846,-0.2944,0.3563
2673,81.2297,11.1831,13.7672,59.9721,-0.428,-0.4124,0.4536,1.3984
2674,79.881,13.5525,16.9659,59.4205,-0.8776,0.5535,0.8962,-0.4264
2675,80.665,12.6747,15.7128,53.8107,-0.6163,-0.1938,0.1277,-0.5416
2676,79.6905,8.4431,10.5949,60.3684,-0.9411,-2.2642,0.5677,1.1974
2677,82.3614,12.3399,14.9826,48.9059,-0.0508,-0.1493,-0.8624,0.4713
2678,83.7291,11.1525,13.3197,53.6023,0.4051,-1.0788,-0.1878,0.4586
2679,84.1244,13.4128,15.944,50.7964,0.5369,0.3028,-0.5396,0.2869
2680,84.2178,12.0298,14.2842,53.9731,0.568,-1.0374,0.183,-0.6539
2681,83.6119,11.8491,14.1715,60.5233,0.366,-0.8958,0.9875,-0.1945
2682,83.6458,11.8319,14.1453,51.8683,0.3773,-0.5211,-0.4992,0.6815
2683,80.9646,12.0782,14.9179,61.8923,-0.5164,-0.4325,1.1518,-0.085
2684,75.8177,12.5772,16.5888,58.3576,-2.232,0.702,0.5142,0.379
2685,84.6911,14.2484,16.824,52.1801,0.7258,0.7002,-0.2832,0.0811
2686,79.6361,10.4178,13.0817,57.7591,-0.9592,-1.3202,0.4762,0.213
2687,77.4331,11.4142,14.7407,66.1257,-1.6936,-0.3573,1.6449,0.3058
2688,88.3945,16.7321,18.9289,48.127,1.9602,1.184,-0.4214,-1.4616
2689,80.7977,14.3871,17.8064,50.3901,-0.572,1.3683,-0.6175,0.3563
2690,85.4347,12.2796,14.3731,47.4448,0.9736,-0.753,-0.9007,-0.125
2691,81.3827,11.8717,14.5875,54.8431,-0.377,-0.2636,-0.0818,0.708
2692,84.2343,14.8738,17.6576,41.4169,0.5735,1.0506,-1.7483,-0.1726
2693,80.8987,14.836,18.339,45.3028,-0.5384,0.9008,-0.8535,-1.3615
2694,81.1738,11.6132,14.3066,60.6606,-0.4467,-0.6226,0.8797,0.2515
2695,77.4015,11.3793,14.7016,62.3573,-1.7041,-0.4699,1.165,0.1011
2696,80.7413,12.5782,15.5783,59.9627,-0.5908,0.0647,0.7924,0.2081
2697,86.1077,11.5166,13.3746,49.8831,1.198,-0.9743,-0.7667,0.625
2698,87.5098,17.312,19.7829,57.3349,1.6653,2.0817,0.622,-0.5094
2699,81.8085,14.2744,17.4486,58.5687,-0.2351,0.9306,0.7045,-0.1813
2700,82.6535,10.4137,12.5992,74.5579,0.0466,-1.076,2.5467,1.3655
2701,76.7648,13.3796,17.4293,56.947,-1.9163,0.4767,0.7578,-1.1787
2702,80.1644,9.84,12.2748,66.4361,-0.7831,-1.3127,1.4227,1.2385
2703,77.7751,10.543,13.5558,60.8892,-1.5796,-0.5789,0.6161,1.2883
2704,87.7449,15.3598,17.5051,35.2747,1.7437,0.4607,-2.301,-1.3092
2705,81.7784,12.5629,15.3621,61.5969,-0.2451,-0.3266,1.2001,-0.402
2706,82.1307,13.6443,16.613,53.7555,-0.1277,0.4339,0.0378,-0.2545
2707,81.0915,12.082,14.8993,51.4855,-0.4741,-0.2343,-0.469,0.3842
2708,83.1685,14.4326,17.3535,55.1932,0.2182,0.9081,0.2028,-0.1131
2709,82.3739,12.5906,15.2847,61.4854,-0.0466,0.1386,0.8575,0.7416
2710,84.2224,15.9809,18.9747,53.8648,0.5695,1.4886,0.2188,-0.8335
2711,86.3765,12.9126,14.9492,63.0531,1.2876,-0.4882,1.3646,-0.2495
2712,83.7108,11.5661,13.8168,57.8473,0.399,-1.2317,0.6944,-0.5068
2713,85.8897,14.9828,17.4442,46.7936,1.1253,0.476,-0.687,-1.1989
2714,85.9273,17.5075,20.3747,34.4811,1.1378,2.1219,-2.4573,-1.1587
2715,78.1962,12.7981,16.3666,56.1479,-1.4392,0.2735,0.3947,-0.3075
2716,80.7902,10.7492,13.3051,52.9625,-0.5745,-1.5549,0.0216,-0.5943
2717,82.4888,11.5374,13.9867,44.7419,-0.0083,-0.3113,-1.7088,1.3518
2718,80.839,13.9597,17.2685,51.2235,-0.5583,0.8177,-0.3365,-0.2104
2719,84.0167,14.5184,17.2804,49.7378,0.501,0.9527,-0.6313,0.0786
2720,76.7685,10.8474,14.1301,73.4655,-1.9151,0.0878,2.1892,2.0705
2721,84.973,13.4509,15.8296,51.7259,0.8197,0.1262,-0.3341,0.0324
2722,82.4862,11.6746,14.1534,49.8043,-0.0092,-1.0825,-0.4303,-0.5919
2723,85.4174,15.286,17.8956,57.5338,0.9679,1.0422,0.6446,-0.4891
2724,84.0178,11.2066,13.3383,49.6872,0.5013,-0.8323,-0.899,0.99
2725,85.8104,16.105,18.7681,62.9448,1.0989,1.5116,1.4274,-0.5236
2726,83.4682,13.9587,16.7233,56.8298,0.3181,0.1034,0.7288,-1.136
2727,80.1806,9.2235,11.5034,66.5189,-0.7777,-1.3813,1.2032,2.0484
2728,83.851,11.3244,13.5054,63.513,0.4457,-0.2728,0.7762,2.04
2729,87.0307,17.6688,20.3018,45.6276,1.5056,2.0982,-0.8758,-1.1207
2730,78.895,11.3678,14.4087,54.1188,-1.2063,-0.6045,-0.03,0.1645
2731,83.3322,11.5399,13.8481,60.556,0.2728,-0.8644,0.8564,0.2804
2732,83.8818,12.788,15.2453,50.2223,0.456,-0.1811,-0.5601,0.0715
2733,80.9989,14.5206,17.927,55.0996,-0.505,1.0716,0.2891,-0.4622
2734,77.6882,12.2506,15.7689,50.4393,-1.6085,0.0931,-0.5184,0.0339
2735,82.5609,15.6066,18.9031,46.3017,0.0157,1.2702,-0.7468,-1.2354
2736,83.2369,16.8845,20.2849,37.8314,0.241,2.1845,-2.0511,-0.9055
2737,80.8478,11.1383,13.7768,65.1038,-0.5553,-0.3844,1.1721,1.4495
2738,85.2812,12.8719,15.0934,54.6371,0.9225,-0.2236,0.0437,0.1657
2739,82.5598,14.3861,17.425,57.9524,0.0153,0.715,0.7466,-0.6369
2740,81.4198,12.516,15.3721,58.7184,-0.3647,-0.2136,0.7199,-0.1604
2741,81.9307,9.42,11.4976,61.7871,-0.1944,-1.9785,0.909,0.712
2742,81.8839,14.6412,17.8804,49.3221,-0.21,1.1006,-0.5715,-0.3388
2743,80.7696,10.769,13.333,60.8973,-0.5814,-0.6717,0.5973,1.358
2744,82.7438,11.0718,13.3808,56.087,0.0767,-0.5728,-0.1363,1.5206
2745,81.7229,14.0583,17.2024,64.6333,-0.2636,0.7678,1.5876,-0.2399
2746,80.6524,10.6267,13.176,47.0367,-0.6205,-1.3747,-0.9869,-0.0276
2747,83.8402,14.298,17.0538,57.014,0.4421,0.5333,0.5968,-0.5818
2748,82.9907,11.7509,14.1592,57.0992,0.159,-0.7857,0.4231,0.0687
2749,81.3611,12.9721,15.9439,45.4372,-0.3842,0.6873,-1.5524,1.1521
2750,87.0891,13.0529,14.988,42.0491,1.5251,-0.6305,-1.5307,-0.6182
2751,85.7867,14.7249,17.1646,47.7719,1.091,0.7679,-0.8347,-0.1926
2752,80.6913,9.3758,11.6193,59.028,-0.6075,-1.112,0.0013,2.5093
2753,80.3985,13.6768,17.0113,52.3568,-0.7051,0.394,0.0059,-0.8422
2754,83.1865,13.1948,15.8617,51.0537,0.2242,-0.025,-0.3215,-0.348
2755,82.3583,11.2706,13.6848,69.6407,-0.0518,-0.4999,1.8616,1.3047
2756,84.3412,14.5253,17.2221,55.2112,0.6091,0.5955,0.3594,-0.6522
2757,84.5507,12.1414,14.3599,55.0575,0.679,-0.5509,0.0522,0.346
2758,78.3947,11.3729,14.5073,56.2932,-1.373,-0.8099,0.4478,-0.4209
2759,82.5496,11.6478,14.1101,57.145,0.0119,-0.1889,0.0285,1.4729
2760,80.7875,10.0316,12.4172,68.232,-0.5754,-0.8618,1.4403,2.075
2761,77.5314,10.5916,13.6611,64.521,-1.6608,-0.4373,1.0815,1.4752
2762,80.5761,12.1042,15.0221,60.9149,-0.6459,0.1238,0.6917,1.0364
2763,83.9251,9.4021,11.203,53.6428,0.4704,-1.8317,-0.454,1.4105
2764,82.0323,14.9262,18.1956,41.9939,-0.1605,0.6933,-1.244,-1.6491
2765,84.9066,15.0014,17.6682,52.065,0.7976,0.8287,-0.0807,-0.6851
2766,82.4116,13.0616,15.8492,55.8353,-0.0341,0.1559,0.2408,0.0747
2767,76.4062,10.3781,13.5828,59.5524,-2.0359,-0.3463,0.2852,1.7779
