record_id,company_id,ticker,company_name,peer_role,period_type,fiscal_year,fiscal_quarter,start_date,end_date,months_in_period,scope,audited_status,currency,scale,accounting_standard,restatement_status,fiscal_year_end,metric,metric_original_label,value,unit,value_vnd_bn,value_status,null_reason,reported_or_calculated,calculation_definition,source_document_id,source_url,source_page,source_file_drive_id,comparability_status,comparability_note,confidence,review_status,extraction_method,extraction_timestamp_utc
KDC-2017-operating_cash_flow_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2017,,2017-01-01,2017-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2017-12-31,operating_cash_flow_vnd_bn,Operating cash flow,,VND_bn,,not_available_in_source,Source layer does not expose Operating cash flow for FY2017,reported,,KDC_Annual_Report_2017.pdf,https://drive.google.com/file/d/16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi/view,,16bhXj3Kk2JJoPw5n_hqAnFi2vrbPS4qi,partially_comparable,2017 consolidation perimeter change (Vocarimex/TAC),high,approved,table,2026-08-30T00:00:00Z
KDC-2018-net_revenue_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2018,,2018-01-01,2018-12-31,12,consolidated,audited,VND,bn,VAS,restated,2018-12-31,net_revenue_vnd_bn,Net revenue,7608.568,VND_bn,7608.568,reported_value,,reported,,KDC_Annual_Report_2019.pdf,https://drive.google.com/file/d/1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM/view,,1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM,partially_comparable,2018 comparative in 2019 audited statements; restated basis,high,approved,table,2026-08-30T00:00:00Z
KDC-2018-gross_profit_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2018,,2018-01-01,2018-12-31,12,consolidated,audited,VND,bn,VAS,restated,2018-12-31,gross_profit_vnd_bn,Gross profit,,VND_bn,,not_available_in_source,Source layer does not expose Gross profit for FY2018,reported,,KDC_Annual_Report_2019.pdf,https://drive.google.com/file/d/1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM/view,,1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM,partially_comparable,2018 comparative in 2019 audited statements; restated basis,high,approved,table,2026-08-30T00:00:00Z
KDC-2018-operating_profit_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2018,,2018-01-01,2018-12-31,12,consolidated,audited,VND,bn,VAS,restated,2018-12-31,operating_profit_vnd_bn,Operating profit,,VND_bn,,not_available_in_source,Source layer does not expose Operating profit for FY2018,reported,,KDC_Annual_Report_2019.pdf,https://drive.google.com/file/d/1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM/view,,1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM,partially_comparable,2018 comparative in 2019 audited statements; restated basis,high,approved,table,2026-08-30T00:00:00Z
KDC-2018-profit_before_tax_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2018,,2018-01-01,2018-12-31,12,consolidated,audited,VND,bn,VAS,restated,2018-12-31,profit_before_tax_vnd_bn,Profit before tax,176.538,VND_bn,176.538,reported_value,,reported,,KDC_Annual_Report_2019.pdf,https://drive.google.com/file/d/1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM/view,,1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM,partially_comparable,2018 comparative in 2019 audited statements; restated basis,high,approved,table,2026-08-30T00:00:00Z
KDC-2018-profit_after_tax_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2018,,2018-01-01,2018-12-31,12,consolidated,audited,VND,bn,VAS,restated,2018-12-31,profit_after_tax_vnd_bn,Profit after tax,147.631,VND_bn,147.631,reported_value,,reported,,KDC_Annual_Report_2019.pdf,https://drive.google.com/file/d/1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM/view,,1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM,partially_comparable,2018 comparative in 2019 audited statements; restated basis,high,approved,table,2026-08-30T00:00:00Z
KDC-2018-total_assets_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2018,,2018-01-01,2018-12-31,12,consolidated,audited,VND,bn,VAS,restated,2018-12-31,total_assets_vnd_bn,Total assets,12534.417,VND_bn,12534.417,reported_value,,reported,,KDC_Annual_Report_2019.pdf,https://drive.google.com/file/d/1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM/view,,1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM,partially_comparable,2018 comparative in 2019 audited statements; restated basis,high,approved,table,2026-08-30T00:00:00Z
KDC-2018-owners_equity_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2018,,2018-01-01,2018-12-31,12,consolidated,audited,VND,bn,VAS,restated,2018-12-31,owners_equity_vnd_bn,Owners' equity,,VND_bn,,not_available_in_source,Source layer does not expose Owners' equity for FY2018,reported,,KDC_Annual_Report_2019.pdf,https://drive.google.com/file/d/1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM/view,,1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM,partially_comparable,2018 comparative in 2019 audited statements; restated basis,high,approved,table,2026-08-30T00:00:00Z
KDC-2018-operating_cash_flow_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2018,,2018-01-01,2018-12-31,12,consolidated,audited,VND,bn,VAS,restated,2018-12-31,operating_cash_flow_vnd_bn,Operating cash flow,,VND_bn,,not_available_in_source,Source layer does not expose Operating cash flow for FY2018,reported,,KDC_Annual_Report_2019.pdf,https://drive.google.com/file/d/1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM/view,,1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM,partially_comparable,2018 comparative in 2019 audited statements; restated basis,high,approved,table,2026-08-30T00:00:00Z
KDC-2019-net_revenue_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2019,,2019-01-01,2019-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2019-12-31,net_revenue_vnd_bn,Net revenue,7209.947,VND_bn,7209.947,reported_value,,reported,,KDC_Annual_Report_2019.pdf,https://drive.google.com/file/d/1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM/view,,1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM,partially_comparable,2019 audited consolidated statement; VND bn,high,approved,table,2026-08-30T00:00:00Z
KDC-2019-gross_profit_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2019,,2019-01-01,2019-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2019-12-31,gross_profit_vnd_bn,Gross profit,,VND_bn,,not_available_in_source,Source layer does not expose Gross profit for FY2019,reported,,KDC_Annual_Report_2019.pdf,https://drive.google.com/file/d/1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM/view,,1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM,partially_comparable,2019 audited consolidated statement; VND bn,high,approved,table,2026-08-30T00:00:00Z
KDC-2019-operating_profit_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2019,,2019-01-01,2019-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2019-12-31,operating_profit_vnd_bn,Operating profit,,VND_bn,,not_available_in_source,Source layer does not expose Operating profit for FY2019,reported,,KDC_Annual_Report_2019.pdf,https://drive.google.com/file/d/1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM/view,,1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM,partially_comparable,2019 audited consolidated statement; VND bn,high,approved,table,2026-08-30T00:00:00Z
KDC-2019-profit_before_tax_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2019,,2019-01-01,2019-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2019-12-31,profit_before_tax_vnd_bn,Profit before tax,283.314,VND_bn,283.314,reported_value,,reported,,KDC_Annual_Report_2019.pdf,https://drive.google.com/file/d/1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM/view,,1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM,partially_comparable,2019 audited consolidated statement; VND bn,high,approved,table,2026-08-30T00:00:00Z
KDC-2019-profit_after_tax_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2019,,2019-01-01,2019-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2019-12-31,profit_after_tax_vnd_bn,Profit after tax,207.258,VND_bn,207.258,reported_value,,reported,,KDC_Annual_Report_2019.pdf,https://drive.google.com/file/d/1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM/view,,1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM,partially_comparable,2019 audited consolidated statement; VND bn,high,approved,table,2026-08-30T00:00:00Z
KDC-2019-total_assets_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2019,,2019-01-01,2019-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2019-12-31,total_assets_vnd_bn,Total assets,11932.154,VND_bn,11932.154,reported_value,,reported,,KDC_Annual_Report_2019.pdf,https://drive.google.com/file/d/1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM/view,,1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM,partially_comparable,2019 audited consolidated statement; VND bn,high,approved,table,2026-08-30T00:00:00Z
KDC-2019-owners_equity_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2019,,2019-01-01,2019-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2019-12-31,owners_equity_vnd_bn,Owners' equity,,VND_bn,,not_available_in_source,Source layer does not expose Owners' equity for FY2019,reported,,KDC_Annual_Report_2019.pdf,https://drive.google.com/file/d/1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM/view,,1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM,partially_comparable,2019 audited consolidated statement; VND bn,high,approved,table,2026-08-30T00:00:00Z
KDC-2019-operating_cash_flow_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2019,,2019-01-01,2019-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2019-12-31,operating_cash_flow_vnd_bn,Operating cash flow,,VND_bn,,not_available_in_source,Source layer does not expose Operating cash flow for FY2019,reported,,KDC_Annual_Report_2019.pdf,https://drive.google.com/file/d/1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM/view,,1IanznF3KVKTN7l8i_olCrLM69k5Tl_pM,partially_comparable,2019 audited consolidated statement; VND bn,high,approved,table,2026-08-30T00:00:00Z
QNS-2020-net_revenue_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2020,,2020-01-01,2020-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2020-12-31,net_revenue_vnd_bn,Net revenue,6490,VND_bn,6490,reported_value,,reported,,QNS_Annual_Report_2020.pdf,https://drive.google.com/file/d/11X8-0YfdDQOzoRNxbxhpu-njEfBWmsBY/view,,11X8-0YfdDQOzoRNxbxhpu-njEfBWmsBY,partially_comparable,2020 narrative / statement; consolidated net revenue,high,approved,table,2026-08-30T00:00:00Z
QNS-2020-gross_profit_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2020,,2020-01-01,2020-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2020-12-31,gross_profit_vnd_bn,Gross profit,,VND_bn,,not_available_in_source,Source layer does not expose Gross profit for FY2020,reported,,QNS_Annual_Report_2020.pdf,https://drive.google.com/file/d/11X8-0YfdDQOzoRNxbxhpu-njEfBWmsBY/view,,11X8-0YfdDQOzoRNxbxhpu-njEfBWmsBY,partially_comparable,2020 narrative / statement; consolidated net revenue,high,approved,table,2026-08-30T00:00:00Z
QNS-2020-operating_profit_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2020,,2020-01-01,2020-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2020-12-31,operating_profit_vnd_bn,Operating profit,,VND_bn,,not_available_in_source,Source layer does not expose Operating profit for FY2020,reported,,QNS_Annual_Report_2020.pdf,https://drive.google.com/file/d/11X8-0YfdDQOzoRNxbxhpu-njEfBWmsBY/view,,11X8-0YfdDQOzoRNxbxhpu-njEfBWmsBY,partially_comparable,2020 narrative / statement; consolidated net revenue,high,approved,table,2026-08-30T00:00:00Z
QNS-2020-profit_before_tax_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2020,,2020-01-01,2020-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2020-12-31,profit_before_tax_vnd_bn,Profit before tax,1266,VND_bn,1266,reported_value,,reported,,QNS_Annual_Report_2020.pdf,https://drive.google.com/file/d/11X8-0YfdDQOzoRNxbxhpu-njEfBWmsBY/view,,11X8-0YfdDQOzoRNxbxhpu-njEfBWmsBY,partially_comparable,2020 narrative / statement; consolidated net revenue,high,approved,table,2026-08-30T00:00:00Z
QNS-2020-profit_after_tax_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2020,,2020-01-01,2020-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2020-12-31,profit_after_tax_vnd_bn,Profit after tax,1053,VND_bn,1053,reported_value,,reported,,QNS_Annual_Report_2020.pdf,https://drive.google.com/file/d/11X8-0YfdDQOzoRNxbxhpu-njEfBWmsBY/view,,11X8-0YfdDQOzoRNxbxhpu-njEfBWmsBY,partially_comparable,2020 narrative / statement; consolidated net revenue,high,approved,table,2026-08-30T00:00:00Z
QNS-2020-total_assets_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2020,,2020-01-01,2020-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2020-12-31,total_assets_vnd_bn,Total assets,9150,VND_bn,9150,reported_value,,reported,,QNS_Annual_Report_2020.pdf,https://drive.google.com/file/d/11X8-0YfdDQOzoRNxbxhpu-njEfBWmsBY/view,,11X8-0YfdDQOzoRNxbxhpu-njEfBWmsBY,partially_comparable,2020 narrative / statement; consolidated net revenue,high,approved,table,2026-08-30T00:00:00Z
QNS-2020-owners_equity_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2020,,2020-01-01,2020-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2020-12-31,owners_equity_vnd_bn,Owners' equity,,VND_bn,,not_available_in_source,Source layer does not expose Owners' equity for FY2020,reported,,QNS_Annual_Report_2020.pdf,https://drive.google.com/file/d/11X8-0YfdDQOzoRNxbxhpu-njEfBWmsBY/view,,11X8-0YfdDQOzoRNxbxhpu-njEfBWmsBY,partially_comparable,2020 narrative / statement; consolidated net revenue,high,approved,table,2026-08-30T00:00:00Z
QNS-2020-operating_cash_flow_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2020,,2020-01-01,2020-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2020-12-31,operating_cash_flow_vnd_bn,Operating cash flow,,VND_bn,,not_available_in_source,Source layer does not expose Operating cash flow for FY2020,reported,,QNS_Annual_Report_2020.pdf,https://drive.google.com/file/d/11X8-0YfdDQOzoRNxbxhpu-njEfBWmsBY/view,,11X8-0YfdDQOzoRNxbxhpu-njEfBWmsBY,partially_comparable,2020 narrative / statement; consolidated net revenue,high,approved,table,2026-08-30T00:00:00Z
KDC-2020-net_revenue_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2020,,2020-01-01,2020-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2020-12-31,net_revenue_vnd_bn,Net revenue,8324,VND_bn,8324,reported_value,,reported,,KDC_Annual_Report_2020.pdf,https://drive.google.com/file/d/14sQQ1_tXzz93RJ36VOjmaHDR0xJRFi23/view,,14sQQ1_tXzz93RJ36VOjmaHDR0xJRFi23,partially_comparable,2020 narrative and audited consolidated statement; VND bn,high,approved,table,2026-08-30T00:00:00Z
KDC-2020-gross_profit_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2020,,2020-01-01,2020-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2020-12-31,gross_profit_vnd_bn,Gross profit,,VND_bn,,not_available_in_source,Source layer does not expose Gross profit for FY2020,reported,,KDC_Annual_Report_2020.pdf,https://drive.google.com/file/d/14sQQ1_tXzz93RJ36VOjmaHDR0xJRFi23/view,,14sQQ1_tXzz93RJ36VOjmaHDR0xJRFi23,partially_comparable,2020 narrative and audited consolidated statement; VND bn,high,approved,table,2026-08-30T00:00:00Z
KDC-2020-operating_profit_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2020,,2020-01-01,2020-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2020-12-31,operating_profit_vnd_bn,Operating profit,,VND_bn,,not_available_in_source,Source layer does not expose Operating profit for FY2020,reported,,KDC_Annual_Report_2020.pdf,https://drive.google.com/file/d/14sQQ1_tXzz93RJ36VOjmaHDR0xJRFi23/view,,14sQQ1_tXzz93RJ36VOjmaHDR0xJRFi23,partially_comparable,2020 narrative and audited consolidated statement; VND bn,high,approved,table,2026-08-30T00:00:00Z
KDC-2020-profit_before_tax_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2020,,2020-01-01,2020-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2020-12-31,profit_before_tax_vnd_bn,Profit before tax,416,VND_bn,416,reported_value,,reported,,KDC_Annual_Report_2020.pdf,https://drive.google.com/file/d/14sQQ1_tXzz93RJ36VOjmaHDR0xJRFi23/view,,14sQQ1_tXzz93RJ36VOjmaHDR0xJRFi23,partially_comparable,2020 narrative and audited consolidated statement; VND bn,high,approved,table,2026-08-30T00:00:00Z
KDC-2020-profit_after_tax_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2020,,2020-01-01,2020-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2020-12-31,profit_after_tax_vnd_bn,Profit after tax,330.238,VND_bn,330.238,reported_value,,reported,,KDC_Annual_Report_2020.pdf,https://drive.google.com/file/d/14sQQ1_tXzz93RJ36VOjmaHDR0xJRFi23/view,,14sQQ1_tXzz93RJ36VOjmaHDR0xJRFi23,partially_comparable,2020 narrative and audited consolidated statement; VND bn,high,approved,table,2026-08-30T00:00:00Z
KDC-2020-total_assets_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2020,,2020-01-01,2020-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2020-12-31,total_assets_vnd_bn,Total assets,12349.155,VND_bn,12349.155,reported_value,,reported,,KDC_Annual_Report_2020.pdf,https://drive.google.com/file/d/14sQQ1_tXzz93RJ36VOjmaHDR0xJRFi23/view,,14sQQ1_tXzz93RJ36VOjmaHDR0xJRFi23,partially_comparable,2020 narrative and audited consolidated statement; VND bn,high,approved,table,2026-08-30T00:00:00Z
KDC-2020-owners_equity_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2020,,2020-01-01,2020-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2020-12-31,owners_equity_vnd_bn,Owners' equity,,VND_bn,,not_available_in_source,Source layer does not expose Owners' equity for FY2020,reported,,KDC_Annual_Report_2020.pdf,https://drive.google.com/file/d/14sQQ1_tXzz93RJ36VOjmaHDR0xJRFi23/view,,14sQQ1_tXzz93RJ36VOjmaHDR0xJRFi23,partially_comparable,2020 narrative and audited consolidated statement; VND bn,high,approved,table,2026-08-30T00:00:00Z
KDC-2020-operating_cash_flow_vnd_bn,KDC,KDC,KIDO Group,strategic_context,FY,2020,,2020-01-01,2020-12-31,12,consolidated,audited,VND,bn,VAS,current_authoritative,2020-12-31,operating_cash_flow_vnd_bn,Operating cash flow,,VND_bn,,not_available_in_source,Source layer does not expose Operating cash flow for FY2020,reported,,KDC_Annual_Report_2020.pdf,https://drive.google.com/file/d/14sQQ1_tXzz93RJ36VOjmaHDR0xJRFi23/view,,14sQQ1_tXzz93RJ36VOjmaHDR0xJRFi23,partially_comparable,2020 narrative and audited consolidated statement; VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2021-net_revenue_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2021,,2021-01-01,2021-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2021-12-31,net_revenue_vnd_bn,Net revenue,60919,VND_bn,60919,reported_value,,reported,,VNM_Annual_Report_2025.pdf,https://drive.google.com/file/d/19LdaHym1AcXNaktAR9cXLSV3C7ykgBXW/view,,19LdaHym1AcXNaktAR9cXLSV3C7ykgBXW,comparable,VAS summary; latest report presents 2021-2025 series,high,approved,table,2026-08-30T00:00:00Z
VNM-2021-gross_profit_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2021,,2021-01-01,2021-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2021-12-31,gross_profit_vnd_bn,Gross profit,,VND_bn,,not_available_in_source,Source layer does not expose Gross profit for FY2021,reported,,VNM_Annual_Report_2025.pdf,https://drive.google.com/file/d/19LdaHym1AcXNaktAR9cXLSV3C7ykgBXW/view,,19LdaHym1AcXNaktAR9cXLSV3C7ykgBXW,comparable,VAS summary; latest report presents 2021-2025 series,high,approved,table,2026-08-30T00:00:00Z
VNM-2021-operating_profit_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2021,,2021-01-01,2021-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2021-12-31,operating_profit_vnd_bn,Operating profit,12728,VND_bn,12728,reported_value,,reported,,VNM_Annual_Report_2025.pdf,https://drive.google.com/file/d/19LdaHym1AcXNaktAR9cXLSV3C7ykgBXW/view,,19LdaHym1AcXNaktAR9cXLSV3C7ykgBXW,comparable,VAS summary; latest report presents 2021-2025 series,high,approved,table,2026-08-30T00:00:00Z
VNM-2021-profit_before_tax_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2021,,2021-01-01,2021-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2021-12-31,profit_before_tax_vnd_bn,Profit before tax,12922,VND_bn,12922,reported_value,,reported,,VNM_Annual_Report_2025.pdf,https://drive.google.com/file/d/19LdaHym1AcXNaktAR9cXLSV3C7ykgBXW/view,,19LdaHym1AcXNaktAR9cXLSV3C7ykgBXW,comparable,VAS summary; latest report presents 2021-2025 series,high,approved,table,2026-08-30T00:00:00Z
VNM-2021-profit_after_tax_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2021,,2021-01-01,2021-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2021-12-31,profit_after_tax_vnd_bn,Profit after tax,10633,VND_bn,10633,reported_value,,reported,,VNM_Annual_Report_2025.pdf,https://drive.google.com/file/d/19LdaHym1AcXNaktAR9cXLSV3C7ykgBXW/view,,19LdaHym1AcXNaktAR9cXLSV3C7ykgBXW,comparable,VAS summary; latest report presents 2021-2025 series,high,approved,table,2026-08-30T00:00:00Z
VNM-2021-total_assets_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2021,,2021-01-01,2021-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2021-12-31,total_assets_vnd_bn,Total assets,53332,VND_bn,53332,reported_value,,reported,,VNM_Annual_Report_2025.pdf,https://drive.google.com/file/d/19LdaHym1AcXNaktAR9cXLSV3C7ykgBXW/view,,19LdaHym1AcXNaktAR9cXLSV3C7ykgBXW,comparable,VAS summary; latest report presents 2021-2025 series,high,approved,table,2026-08-30T00:00:00Z
VNM-2021-owners_equity_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2021,,2021-01-01,2021-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2021-12-31,owners_equity_vnd_bn,Owners' equity,,VND_bn,,not_available_in_source,Source layer does not expose Owners' equity for FY2021,reported,,VNM_Annual_Report_2025.pdf,https://drive.google.com/file/d/19LdaHym1AcXNaktAR9cXLSV3C7ykgBXW/view,,19LdaHym1AcXNaktAR9cXLSV3C7ykgBXW,comparable,VAS summary; latest report presents 2021-2025 series,high,approved,table,2026-08-30T00:00:00Z
VNM-2021-operating_cash_flow_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2021,,2021-01-01,2021-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2021-12-31,operating_cash_flow_vnd_bn,Operating cash flow,,VND_bn,,not_available_in_source,Source layer does not expose Operating cash flow for FY2021,reported,,VNM_Annual_Report_2025.pdf,https://drive.google.com/file/d/19LdaHym1AcXNaktAR9cXLSV3C7ykgBXW/view,,19LdaHym1AcXNaktAR9cXLSV3C7ykgBXW,comparable,VAS summary; latest report presents 2021-2025 series,high,approved,table,2026-08-30T00:00:00Z
VNM-2022-net_revenue_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2022,,2022-01-01,2022-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2022-12-31,net_revenue_vnd_bn,Net revenue,59956,VND_bn,59956,reported_value,,reported,,VNM_Annual_Report_2025.pdf,https://drive.google.com/file/d/19LdaHym1AcXNaktAR9cXLSV3C7ykgBXW/view,,19LdaHym1AcXNaktAR9cXLSV3C7ykgBXW,comparable,VAS summary; latest report presents 2021-2025 series,high,approved,table,2026-08-30T00:00:00Z
VNM-2022-gross_profit_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2022,,2022-01-01,2022-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2022-12-31,gross_profit_vnd_bn,Gross profit,,VND_bn,,not_available_in_source,Source layer does not expose Gross profit for FY2022,reported,,VNM_Annual_Report_2025.pdf,https://drive.google.com/file/d/19LdaHym1AcXNaktAR9cXLSV3C7ykgBXW/view,,19LdaHym1AcXNaktAR9cXLSV3C7ykgBXW,comparable,VAS summary; latest report presents 2021-2025 series,high,approved,table,2026-08-30T00:00:00Z
VNM-2022-operating_profit_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2022,,2022-01-01,2022-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2022-12-31,operating_profit_vnd_bn,Operating profit,10491,VND_bn,10491,reported_value,,reported,,VNM_Annual_Report_2025.pdf,https://drive.google.com/file/d/19LdaHym1AcXNaktAR9cXLSV3C7ykgBXW/view,,19LdaHym1AcXNaktAR9cXLSV3C7ykgBXW,comparable,VAS summary; latest report presents 2021-2025 series,high,approved,table,2026-08-30T00:00:00Z
VNM-2022-profit_before_tax_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2022,,2022-01-01,2022-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2022-12-31,profit_before_tax_vnd_bn,Profit before tax,10496,VND_bn,10496,reported_value,,reported,,VNM_Annual_Report_2025.pdf,https://drive.google.com/file/d/19LdaHym1AcXNaktAR9cXLSV3C7ykgBXW/view,,19LdaHym1AcXNaktAR9cXLSV3C7ykgBXW,comparable,VAS summary; latest report presents 2021-2025 series,high,approved,table,2026-08-30T00:00:00Z
VNM-2022-profit_after_tax_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2022,,2022-01-01,2022-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2022-12-31,profit_after_tax_vnd_bn,Profit after tax,8578,VND_bn,8578,reported_value,,reported,,VNM_Annual_Report_2025.pdf,https://drive.google.com/file/d/19LdaHym1AcXNaktAR9cXLSV3C7ykgBXW/view,,19LdaHym1AcXNaktAR9cXLSV3C7ykgBXW,comparable,VAS summary; latest report presents 2021-2025 series,high,approved,table,2026-08-30T00:00:00Z
